dbmsnr,hzbnr01,mstnam02,gew03,mpua04,egarea05,daterr06,datauf07,xrkko08,yhkko09,aufge_f,sym_ehyd,longitude,latitude
6001140,211920,Hammerjäger,Ingeringbach,"748,95","198,5",1994,,507561.42,373430.42,N,6,14.754076054361484,47.25161190818492
6001066,211169,Kammern im Liesingtal,Liesing,"647,88","265,6",1965,,518684.97,388821.88,N,7,14.905146349031066,47.38814894027109
6001069,211193,St. Peter-Freienstein,Vordernberger Bach,"595,02","167,3",1953,,528323.14,389720.43,N,6,15.03307010918154,47.3944095017234
6001072,211227,Neuberg an der Mürz,Mürz,"715,36","231,5",1960,,569715.11,419906.92,N,7,15.592918159434262,47.65644679150746
6001074,211243,Kindtal,Mürz,"569,64","727,7",1966,,561189.41,405210.69,N,7,15.474044605206304,47.52644351942638
6001134,211862,Edelsdorf,Stanzbach,"598,25",78,1991,,560848.7,399588.06,N,6,15.467472010321243,47.47595797780927
6001075,211250,Hansenhütte,Thörlbach,"541,75","324,2",1896,,544774.62,398789.19,N,6,15.253957831718918,47.472540556450426
6001076,211268,Kapfenberg-Diemlach,Mürz,"485,94","1364,5",1971,,546217.31,394211.1,N,8,15.271583336772595,47.4310403267482
6001077,211276,Arndorf,Laming,"502,5","153,4",1960,,545082.26,393728.94,N,6,15.256379668049522,47.4269568007477
6001079,211292,Bruck an der Mur unter Mürz,Mur,"468,14",6214,1899,,546974.27,391881.56,N,7,15.2808441626987,47.4099168383807
6001113,211649,Deutschfeistritz,Übelbach,"397,12","117,8",1960,,552099.33,368833.42,N,6,15.340869665630514,47.201433815437234
6001125,211763,Friesach,Mur,"379,7","6791,5",1987,,550462.85,364625.88,N,7,15.317855170352372,47.16396568209124
6001082,211326,Graz,Mur,"341,28","6993,3",1850,,559436.5,355340.58,N,7,15.432894069521645,47.07832873944502
6001132,211847,Mellach,Mur,"290,8","7295,5",1988,,564531.87,335885.82,N,1,15.492870061749114,46.90208952850136
6001083,211334,Voitsberg,Kainach,"389,23","210,5",1908,,537989.19,351354.15,N,6,15.149252624603362,47.047325760666766
6001142,211953,Hitzendorf,Liebochbach,"358,73",50,1995,,549701.9,349186.92,N,6,15.302664944008368,47.02526825630609
6001084,211342,Lieboch,Kainach,"319,23","767,1",1908,,553157.6,341527.77,N,7,15.345514987109146,46.95557984963376
6001137,211896,Gerbersdorf,Stiefing,"296,92",80,1993,,570838.81,335783.27,N,6,15.575593671353625,46.89956202324989
6001089,211391,Wies,Weiße Sulm,"328,3","69,9",1934,,548264.02,315033.63,N,7,15.272552246199869,46.7183857698366
6001088,211383,Schwanberg,Schwarze Sulm,"402,48","75,2",1934,,542955.93,319067.91,N,7,15.204396783493925,46.7558435868439
6003682,214783,Prarath,Sulm,"299,76","186,7",2017,,553737.95,317261.11,N,6,15.344895715704345,46.73717138727274
6001141,211961,Hörmsdorf,Saggaubach,"345,14",56,1994,,547701.82,312561.1,N,6,15.264396718064935,46.696271242582114
6001114,211656,Gündorf,Saggaubach,"289,88","201,9",1982,,558525.24,315460.05,N,6,15.40689834428401,46.719840825380366
6001115,211664,Frauental (Laßnitz),Laßnitz,"323,4","85,3",1982,,547168.3,327087.79,N,6,15.262130200750043,46.82705792017021
6001127,211797,Wettmannstätten,Laßnitz,"289,7","216,4",1989,,556296.04,328212.09,N,6,15.382136148628971,46.8350718850718
6001133,211854,Wieselsdorf,Stainzbach,"290,13","144,8",1990,,555308.56,330150.47,N,6,15.36985847589578,46.852740263062095
6001128,211805,Zehndorf,Gleinzbach,"287,01","37,8",1990,,558695.44,328473.83,N,6,15.413676107710836,46.83685334335525
6001094,211441,Tillmitsch,Laßnitz,"272,15","480,4",1956,,566416.85,325849.63,N,7,15.51391388637771,46.81134799213133
6001095,211458,Leibnitz,Sulm,"262,98","1102,5",1895,,567513.35,322393.56,N,8,15.52700148335338,46.77998598247792
6001096,211466,Spielfeld,Mur,"244,22",9480,1851,,576204.31,314761.28,N,7,15.63782371635824,46.70908084583724
6001097,211474,Lipsch,Schwarzaubach,"257,87","124,2",1968,,578028.41,320878.8,N,6,15.664070154728316,46.76361152073674
6001099,211490,Mureck (Schreibpegel),Mur,"224,23","9769,9",1972,,587969.79,315372.23,N,8,15.791897614235555,46.71133510488672
6001100,211508,Fluttendorf,Gnasbach,"222,88","119,3",1968,,592345.19,317736.42,N,6,15.850102822401048,46.73133784549942
7004047,202523,Arnbach,Drau,"1107,73","162,1",1997,,326678.25,316194.98,N,7,12.372953176213356,46.74132285912633
7001146,212225,Ausservillgraten,Winkeltalbach,"1256,56","62,2",1991,,331113.18,321186.2,N,7,12.43023391085669,46.786709619021465
7001127,212027,Rabland,Drau,"1070,98",374,1890,,332309.01,316695.07,N,6,12.446571253611848,46.74642626746404
7001168,231092,Lienz-Falkensteinsteg,Drau,"679,87",668,1988,,356290.18,324411.05,N,8,12.7597201610336,46.81788583340655
7001128,212043,Hinterbichl,Isel,"1327,14",107,1930,,324322.56,346682.37,N,7,12.336992554252843,47.01535397321136
7001129,212050,Hinterbichl (Mühle),Dorferbach,"1335,95",35,1930,,324471.92,347094.45,N,1,12.338887784457969,47.019078760895525
7001142,212183,Waier,Isel,"930,75","285,3",1975,,338704.63,344133.14,N,6,12.526541294783376,46.993924080785774
7001130,212068,Innergschlöß,Gschlössbach,"1686,16","39,3",1930,,333144.63,358646.39,N,6,12.45125509916802,47.12395853054917
7001131,212076,Matreier Tauernhaus,Tauernbach,"1502,29","59,9",1930,,336445.36,357955.42,N,7,12.49486424062656,47.11807158525376
7001132,212084,Prossegg,Tauernbach,"939,05","197,2",1954,,339013.83,346465.13,N,1,12.530289202910373,47.014934744941456
7001133,212092,Brühl,Isel,"919,58","518,4",1895,,340459.42,342058.72,N,7,12.549892723506208,46.975421891930566
7001134,212100,Hopfgarten im Def. Zwenewald,Schwarzach,"1096,27","268,6",1895,,337477.81,335659.34,N,7,12.511591258763108,46.91756625168844
7001135,212118,Spöttling,Kalser Bach,"1486,78",47,1930,,346717.98,347571.99,N,7,12.631507413036694,47.02556739343608
7001136,212126,Spöttling-Taurer,Teischnitzbach,"1491,09","13,9",1930,,346896.16,347573.04,N,6,12.63385176521266,47.02559135523476
7001139,212159,St. Johann im Walde (Brücke),Isel,"744,14","1077,8",1895,,346420.04,334115.9,N,1,12.629198055591049,46.90447220268499
7001140,212167,Lienz,Isel,"667,2","1198,7",1889,,356796.69,325941.18,N,8,12.7662118157788,46.83168693717962
7001147,212316,Lienz-Peggetz,Drau,"661,43","1876,2",1967,,358154.69,325136.69,N,6,12.784090513929476,46.82453667408698
7004341,202671,Tristach (Seepegel),Tristacher See,"819,62","1,7",2004,,359190.7,323261.22,N,2,12.797841413068904,46.8077273256035
7001145,212217,Obernußdorf,Debantbach,"1169,17","56,8",1985,,361628.63,329590.02,N,6,12.829248088399426,46.86481909858301
2001001,212324,Oberdrauburg Ort,Drau,"616,1",2112,1852,,372510.61,316522.61,N,6,12.972806338598948,46.747790866145
2002363,213660,Dellach,Drau,"599,73","2198,6",2005,,380616.78,314913.29,N,8,13.078985432068894,46.73360186193794
2001003,212357,Sachsenburg Süd,Drau,"555,02","2561,6",1886,,401265.68,325151.06,N,7,13.349231231737708,46.82601133538121
2002502,213926,Heiligenblut-Winkl,Möll,"1229,77","142,1",2007,,362724.74,348722.08,N,6,12.84203134729418,47.03702639269762
2001005,212373,Winklern,Möll,"878,14","412,1",1907,,366069.79,331597.25,N,7,12.887357557481533,46.88312525250719
2001068,213124,Flattach,Möll,"687,15","705,3",1972,,385112.39,337105.86,N,7,13.137073144564312,46.93340484815995
2001006,212381,Mallnitz,Mallnitzbach,"1173,92","85,3",1907,,387936.65,342551.18,N,7,13.174022356041148,46.98245995174814
2002233,213447,Zandlacher Hütte,Riekenbach,1495,"16,1",1992,,398481.46,335146.26,N,6,13.312692718480326,46.915944931267575
2001007,212399,Kolbnitz-Verbund,Möll,"607,89","1043,8",1894,,397669.08,330620.65,N,6,13.302051149584685,46.87522146891797
2001075,213199,Drauhofen,Drau,"547,07","3674,4",1974,,404181.49,325104.09,N,6,13.387454806314832,46.82557783964791
2001076,213207,Gries,Lieser,"1178,49","56,5",1976,,420122.43,347872.77,N,7,13.597432000179044,47.03015971230634
2001011,212431,Gmünd-Ort,Lieser,"738,6","360,1",1961,,415602.53,333988.79,N,7,13.537475837452472,46.90535388198093
2001013,212456,Ochsenhütte-Hochalm,Hochalmbach,1980,"9,3",1954,,403731.89,346188.98,N,6,13.381723033550692,47.01529893425424
2001015,212472,Pflüglhof,Malta,"847,25","131,3",1952,,409513.15,343556.84,N,6,13.457726509297052,46.99155941964857
2001017,212498,Sandriesen,Malta,"739,7",266,1951,,415170.82,334715.43,N,7,13.531832066644329,46.91190198175403
2002216,213686,Alte Schmiede,St. Oswald Bach,"1304,12","13,5",1989,2021.0,433565.6,327580.41,N,6,13.772834128362517,46.84703140058632
2001074,213181,Döbriach,Riegerbach,"590,97","189,4",1976,,424108.99,319391.62,N,6,13.648386404610036,46.773761360995294
2001018,212514,Millstatt-See,Millstätter See,"586,99","286,3",1912,,418216.14,322455.11,N,2,13.571330823596334,46.80150999929663
2001019,212522,Seeboden-Seebrücke,Seebach,"586,64","286,6",1895,,413475.89,323792.9,N,6,13.509257585733986,46.81365922046284
2001020,212530,Spittal-Fasan,Lieser,"556,21","1035,5",1877,,412488.33,323106.88,N,7,13.496295941981328,46.80750559529668
2001077,213215,Amlach,Drau,"522,79","4789,6",1957,,414574.51,319428.9,N,8,13.523518346756324,46.774369879418224
2001022,212563,Techendorf-See,Weißensee,"928,03","49,1",1902,,397080.75,312876.26,N,2,13.294456432041205,46.71555799142302
2002179,213454,Gassen,Weißenbach,"683,29","153,4",1986,,417547.08,314179.83,N,6,13.56224853188806,46.727068756434015
2002200,213462,Himmelberg,Tiebel,"652,57","38,5",1987,2023.0,454373.53,316394.42,N,6,14.044368096944725,46.74500537496828
2002485,213876,Feldkirchen,Tiebel,"536,26","60,2",2007,,458190.73,313835.61,N,7,14.09400341204828,46.72165880277964
2001082,213272,St. Andrä-See,Ossiacher See,"500,25","165,4",1896,,443642.58,305960.11,N,2,13.902915091632616,46.651915553631625
2001025,212597,Urlaken,Seebach,"499,74","160,3",1962,,442068.15,304187.4,N,6,13.8821795493342,46.63606390493593
2001067,213116,Töbring,Treffner Bach,"512,55","140,1",1973,,440803.29,306059.81,N,6,13.865825245226253,46.6529928689119
2001027,212613,Maria Luggau-Moos,Gail,"1087,41","146,1",1952,,354751.46,311593.8,N,6,12.74083949852256,46.70245751753555
2001030,212647,Mauthen,Gail,"693,2","348,6",1878,,374470.11,307646.25,N,7,12.998960203831707,46.66800356911698
2001033,212670,Rattendorf,Gail,"595,22","594,9",1880,,393835.41,302700.7,N,6,13.252144436175865,46.62397713755926
2001037,212746,Presseggen-See,Pressegger See,"558,77","29,6",1931,,408086.2,303189.62,N,2,13.438264536691628,46.62836137781568
2002618,217232,Vorderberg-Grabenausgang,Vorderberger Wildbach,"591,2","25,8",2012,,414270.96,298660.79,N,6,13.518903223339072,46.58751031958391
2001038,212753,Nötsch,Gail,546,"908,5",1882,,421568.39,298140.23,N,7,13.61411604289199,46.58263184857045
2001039,212761,Thörl,Gailitz,"593,06",188,1925,,424178.74,293063.06,N,7,13.647914143056516,46.53686035054185
2001041,212787,Federaun,Gail,"498,52","1304,9",1877,,436993.08,296719.68,N,8,13.815285215164346,46.569174207761606
2001042,212795,Faak Bundessportheim-See,Faaker See,"553,82","35,6",1921,,444568.62,297692.45,N,2,13.914210374041184,46.57746300042063
2001045,212837,Tscheppaschlucht,Loiblbach,"574,6",44,1971,,472727.46,288113.77,N,6,14.280094390655329,46.48880005115175
2002265,213611,Bad Eisenkappel-Forsthaus,Ebriachbach,"539,22","69,5",2001,,496232.38,288503.26,N,6,14.58633233567548,46.48931838154468
2001047,212852,Miklauzhof,Vellach,"459,05","194,3",1907,,496700.88,293769.28,N,7,14.593544711071347,46.5366258552002
2001048,212860,Maitratten-Gnesau,Gurk,"975,7","201,4",1951,,445762.67,320905.04,N,7,13.932114345317656,46.78623976302747
2001049,212878,Urschwirtbrücke,Gurk,"934,95","230,3",1957,,451558.01,319666.16,N,6,14.007886610898163,46.77466755354335
2002484,213769,Deutsch Griffen,Griffenbach,"750,03","29,5",2007,,456587.56,328691.91,N,6,14.074877265239142,46.85546525479892
2001050,212886,Weitensfeld-Ost,Gurk,"692,94","431,8",1914,,466134.63,328098.44,N,6,14.20000621171758,46.84923970175514
2001084,213306,Grades-Zwatshof,Metnitz,"729,3","144,6",1982,,472040.23,342058.3,N,7,14.279674889204587,46.97422131085624
2001094,213405,Guldendorf,Olsa,"652,17","161,8",1994,,480266.79,342887.55,N,6,14.387956355664684,46.98073169868381
2001051,212894,Hirt,Metnitz,"602,11","469,4",1895,,484197.08,334162.8,N,7,14.43799723296918,46.90174551697268
2001093,213397,Mölbling,Gurk,"579,26",1061,1993,,485163.54,329547.07,N,6,14.449814939340976,46.86009432122774
2001071,213157,Launsdorf,Gurk,"509,99","1243,1",1975,,487356.24,318533.41,N,7,14.476454465884464,46.76071999499886
2001052,212928,Hüttenberg,Görtschitz,"777,7","130,3",1925,,492498.65,338191.33,N,7,14.547790017095087,46.93687744785607
2001053,212936,Brückl,Görtschitz,"497,3","315,6",1895,,491378.21,317617.87,N,6,14.528924416047376,46.75193979889638
2001086,213322,Mauthbrücken,Glan,"499,71","87,2",1984,,465501.08,313883.83,N,6,14.189649968752668,46.72141058537384
2001080,213256,Breitenstein,Wimitz,"516,54","103,9",1977,,480931.11,323305.13,N,7,14.393187127088806,46.80446804474743
2002486,213827,St. Veit,Glan,"462,66","380,7",2007,,479825.77,318705.17,N,6,14.377896052949788,46.763216709737854
2002224,213801,St. Georgen-See,Längsee,"549,23",5,1988,,482982.66,321232.8,N,2,14.419689057282566,46.78556916376692
2001087,213330,Wölfnitz,Moosburger Bach,"452,1","57,4",1984,,471303.74,307815.25,N,6,14.264614863248656,46.666211983888125
2002593,213934,Klagenfurt-Professor Deutschgasse,Glan,"437,17","554,5",2011,,475220.18,304243.97,N,6,14.315211604612143,46.63364563456077
2002201,213488,Keutschach-See,Keutschacher See,"504,64","29,8",1993,,464013.19,299081.53,N,2,14.16811104983775,46.5883736564345
2002202,213496,Reifnitz,Reifnitzbach,"440,93","34,9",1952,,465002.61,301040.16,N,6,14.181301295720145,46.60589973538035
2001056,212985,Pörtschach-See,Wörthersee,"438,89","162,1",1902,,461654.99,304150.13,N,2,14.138018292028413,46.63420003695394
2001058,213009,Viktring,Viktringer Bach,"446,96","12,5",1972,,471966.95,299545.75,N,6,14.271981572002478,46.59173624643747
2001060,213025,Weinländer,Glanfurt,"434,2","201,3",1971,,475026.35,300545.35,N,6,14.312073220797725,46.60039104932539
2001061,213033,Zell,Glan,"410,44","817,9",1967,,481832.96,301265.51,N,7,14.401047184836017,46.60606604998127
2001062,213041,Gumisch,Gurk,"394,38","2555,4",1905,,487727.13,301344.3,N,7,14.478004627374116,46.60602186382515
2001088,213348,Unterburg-See,Klopeiner See,"445,14","4,1",1993,,496731.02,301328.32,N,2,14.595534952595946,46.60462637581352
2002235,213579,Gösselsdorf-See,Gösselsdorfer See,"466,66","29,8",1996,,498655.43,297039.21,N,1,14.61972982948903,46.56575611799759
2002572,213942,St. Stefan,Globasnitzbach,"511,21","21,1",2009,,505717.39,298041.59,N,6,14.712074168346913,46.57368656063587
2001092,213389,Kaunz,Wölfnitzbach,"523,21","28,1",1988,,507281.94,315300.8,N,6,14.736539515007154,46.72870643461924
2001073,213173,Lavamünd Ort,Drau,"338,02",11043,1895,,523010.67,305825.93,N,8,14.939752194659423,46.64073438851594
2001090,213363,Bad St. Leonhard,Lavant,"668,2","200,6",1993,,511854.75,340413.29,N,6,14.802566725997494,46.95386599429895
2002206,213538,Waldenstein,Waldensteiner Bach,"695,13",101,1985,,517302.38,337489.08,N,6,14.873377989107926,46.926612061589616
2001085,213314,St. Jakob,Weißenbach,"459,87","55,9",1983,,514535.72,327923.25,N,7,14.834624807485518,46.84104326975769
2001091,213371,Fischering,Lavant,"409,75","715,6",1989,,514767.82,321586.94,N,7,14.836063918887076,46.7840007966017
2002491,213819,St. Paul,Granitzbach,"374,48","61,1",2007,,517606.54,312293.37,N,6,14.87083630701891,46.69989665551665
2001065,213090,Krottendorf,Lavant,"354,05","954,5",1905,,523353.9,308304.78,N,8,14.94490555014538,46.66296975505412
