Messstelle:                ;Mitterbach (Brücke)
26.09.2010 00:00:00; 0,761
27.09.2010 00:00:00; 0,820
28.09.2010 00:00:00; 0,617
29.09.2010 00:00:00; 0,522
30.09.2010 00:00:00; 0,618
01.10.2010 00:00:00; 0,549
02.10.2010 00:00:00; 0,467
03.10.2010 00:00:00; 0,415
04.10.2010 00:00:00; 0,384
05.10.2010 00:00:00; 0,370
06.10.2010 00:00:00; 0,358
07.10.2010 00:00:00; 0,339
08.10.2010 00:00:00; 0,323
09.10.2010 00:00:00; 0,309
10.10.2010 00:00:00; 0,301
11.10.2010 00:00:00; 0,301
12.10.2010 00:00:00; 0,289
13.10.2010 00:00:00; 0,280
14.10.2010 00:00:00; 0,276
15.10.2010 00:00:00; 0,270
16.10.2010 00:00:00; 0,812
17.10.2010 00:00:00; 0,577
18.10.2010 00:00:00; 0,478
19.10.2010 00:00:00; 0,496
20.10.2010 00:00:00; 0,427
21.10.2010 00:00:00; 0,375
22.10.2010 00:00:00; 0,322
23.10.2010 00:00:00; 0,322
24.10.2010 00:00:00; 0,309
25.10.2010 00:00:00; 0,370
26.10.2010 00:00:00; 0,376
27.10.2010 00:00:00; 0,334
28.10.2010 00:00:00; 0,319
29.10.2010 00:00:00; 0,317
30.10.2010 00:00:00; 0,402
31.10.2010 00:00:00; 0,473
01.11.2010 00:00:00; 0,550
02.11.2010 00:00:00; 0,555
03.11.2010 00:00:00; 0,481
04.11.2010 00:00:00; 0,408
05.11.2010 00:00:00; 0,361
06.11.2010 00:00:00; 0,329
07.11.2010 00:00:00; 0,306
08.11.2010 00:00:00; 0,345
09.11.2010 00:00:00; 0,354
10.11.2010 00:00:00; 0,331
11.11.2010 00:00:00; 0,309
12.11.2010 00:00:00; 0,319
13.11.2010 00:00:00; 0,401
14.11.2010 00:00:00; 0,391
15.11.2010 00:00:00; 0,354
16.11.2010 00:00:00; 0,323
17.11.2010 00:00:00; 0,320
18.11.2010 00:00:00; 0,299
19.11.2010 00:00:00; 0,297
20.11.2010 00:00:00; 0,287
21.11.2010 00:00:00; 0,275
22.11.2010 00:00:00; 0,287
23.11.2010 00:00:00; 0,274
24.11.2010 00:00:00; 0,269
25.11.2010 00:00:00; 0,268
26.11.2010 00:00:00; 0,253
27.11.2010 00:00:00; 0,249
28.11.2010 00:00:00; 0,238
29.11.2010 00:00:00; 0,242
30.11.2010 00:00:00; 0,231
01.12.2010 00:00:00; 0,224
02.12.2010 00:00:00; 0,222
03.12.2010 00:00:00; 0,227
04.12.2010 00:00:00; 0,213
05.12.2010 00:00:00; 0,205
06.12.2010 00:00:00; 0,202
07.12.2010 00:00:00; 0,217
08.12.2010 00:00:00; 0,282
09.12.2010 00:00:00; 0,399
10.12.2010 00:00:00; 0,505
11.12.2010 00:00:00; 0,440
12.12.2010 00:00:00; 0,421
13.12.2010 00:00:00; 0,357
14.12.2010 00:00:00; 0,292
15.12.2010 00:00:00; 0,293
16.12.2010 00:00:00; 0,273
17.12.2010 00:00:00; 0,237
18.12.2010 00:00:00; 0,251
19.12.2010 00:00:00; 0,234
20.12.2010 00:00:00; 0,227
21.12.2010 00:00:00; 0,233
22.12.2010 00:00:00; 0,230
23.12.2010 00:00:00; 0,244
24.12.2010 00:00:00; 0,493
25.12.2010 00:00:00; 0,707
26.12.2010 00:00:00; 0,651
27.12.2010 00:00:00; 0,525
28.12.2010 00:00:00; 0,414
29.12.2010 00:00:00; 0,343
30.12.2010 00:00:00; 0,302
31.12.2010 00:00:00; 0,305
01.01.2011 00:00:00; 0,289
02.01.2011 00:00:00; 0,277
03.01.2011 00:00:00; 0,269
04.01.2011 00:00:00; 0,240
05.01.2011 00:00:00; 0,236
06.01.2011 00:00:00; 0,235
07.01.2011 00:00:00; 0,237
08.01.2011 00:00:00; 0,231
09.01.2011 00:00:00; 0,255
10.01.2011 00:00:00; 0,310
11.01.2011 00:00:00; 0,327
12.01.2011 00:00:00; 0,343
13.01.2011 00:00:00;  1,17
14.01.2011 00:00:00;  6,98
15.01.2011 00:00:00;  6,09
16.01.2011 00:00:00;  3,84
17.01.2011 00:00:00;  2,65
18.01.2011 00:00:00;  2,22
19.01.2011 00:00:00;  1,84
20.01.2011 00:00:00;  1,56
21.01.2011 00:00:00;  1,29
22.01.2011 00:00:00;  1,02
23.01.2011 00:00:00; 0,825
24.01.2011 00:00:00; 0,769
25.01.2011 00:00:00; 0,675
26.01.2011 00:00:00; 0,643
27.01.2011 00:00:00; 0,570
28.01.2011 00:00:00; 0,523
29.01.2011 00:00:00; 0,489
30.01.2011 00:00:00; 0,463
31.01.2011 00:00:00; 0,441
01.02.2011 00:00:00; 0,423
02.02.2011 00:00:00; 0,402
03.02.2011 00:00:00; 0,388
04.02.2011 00:00:00; 0,375
05.02.2011 00:00:00; 0,368
06.02.2011 00:00:00; 0,377
07.02.2011 00:00:00; 0,413
08.02.2011 00:00:00; 0,466
09.02.2011 00:00:00; 0,484
10.02.2011 00:00:00; 0,456
11.02.2011 00:00:00; 0,466
12.02.2011 00:00:00;  1,59
13.02.2011 00:00:00;  1,71
14.02.2011 00:00:00;  1,32
15.02.2011 00:00:00;  1,01
16.02.2011 00:00:00; 0,771
17.02.2011 00:00:00; 0,645
18.02.2011 00:00:00; 0,563
19.02.2011 00:00:00; 0,507
20.02.2011 00:00:00; 0,473
21.02.2011 00:00:00; 0,448
22.02.2011 00:00:00; 0,418
23.02.2011 00:00:00; 0,398
24.02.2011 00:00:00; 0,379
25.02.2011 00:00:00; 0,359
26.02.2011 00:00:00; 0,349
27.02.2011 00:00:00; 0,336
28.02.2011 00:00:00; 0,327
01.03.2011 00:00:00; 0,319
02.03.2011 00:00:00; 0,311
03.03.2011 00:00:00; 0,303
04.03.2011 00:00:00; 0,304
05.03.2011 00:00:00; 0,309
06.03.2011 00:00:00; 0,316
07.03.2011 00:00:00; 0,312
08.03.2011 00:00:00; 0,295
09.03.2011 00:00:00; 0,287
10.03.2011 00:00:00; 0,284
11.03.2011 00:00:00; 0,280
12.03.2011 00:00:00; 0,276
13.03.2011 00:00:00; 0,302
14.03.2011 00:00:00; 0,324
15.03.2011 00:00:00; 0,430
16.03.2011 00:00:00; 0,595
17.03.2011 00:00:00; 0,990
18.03.2011 00:00:00;  1,58
19.03.2011 00:00:00;  1,51
20.03.2011 00:00:00;  1,16
21.03.2011 00:00:00; 0,858
22.03.2011 00:00:00; 0,667
23.03.2011 00:00:00; 0,631
24.03.2011 00:00:00; 0,708
25.03.2011 00:00:00; 0,936
26.03.2011 00:00:00;  1,17
27.03.2011 00:00:00;  1,37
28.03.2011 00:00:00;  1,43
29.03.2011 00:00:00;  1,32
30.03.2011 00:00:00;  1,16
31.03.2011 00:00:00;  1,08
01.04.2011 00:00:00;  1,13
02.04.2011 00:00:00;  1,56
03.04.2011 00:00:00;  1,61
04.04.2011 00:00:00;  1,52
05.04.2011 00:00:00;  1,51
06.04.2011 00:00:00;  1,21
07.04.2011 00:00:00;  1,19
08.04.2011 00:00:00;  1,47
09.04.2011 00:00:00;  1,32
10.04.2011 00:00:00;  1,05
11.04.2011 00:00:00; 0,730
12.04.2011 00:00:00; 0,644
13.04.2011 00:00:00; 0,670
14.04.2011 00:00:00; 0,664
15.04.2011 00:00:00; 0,593
16.04.2011 00:00:00; 0,545
17.04.2011 00:00:00; 0,347
18.04.2011 00:00:00; 0,191
19.04.2011 00:00:00; 0,415
20.04.2011 00:00:00; 0,671
21.04.2011 00:00:00; 0,738
22.04.2011 00:00:00; 0,700
23.04.2011 00:00:00; 0,619
24.04.2011 00:00:00; 0,537
25.04.2011 00:00:00; 0,489
26.04.2011 00:00:00; 0,435
27.04.2011 00:00:00; 0,389
28.04.2011 00:00:00; 0,367
29.04.2011 00:00:00; 0,341
30.04.2011 00:00:00; 0,359
01.05.2011 00:00:00; 0,379
02.05.2011 00:00:00; 0,360
03.05.2011 00:00:00; 0,342
04.05.2011 00:00:00; 0,321
05.05.2011 00:00:00; 0,287
06.05.2011 00:00:00; 0,264
07.05.2011 00:00:00; 0,254
08.05.2011 00:00:00; 0,253
09.05.2011 00:00:00; 0,246
10.05.2011 00:00:00; 0,238
11.05.2011 00:00:00; 0,223
12.05.2011 00:00:00; 0,226
13.05.2011 00:00:00; 0,247
14.05.2011 00:00:00; 0,235
15.05.2011 00:00:00; 0,467
16.05.2011 00:00:00; 0,826
17.05.2011 00:00:00; 0,622
18.05.2011 00:00:00; 0,441
19.05.2011 00:00:00; 0,356
20.05.2011 00:00:00; 0,326
21.05.2011 00:00:00; 0,292
22.05.2011 00:00:00; 0,270
23.05.2011 00:00:00; 0,290
24.05.2011 00:00:00; 0,266
25.05.2011 00:00:00; 0,260
26.05.2011 00:00:00; 0,253
27.05.2011 00:00:00; 0,320
28.05.2011 00:00:00; 0,775
29.05.2011 00:00:00; 0,878
30.05.2011 00:00:00; 0,554
31.05.2011 00:00:00; 0,395
01.06.2011 00:00:00; 0,316
02.06.2011 00:00:00; 0,283
03.06.2011 00:00:00; 0,319
04.06.2011 00:00:00; 0,374
05.06.2011 00:00:00; 0,339
06.06.2011 00:00:00; 0,288
07.06.2011 00:00:00; 0,254
08.06.2011 00:00:00; 0,275
09.06.2011 00:00:00; 0,924
10.06.2011 00:00:00; 0,881
11.06.2011 00:00:00; 0,599
12.06.2011 00:00:00; 0,413
13.06.2011 00:00:00; 0,315
14.06.2011 00:00:00; 0,268
15.06.2011 00:00:00; 0,233
16.06.2011 00:00:00; 0,265
17.06.2011 00:00:00; 0,275
18.06.2011 00:00:00; 0,258
19.06.2011 00:00:00; 0,669
20.06.2011 00:00:00; 0,625
21.06.2011 00:00:00; 0,493
22.06.2011 00:00:00; 0,393
23.06.2011 00:00:00; 0,390
24.06.2011 00:00:00; 0,603
25.06.2011 00:00:00; 0,572
26.06.2011 00:00:00; 0,487
27.06.2011 00:00:00; 0,503
28.06.2011 00:00:00; 0,419
29.06.2011 00:00:00; 0,351
30.06.2011 00:00:00; 0,303
01.07.2011 00:00:00; 0,275
02.07.2011 00:00:00; 0,348
03.07.2011 00:00:00; 0,366
04.07.2011 00:00:00; 0,424
05.07.2011 00:00:00; 0,881
06.07.2011 00:00:00;  1,38
07.07.2011 00:00:00; 0,930
08.07.2011 00:00:00; 0,678
09.07.2011 00:00:00; 0,498
10.07.2011 00:00:00; 0,407
11.07.2011 00:00:00; 0,356
12.07.2011 00:00:00; 0,306
13.07.2011 00:00:00; 0,262
14.07.2011 00:00:00; 0,256
15.07.2011 00:00:00; 0,265
16.07.2011 00:00:00; 0,254
17.07.2011 00:00:00; 0,230
18.07.2011 00:00:00; 0,251
19.07.2011 00:00:00; 0,231
20.07.2011 00:00:00; 0,231
21.07.2011 00:00:00; 0,931
22.07.2011 00:00:00;  1,67
23.07.2011 00:00:00;  1,17
24.07.2011 00:00:00;  1,56
25.07.2011 00:00:00;  2,76
26.07.2011 00:00:00;  1,93
27.07.2011 00:00:00; 0,879
28.07.2011 00:00:00; 0,432
29.07.2011 00:00:00; 0,681
30.07.2011 00:00:00; 0,673
31.07.2011 00:00:00; 0,699
01.08.2011 00:00:00; 0,734
02.08.2011 00:00:00; 0,659
03.08.2011 00:00:00; 0,524
04.08.2011 00:00:00;  1,32
05.08.2011 00:00:00;  1,45
06.08.2011 00:00:00; 0,930
07.08.2011 00:00:00; 0,709
08.08.2011 00:00:00; 0,778
09.08.2011 00:00:00; 0,902
10.08.2011 00:00:00; 0,725
11.08.2011 00:00:00; 0,567
12.08.2011 00:00:00; 0,481
13.08.2011 00:00:00; 0,470
14.08.2011 00:00:00; 0,414
15.08.2011 00:00:00; 0,404
16.08.2011 00:00:00; 0,511
17.08.2011 00:00:00; 0,457
18.08.2011 00:00:00; 0,390
19.08.2011 00:00:00; 0,368
20.08.2011 00:00:00; 0,360
21.08.2011 00:00:00; 0,322
22.08.2011 00:00:00; 0,319
23.08.2011 00:00:00; 0,284
24.08.2011 00:00:00; 0,281
25.08.2011 00:00:00; 0,282
26.08.2011 00:00:00; 0,267
27.08.2011 00:00:00; 0,270
28.08.2011 00:00:00; 0,289
29.08.2011 00:00:00; 0,278
30.08.2011 00:00:00; 0,255
31.08.2011 00:00:00; 0,254
01.09.2011 00:00:00; 0,256
02.09.2011 00:00:00; 0,256
03.09.2011 00:00:00; 0,251
04.09.2011 00:00:00; 0,228
05.09.2011 00:00:00; 0,221
06.09.2011 00:00:00; 0,250
07.09.2011 00:00:00; 0,228
08.09.2011 00:00:00; 0,223
09.09.2011 00:00:00; 0,324
10.09.2011 00:00:00; 0,479
11.09.2011 00:00:00; 0,358
12.09.2011 00:00:00; 0,286
13.09.2011 00:00:00; 0,249
14.09.2011 00:00:00; 0,245
15.09.2011 00:00:00; 0,225
16.09.2011 00:00:00; 0,209
17.09.2011 00:00:00; 0,204
18.09.2011 00:00:00; 0,193
19.09.2011 00:00:00; 0,513
20.09.2011 00:00:00;  1,59
21.09.2011 00:00:00;  1,58
22.09.2011 00:00:00; 0,937
23.09.2011 00:00:00; 0,586
24.09.2011 00:00:00; 0,405
25.09.2011 00:00:00; 0,325
26.09.2011 00:00:00; 0,282
27.09.2011 00:00:00; 0,257
28.09.2011 00:00:00; 0,226
29.09.2011 00:00:00; 0,223
30.09.2011 00:00:00; 0,203
01.10.2011 00:00:00; 0,185
02.10.2011 00:00:00; 0,183
03.10.2011 00:00:00; 0,180
04.10.2011 00:00:00; 0,177
05.10.2011 00:00:00; 0,175
06.10.2011 00:00:00; 0,169
07.10.2011 00:00:00; 0,269
08.10.2011 00:00:00; 0,466
09.10.2011 00:00:00; 0,542
10.10.2011 00:00:00;  1,06
11.10.2011 00:00:00;  4,04
12.10.2011 00:00:00;  3,42
13.10.2011 00:00:00;  3,76
14.10.2011 00:00:00;  2,82
15.10.2011 00:00:00;  1,81
16.10.2011 00:00:00;  1,29
17.10.2011 00:00:00; 0,925
18.10.2011 00:00:00; 0,459
19.10.2011 00:00:00; 0,410
20.10.2011 00:00:00; 0,402
21.10.2011 00:00:00; 0,371
22.10.2011 00:00:00; 0,350
23.10.2011 00:00:00; 0,329
24.10.2011 00:00:00; 0,316
25.10.2011 00:00:00; 0,296
26.10.2011 00:00:00; 0,291
27.10.2011 00:00:00; 0,329
28.10.2011 00:00:00; 0,362
29.10.2011 00:00:00; 0,345
30.10.2011 00:00:00; 0,305
31.10.2011 00:00:00; 0,423
01.11.2011 00:00:00; 0,360
02.11.2011 00:00:00; 0,297
03.11.2011 00:00:00; 0,249
04.11.2011 00:00:00; 0,221
05.11.2011 00:00:00; 0,211
06.11.2011 00:00:00; 0,201
07.11.2011 00:00:00; 0,192
08.11.2011 00:00:00; 0,182
09.11.2011 00:00:00; 0,174
10.11.2011 00:00:00; 0,171
11.11.2011 00:00:00; 0,169
12.11.2011 00:00:00; 0,167
13.11.2011 00:00:00; 0,165
14.11.2011 00:00:00; 0,162
15.11.2011 00:00:00; 0,160
16.11.2011 00:00:00; 0,158
17.11.2011 00:00:00; 0,156
18.11.2011 00:00:00; 0,153
19.11.2011 00:00:00; 0,151
20.11.2011 00:00:00; 0,149
21.11.2011 00:00:00; 0,147
22.11.2011 00:00:00; 0,145
23.11.2011 00:00:00; 0,142
24.11.2011 00:00:00; 0,140
25.11.2011 00:00:00; 0,138
26.11.2011 00:00:00; 0,136
27.11.2011 00:00:00; 0,133
28.11.2011 00:00:00; 0,131
29.11.2011 00:00:00; 0,129
30.11.2011 00:00:00; 0,127
01.12.2011 00:00:00; 0,125
02.12.2011 00:00:00; 0,123
03.12.2011 00:00:00; 0,124
04.12.2011 00:00:00; 0,125
05.12.2011 00:00:00; 0,136
06.12.2011 00:00:00; 0,127
07.12.2011 00:00:00; 0,137
08.12.2011 00:00:00; 0,175
09.12.2011 00:00:00; 0,133
10.12.2011 00:00:00; 0,130
11.12.2011 00:00:00; 0,131
12.12.2011 00:00:00; 0,129
13.12.2011 00:00:00; 0,132
14.12.2011 00:00:00; 0,132
15.12.2011 00:00:00; 0,132
16.12.2011 00:00:00; 0,135
17.12.2011 00:00:00; 0,155
18.12.2011 00:00:00; 0,156
19.12.2011 00:00:00; 0,151
20.12.2011 00:00:00; 0,140
21.12.2011 00:00:00; 0,153
22.12.2011 00:00:00; 0,171
23.12.2011 00:00:00; 0,183
24.12.2011 00:00:00; 0,231
25.12.2011 00:00:00; 0,257
26.12.2011 00:00:00; 0,241
27.12.2011 00:00:00; 0,218
28.12.2011 00:00:00; 0,217
29.12.2011 00:00:00; 0,216
30.12.2011 00:00:00; 0,218
31.12.2011 00:00:00; 0,235
01.01.2012 00:00:00; 0,292
02.01.2012 00:00:00; 0,748
03.01.2012 00:00:00; 0,976
04.01.2012 00:00:00; 0,905
05.01.2012 00:00:00; 0,836
06.01.2012 00:00:00; 0,687
07.01.2012 00:00:00; 0,456
08.01.2012 00:00:00; 0,534
09.01.2012 00:00:00; 0,497
10.01.2012 00:00:00; 0,448
11.01.2012 00:00:00; 0,380
12.01.2012 00:00:00; 0,316
13.01.2012 00:00:00; 0,286
14.01.2012 00:00:00; 0,149
15.01.2012 00:00:00; 0,196
16.01.2012 00:00:00; 0,363
17.01.2012 00:00:00; 0,318
18.01.2012 00:00:00; 0,269
19.01.2012 00:00:00; 0,497
20.01.2012 00:00:00;  1,99
21.01.2012 00:00:00;  1,81
22.01.2012 00:00:00;  1,82
23.01.2012 00:00:00;  1,49
24.01.2012 00:00:00;  1,20
25.01.2012 00:00:00; 0,999
26.01.2012 00:00:00; 0,808
27.01.2012 00:00:00; 0,678
28.01.2012 00:00:00; 0,606
29.01.2012 00:00:00; 0,547
30.01.2012 00:00:00; 0,501
31.01.2012 00:00:00; 0,458
01.02.2012 00:00:00; 0,429
02.02.2012 00:00:00; 0,398
03.02.2012 00:00:00; 0,350
04.02.2012 00:00:00; 0,343
05.02.2012 00:00:00; 0,330
06.02.2012 00:00:00; 0,312
07.02.2012 00:00:00; 0,328
08.02.2012 00:00:00; 0,292
09.02.2012 00:00:00; 0,282
10.02.2012 00:00:00; 0,276
11.02.2012 00:00:00; 0,244
12.02.2012 00:00:00; 0,230
13.02.2012 00:00:00; 0,228
14.02.2012 00:00:00; 0,240
15.02.2012 00:00:00; 0,260
16.02.2012 00:00:00; 0,272
17.02.2012 00:00:00; 0,301
18.02.2012 00:00:00; 0,310
19.02.2012 00:00:00; 0,281
20.02.2012 00:00:00; 0,278
21.02.2012 00:00:00; 0,255
22.02.2012 00:00:00; 0,253
23.02.2012 00:00:00; 0,251
24.02.2012 00:00:00; 0,320
25.02.2012 00:00:00; 0,880
26.02.2012 00:00:00;  1,20
27.02.2012 00:00:00;  1,08
28.02.2012 00:00:00; 0,966
29.02.2012 00:00:00;  1,25
01.03.2012 00:00:00;  1,76
02.03.2012 00:00:00;  2,11
03.03.2012 00:00:00;  2,18
04.03.2012 00:00:00;  1,84
05.03.2012 00:00:00;  1,51
06.03.2012 00:00:00;  1,30
07.03.2012 00:00:00;  1,13
08.03.2012 00:00:00; 0,995
09.03.2012 00:00:00; 0,894
10.03.2012 00:00:00; 0,790
11.03.2012 00:00:00; 0,735
12.03.2012 00:00:00; 0,939
13.03.2012 00:00:00;  1,24
14.03.2012 00:00:00;  1,47
15.03.2012 00:00:00;  1,56
16.03.2012 00:00:00;  1,62
17.03.2012 00:00:00;  1,89
18.03.2012 00:00:00;  2,29
19.03.2012 00:00:00;  2,50
20.03.2012 00:00:00;  2,28
21.03.2012 00:00:00;  2,14
22.03.2012 00:00:00;  2,27
23.03.2012 00:00:00;  2,57
24.03.2012 00:00:00;  2,78
25.03.2012 00:00:00;  2,75
26.03.2012 00:00:00;  2,78
27.03.2012 00:00:00;  2,64
28.03.2012 00:00:00;  2,57
29.03.2012 00:00:00;  3,01
30.03.2012 00:00:00;  3,80
31.03.2012 00:00:00;  3,52
01.04.2012 00:00:00;  3,04
02.04.2012 00:00:00;  2,53
03.04.2012 00:00:00;  2,11
04.04.2012 00:00:00;  2,10
05.04.2012 00:00:00;  2,49
06.04.2012 00:00:00;  2,80
07.04.2012 00:00:00;  2,65
08.04.2012 00:00:00;  2,23
09.04.2012 00:00:00;  1,82
10.04.2012 00:00:00;  1,52
11.04.2012 00:00:00;  1,36
12.04.2012 00:00:00;  1,47
13.04.2012 00:00:00;  1,43
14.04.2012 00:00:00;  1,40
15.04.2012 00:00:00;  1,59
16.04.2012 00:00:00;  1,80
17.04.2012 00:00:00;  1,72
18.04.2012 00:00:00;  1,53
19.04.2012 00:00:00;  1,40
20.04.2012 00:00:00;  1,38
21.04.2012 00:00:00;  1,54
22.04.2012 00:00:00;  1,69
23.04.2012 00:00:00;  1,44
24.04.2012 00:00:00;  1,37
25.04.2012 00:00:00;  1,48
26.04.2012 00:00:00;  1,65
27.04.2012 00:00:00;  2,09
28.04.2012 00:00:00;  2,88
29.04.2012 00:00:00;  3,26
30.04.2012 00:00:00;  3,25
01.05.2012 00:00:00;  2,98
02.05.2012 00:00:00;  2,78
03.05.2012 00:00:00;  2,53
04.05.2012 00:00:00;  2,08
05.05.2012 00:00:00;  1,78
06.05.2012 00:00:00;  1,78
07.05.2012 00:00:00;  1,66
08.05.2012 00:00:00;  1,37
09.05.2012 00:00:00;  1,31
10.05.2012 00:00:00;  1,34
11.05.2012 00:00:00;  1,38
12.05.2012 00:00:00;  1,41
13.05.2012 00:00:00;  1,38
14.05.2012 00:00:00; 0,945
15.05.2012 00:00:00; 0,739
16.05.2012 00:00:00; 0,729
17.05.2012 00:00:00; 0,653
18.05.2012 00:00:00; 0,564
19.05.2012 00:00:00; 0,779
20.05.2012 00:00:00; 0,863
21.05.2012 00:00:00; 0,911
22.05.2012 00:00:00; 0,926
23.05.2012 00:00:00; 0,858
24.05.2012 00:00:00; 0,843
25.05.2012 00:00:00; 0,837
26.05.2012 00:00:00; 0,673
27.05.2012 00:00:00; 0,544
28.05.2012 00:00:00; 0,505
29.05.2012 00:00:00; 0,508
30.05.2012 00:00:00; 0,510
31.05.2012 00:00:00; 0,470
01.06.2012 00:00:00; 0,621
02.06.2012 00:00:00; 0,829
03.06.2012 00:00:00; 0,756
04.06.2012 00:00:00; 0,757
05.06.2012 00:00:00; 0,990
06.06.2012 00:00:00; 0,852
07.06.2012 00:00:00; 0,670
08.06.2012 00:00:00; 0,528
09.06.2012 00:00:00; 0,467
10.06.2012 00:00:00; 0,449
11.06.2012 00:00:00; 0,470
12.06.2012 00:00:00; 0,592
13.06.2012 00:00:00;  1,14
14.06.2012 00:00:00;  1,35
15.06.2012 00:00:00; 0,891
16.06.2012 00:00:00; 0,637
17.06.2012 00:00:00; 0,489
18.06.2012 00:00:00; 0,400
19.06.2012 00:00:00; 0,362
20.06.2012 00:00:00; 0,387
21.06.2012 00:00:00; 0,500
22.06.2012 00:00:00; 0,488
23.06.2012 00:00:00;  1,43
24.06.2012 00:00:00;  1,83
25.06.2012 00:00:00;  1,12
26.06.2012 00:00:00; 0,744
27.06.2012 00:00:00; 0,674
28.06.2012 00:00:00; 0,548
29.06.2012 00:00:00; 0,453
30.06.2012 00:00:00; 0,393
01.07.2012 00:00:00; 0,359
02.07.2012 00:00:00; 0,332
03.07.2012 00:00:00; 0,308
04.07.2012 00:00:00; 0,339
05.07.2012 00:00:00; 0,308
06.07.2012 00:00:00; 0,283
07.07.2012 00:00:00; 0,261
08.07.2012 00:00:00; 0,350
09.07.2012 00:00:00; 0,537
10.07.2012 00:00:00; 0,555
11.07.2012 00:00:00; 0,496
12.07.2012 00:00:00; 0,479
13.07.2012 00:00:00; 0,603
14.07.2012 00:00:00; 0,797
15.07.2012 00:00:00;  1,36
16.07.2012 00:00:00;  1,32
17.07.2012 00:00:00; 0,896
18.07.2012 00:00:00; 0,653
19.07.2012 00:00:00; 0,519
20.07.2012 00:00:00; 0,503
21.07.2012 00:00:00;  2,80
22.07.2012 00:00:00;  2,81
23.07.2012 00:00:00;  1,75
24.07.2012 00:00:00; 0,883
25.07.2012 00:00:00; 0,855
26.07.2012 00:00:00;  1,08
27.07.2012 00:00:00;  1,33
28.07.2012 00:00:00;  1,08
29.07.2012 00:00:00; 0,914
30.07.2012 00:00:00; 0,756
31.07.2012 00:00:00; 0,673
01.08.2012 00:00:00; 0,585
02.08.2012 00:00:00; 0,552
03.08.2012 00:00:00; 0,592
04.08.2012 00:00:00; 0,552
05.08.2012 00:00:00; 0,822
06.08.2012 00:00:00; 0,717
07.08.2012 00:00:00; 0,555
08.08.2012 00:00:00; 0,489
09.08.2012 00:00:00; 0,469
10.08.2012 00:00:00; 0,426
11.08.2012 00:00:00; 0,438
12.08.2012 00:00:00; 0,425
13.08.2012 00:00:00; 0,386
14.08.2012 00:00:00; 0,386
15.08.2012 00:00:00; 0,379
16.08.2012 00:00:00; 0,357
17.08.2012 00:00:00; 0,340
18.08.2012 00:00:00; 0,338
19.08.2012 00:00:00; 0,337
20.08.2012 00:00:00; 0,329
21.08.2012 00:00:00; 0,316
22.08.2012 00:00:00; 0,296
23.08.2012 00:00:00; 0,315
24.08.2012 00:00:00; 0,307
25.08.2012 00:00:00; 0,292
26.08.2012 00:00:00; 0,330
27.08.2012 00:00:00; 0,316
28.08.2012 00:00:00; 0,280
29.08.2012 00:00:00; 0,270
30.08.2012 00:00:00; 0,262
31.08.2012 00:00:00; 0,344
01.09.2012 00:00:00; 0,406
02.09.2012 00:00:00; 0,358
03.09.2012 00:00:00; 0,305
04.09.2012 00:00:00; 0,287
05.09.2012 00:00:00; 0,271
06.09.2012 00:00:00; 0,429
07.09.2012 00:00:00; 0,378
08.09.2012 00:00:00; 0,328
09.09.2012 00:00:00; 0,289
10.09.2012 00:00:00; 0,268
11.09.2012 00:00:00; 0,259
12.09.2012 00:00:00; 0,363
13.09.2012 00:00:00;  1,58
14.09.2012 00:00:00;  1,99
15.09.2012 00:00:00;  1,14
16.09.2012 00:00:00; 0,747
17.09.2012 00:00:00; 0,528
18.09.2012 00:00:00; 0,435
19.09.2012 00:00:00; 0,432
20.09.2012 00:00:00; 0,514
21.09.2012 00:00:00; 0,452
22.09.2012 00:00:00; 0,393
23.09.2012 00:00:00; 0,386
24.09.2012 00:00:00; 0,361
25.09.2012 00:00:00; 0,391
26.09.2012 00:00:00; 0,390
27.09.2012 00:00:00; 0,384
28.09.2012 00:00:00; 0,364
29.09.2012 00:00:00; 0,339
30.09.2012 00:00:00; 0,337
01.10.2012 00:00:00; 0,315
02.10.2012 00:00:00; 0,296
03.10.2012 00:00:00; 0,292
04.10.2012 00:00:00; 0,292
05.10.2012 00:00:00; 0,280
06.10.2012 00:00:00; 0,288
07.10.2012 00:00:00; 0,332
08.10.2012 00:00:00; 0,342
09.10.2012 00:00:00; 0,337
10.10.2012 00:00:00; 0,413
11.10.2012 00:00:00; 0,410
12.10.2012 00:00:00; 0,367
13.10.2012 00:00:00; 0,520
14.10.2012 00:00:00; 0,544
15.10.2012 00:00:00; 0,442
16.10.2012 00:00:00; 0,519
17.10.2012 00:00:00; 0,484
18.10.2012 00:00:00; 0,558
19.10.2012 00:00:00; 0,496
20.10.2012 00:00:00; 0,431
21.10.2012 00:00:00; 0,388
22.10.2012 00:00:00; 0,353
23.10.2012 00:00:00; 0,333
24.10.2012 00:00:00; 0,298
25.10.2012 00:00:00; 0,291
26.10.2012 00:00:00; 0,288
27.10.2012 00:00:00; 0,297
28.10.2012 00:00:00; 0,304
29.10.2012 00:00:00; 0,328
30.10.2012 00:00:00; 0,290
31.10.2012 00:00:00; 0,289
01.11.2012 00:00:00; 0,368
02.11.2012 00:00:00; 0,502
03.11.2012 00:00:00; 0,451
04.11.2012 00:00:00; 0,390
05.11.2012 00:00:00; 0,808
06.11.2012 00:00:00; 0,861
07.11.2012 00:00:00; 0,677
08.11.2012 00:00:00; 0,564
09.11.2012 00:00:00; 0,588
