Messstelle:                ;Lochau
06.04.2008 00:00:00; 0,358
07.04.2008 00:00:00; 0,258
08.04.2008 00:00:00; 0,141
09.04.2008 00:00:00; 0,169
10.04.2008 00:00:00; 0,174
11.04.2008 00:00:00; 0,182
12.04.2008 00:00:00; 0,293
13.04.2008 00:00:00; 0,164
14.04.2008 00:00:00; 0,116
15.04.2008 00:00:00; 0,767
16.04.2008 00:00:00; 0,708
17.04.2008 00:00:00; 0,429
18.04.2008 00:00:00; 0,361
19.04.2008 00:00:00; 0,284
20.04.2008 00:00:00; 0,191
21.04.2008 00:00:00; 0,217
22.04.2008 00:00:00;  2,87
23.04.2008 00:00:00;  1,78
24.04.2008 00:00:00; 0,578
25.04.2008 00:00:00; 0,335
26.04.2008 00:00:00; 0,228
27.04.2008 00:00:00; 0,185
28.04.2008 00:00:00; 0,173
29.04.2008 00:00:00; 0,411
30.04.2008 00:00:00; 0,223
01.05.2008 00:00:00; 0,175
02.05.2008 00:00:00; 0,128
03.05.2008 00:00:00; 0,091
04.05.2008 00:00:00; 0,068
05.05.2008 00:00:00; 0,061
06.05.2008 00:00:00; 0,065
07.05.2008 00:00:00; 0,065
08.05.2008 00:00:00; 0,039
09.05.2008 00:00:00; 0,035
10.05.2008 00:00:00; 0,036
11.05.2008 00:00:00; 0,030
12.05.2008 00:00:00; 0,033
13.05.2008 00:00:00; 0,036
14.05.2008 00:00:00; 0,041
15.05.2008 00:00:00; 0,046
16.05.2008 00:00:00; 0,046
17.05.2008 00:00:00; 0,047
18.05.2008 00:00:00; 0,108
19.05.2008 00:00:00; 0,051
20.05.2008 00:00:00; 0,031
21.05.2008 00:00:00; 0,020
22.05.2008 00:00:00; 0,024
23.05.2008 00:00:00; 0,023
24.05.2008 00:00:00; 0,019
25.05.2008 00:00:00; 0,018
26.05.2008 00:00:00; 0,012
27.05.2008 00:00:00; 0,011
28.05.2008 00:00:00; 0,011
29.05.2008 00:00:00; 0,013
30.05.2008 00:00:00; 0,021
31.05.2008 00:00:00; 0,021
01.06.2008 00:00:00; 0,026
02.06.2008 00:00:00; 0,248
03.06.2008 00:00:00; 0,077
04.06.2008 00:00:00; 0,278
05.06.2008 00:00:00; 0,297
06.06.2008 00:00:00; 0,207
07.06.2008 00:00:00; 0,112
08.06.2008 00:00:00; 0,076
09.06.2008 00:00:00; 0,166
10.06.2008 00:00:00; 0,162
11.06.2008 00:00:00; 0,124
12.06.2008 00:00:00; 0,146
13.06.2008 00:00:00; 0,532
14.06.2008 00:00:00; 0,150
15.06.2008 00:00:00; 0,092
16.06.2008 00:00:00; 0,088
17.06.2008 00:00:00; 0,073
18.06.2008 00:00:00; 0,090
19.06.2008 00:00:00; 0,049
20.06.2008 00:00:00; 0,033
21.06.2008 00:00:00; 0,021
22.06.2008 00:00:00; 0,016
23.06.2008 00:00:00; 0,033
24.06.2008 00:00:00; 0,031
25.06.2008 00:00:00; 0,030
26.06.2008 00:00:00; 0,039
27.06.2008 00:00:00; 0,028
28.06.2008 00:00:00; 0,023
29.06.2008 00:00:00; 0,024
30.06.2008 00:00:00; 0,029
01.07.2008 00:00:00; 0,017
02.07.2008 00:00:00; 0,013
03.07.2008 00:00:00; 0,086
04.07.2008 00:00:00; 0,138
05.07.2008 00:00:00; 0,018
06.07.2008 00:00:00; 0,035
07.07.2008 00:00:00; 0,205
08.07.2008 00:00:00; 0,032
09.07.2008 00:00:00; 0,011
10.07.2008 00:00:00; 0,007
11.07.2008 00:00:00; 0,032
12.07.2008 00:00:00; 0,158
13.07.2008 00:00:00;  1,25
14.07.2008 00:00:00;  1,41
15.07.2008 00:00:00; 0,318
16.07.2008 00:00:00; 0,099
17.07.2008 00:00:00; 0,229
18.07.2008 00:00:00; 0,117
19.07.2008 00:00:00; 0,077
20.07.2008 00:00:00; 0,290
21.07.2008 00:00:00; 0,113
22.07.2008 00:00:00; 0,065
23.07.2008 00:00:00; 0,050
24.07.2008 00:00:00; 0,029
25.07.2008 00:00:00; 0,025
26.07.2008 00:00:00; 0,021
27.07.2008 00:00:00; 0,021
28.07.2008 00:00:00; 0,015
29.07.2008 00:00:00; 0,010
30.07.2008 00:00:00; 0,008
31.07.2008 00:00:00; 0,003
01.08.2008 00:00:00; 0,011
02.08.2008 00:00:00; 0,008
03.08.2008 00:00:00; 0,004
04.08.2008 00:00:00; 0,002
05.08.2008 00:00:00; 0,027
06.08.2008 00:00:00; 0,004
07.08.2008 00:00:00; 0,020
08.08.2008 00:00:00; 0,082
09.08.2008 00:00:00; 0,014
10.08.2008 00:00:00; 0,009
11.08.2008 00:00:00; 0,012
12.08.2008 00:00:00; 0,055
13.08.2008 00:00:00; 0,121
14.08.2008 00:00:00; 0,033
15.08.2008 00:00:00; 0,992
16.08.2008 00:00:00; 0,457
17.08.2008 00:00:00; 0,132
18.08.2008 00:00:00; 0,079
19.08.2008 00:00:00; 0,329
20.08.2008 00:00:00; 0,388
21.08.2008 00:00:00; 0,165
22.08.2008 00:00:00; 0,181
23.08.2008 00:00:00; 0,286
24.08.2008 00:00:00; 0,286
25.08.2008 00:00:00; 0,100
26.08.2008 00:00:00; 0,065
27.08.2008 00:00:00; 0,045
28.08.2008 00:00:00; 0,034
29.08.2008 00:00:00; 0,025
30.08.2008 00:00:00; 0,018
31.08.2008 00:00:00; 0,016
01.09.2008 00:00:00; 0,019
02.09.2008 00:00:00; 0,021
03.09.2008 00:00:00; 0,113
04.09.2008 00:00:00; 0,117
05.09.2008 00:00:00; 0,071
06.09.2008 00:00:00; 0,099
07.09.2008 00:00:00;  1,50
08.09.2008 00:00:00; 0,415
09.09.2008 00:00:00; 0,205
10.09.2008 00:00:00; 0,180
11.09.2008 00:00:00; 0,164
12.09.2008 00:00:00; 0,159
13.09.2008 00:00:00; 0,269
14.09.2008 00:00:00; 0,218
15.09.2008 00:00:00; 0,150
16.09.2008 00:00:00; 0,104
17.09.2008 00:00:00; 0,079
18.09.2008 00:00:00; 0,079
19.09.2008 00:00:00; 0,096
20.09.2008 00:00:00; 0,070
21.09.2008 00:00:00; 0,056
22.09.2008 00:00:00; 0,055
23.09.2008 00:00:00; 0,060
24.09.2008 00:00:00; 0,054
25.09.2008 00:00:00; 0,064
26.09.2008 00:00:00; 0,059
27.09.2008 00:00:00; 0,057
28.09.2008 00:00:00; 0,050
29.09.2008 00:00:00; 0,052
30.09.2008 00:00:00; 0,072
01.10.2008 00:00:00; 0,079
02.10.2008 00:00:00; 0,074
03.10.2008 00:00:00; 0,098
04.10.2008 00:00:00; 0,238
05.10.2008 00:00:00; 0,124
06.10.2008 00:00:00; 0,137
07.10.2008 00:00:00; 0,492
08.10.2008 00:00:00; 0,178
09.10.2008 00:00:00; 0,136
10.10.2008 00:00:00; 0,118
11.10.2008 00:00:00; 0,108
12.10.2008 00:00:00; 0,087
13.10.2008 00:00:00; 0,103
14.10.2008 00:00:00; 0,119
15.10.2008 00:00:00; 0,119
16.10.2008 00:00:00; 0,760
17.10.2008 00:00:00; 0,904
18.10.2008 00:00:00; 0,206
19.10.2008 00:00:00; 0,152
20.10.2008 00:00:00; 0,124
21.10.2008 00:00:00; 0,127
22.10.2008 00:00:00; 0,074
23.10.2008 00:00:00; 0,058
24.10.2008 00:00:00; 0,059
25.10.2008 00:00:00; 0,041
26.10.2008 00:00:00; 0,052
27.10.2008 00:00:00; 0,061
28.10.2008 00:00:00; 0,182
29.10.2008 00:00:00; 0,154
30.10.2008 00:00:00; 0,220
31.10.2008 00:00:00; 0,155
01.11.2008 00:00:00; 0,186
02.11.2008 00:00:00; 0,128
03.11.2008 00:00:00; 0,105
04.11.2008 00:00:00; 0,107
05.11.2008 00:00:00; 0,067
06.11.2008 00:00:00; 0,067
07.11.2008 00:00:00; 0,069
08.11.2008 00:00:00; 0,058
09.11.2008 00:00:00; 0,056
10.11.2008 00:00:00; 0,063
11.11.2008 00:00:00; 0,063
12.11.2008 00:00:00; 0,283
13.11.2008 00:00:00; 0,133
14.11.2008 00:00:00; 0,086
15.11.2008 00:00:00; 0,065
16.11.2008 00:00:00; 0,068
17.11.2008 00:00:00; 0,193
18.11.2008 00:00:00; 0,088
19.11.2008 00:00:00; 0,070
20.11.2008 00:00:00; 0,051
21.11.2008 00:00:00; 0,145
22.11.2008 00:00:00; 0,108
23.11.2008 00:00:00; 0,095
24.11.2008 00:00:00; 0,089
25.11.2008 00:00:00; 0,082
26.11.2008 00:00:00; 0,076
27.11.2008 00:00:00; 0,075
28.11.2008 00:00:00; 0,067
29.11.2008 00:00:00; 0,066
30.11.2008 00:00:00; 0,082
01.12.2008 00:00:00; 0,210
02.12.2008 00:00:00; 0,238
03.12.2008 00:00:00; 0,147
04.12.2008 00:00:00; 0,134
05.12.2008 00:00:00; 0,155
06.12.2008 00:00:00; 0,215
07.12.2008 00:00:00; 0,294
08.12.2008 00:00:00; 0,171
09.12.2008 00:00:00; 0,123
10.12.2008 00:00:00; 0,139
11.12.2008 00:00:00; 0,121
12.12.2008 00:00:00; 0,110
13.12.2008 00:00:00; 0,109
14.12.2008 00:00:00; 0,123
15.12.2008 00:00:00; 0,180
16.12.2008 00:00:00; 0,162
17.12.2008 00:00:00; 0,127
18.12.2008 00:00:00; 0,096
19.12.2008 00:00:00; 0,129
20.12.2008 00:00:00; 0,678
21.12.2008 00:00:00;  3,75
22.12.2008 00:00:00;  1,13
23.12.2008 00:00:00; 0,536
24.12.2008 00:00:00; 0,283
25.12.2008 00:00:00; 0,197
26.12.2008 00:00:00; 0,130
27.12.2008 00:00:00; 0,153
28.12.2008 00:00:00; 0,164
29.12.2008 00:00:00; 0,149
30.12.2008 00:00:00; 0,127
31.12.2008 00:00:00; 0,118
01.01.2009 00:00:00; 0,082
02.01.2009 00:00:00; 0,079
03.01.2009 00:00:00; 0,078
04.01.2009 00:00:00; 0,075
05.01.2009 00:00:00; 0,073
06.01.2009 00:00:00; 0,072
07.01.2009 00:00:00; 0,071
08.01.2009 00:00:00; 0,070
09.01.2009 00:00:00; 0,069
10.01.2009 00:00:00; 0,067
11.01.2009 00:00:00; 0,065
12.01.2009 00:00:00; 0,063
13.01.2009 00:00:00; 0,061
14.01.2009 00:00:00; 0,061
15.01.2009 00:00:00; 0,061
16.01.2009 00:00:00; 0,060
17.01.2009 00:00:00; 0,060
18.01.2009 00:00:00; 0,062
19.01.2009 00:00:00; 0,107
20.01.2009 00:00:00; 0,509
21.01.2009 00:00:00; 0,215
22.01.2009 00:00:00; 0,137
23.01.2009 00:00:00; 0,319
24.01.2009 00:00:00; 0,319
25.01.2009 00:00:00; 0,139
26.01.2009 00:00:00; 0,108
27.01.2009 00:00:00; 0,092
28.01.2009 00:00:00; 0,083
29.01.2009 00:00:00; 0,077
30.01.2009 00:00:00; 0,074
31.01.2009 00:00:00; 0,070
01.02.2009 00:00:00; 0,066
02.02.2009 00:00:00; 0,067
03.02.2009 00:00:00; 0,074
04.02.2009 00:00:00; 0,073
05.02.2009 00:00:00; 0,072
06.02.2009 00:00:00; 0,073
07.02.2009 00:00:00; 0,074
08.02.2009 00:00:00; 0,076
09.02.2009 00:00:00; 0,061
10.02.2009 00:00:00; 0,369
11.02.2009 00:00:00; 0,205
12.02.2009 00:00:00; 0,095
13.02.2009 00:00:00; 0,066
14.02.2009 00:00:00; 0,063
15.02.2009 00:00:00; 0,061
16.02.2009 00:00:00; 0,061
17.02.2009 00:00:00; 0,062
18.02.2009 00:00:00; 0,067
19.02.2009 00:00:00; 0,061
20.02.2009 00:00:00; 0,055
21.02.2009 00:00:00; 0,052
22.02.2009 00:00:00; 0,063
23.02.2009 00:00:00; 0,235
24.02.2009 00:00:00; 0,186
25.02.2009 00:00:00; 0,108
26.02.2009 00:00:00; 0,092
27.02.2009 00:00:00; 0,153
28.02.2009 00:00:00; 0,225
01.03.2009 00:00:00; 0,311
02.03.2009 00:00:00; 0,525
03.03.2009 00:00:00; 0,799
04.03.2009 00:00:00; 0,443
05.03.2009 00:00:00; 0,347
06.03.2009 00:00:00; 0,287
07.03.2009 00:00:00; 0,211
08.03.2009 00:00:00; 0,152
09.03.2009 00:00:00; 0,410
10.03.2009 00:00:00; 0,225
11.03.2009 00:00:00; 0,225
12.03.2009 00:00:00; 0,177
13.03.2009 00:00:00; 0,372
14.03.2009 00:00:00; 0,499
15.03.2009 00:00:00; 0,849
16.03.2009 00:00:00; 0,619
17.03.2009 00:00:00; 0,500
18.03.2009 00:00:00; 0,464
19.03.2009 00:00:00; 0,327
20.03.2009 00:00:00; 0,212
21.03.2009 00:00:00; 0,172
22.03.2009 00:00:00; 0,172
23.03.2009 00:00:00; 0,224
24.03.2009 00:00:00; 0,412
25.03.2009 00:00:00; 0,221
26.03.2009 00:00:00; 0,244
27.03.2009 00:00:00;  1,09
28.03.2009 00:00:00; 0,865
29.03.2009 00:00:00; 0,735
30.03.2009 00:00:00; 0,559
31.03.2009 00:00:00; 0,563
01.04.2009 00:00:00; 0,636
02.04.2009 00:00:00; 0,752
03.04.2009 00:00:00;  1,02
04.04.2009 00:00:00;  1,01
05.04.2009 00:00:00; 0,951
06.04.2009 00:00:00; 0,839
07.04.2009 00:00:00; 0,745
08.04.2009 00:00:00; 0,606
09.04.2009 00:00:00; 0,575
10.04.2009 00:00:00; 0,544
11.04.2009 00:00:00; 0,452
12.04.2009 00:00:00; 0,385
13.04.2009 00:00:00; 0,346
14.04.2009 00:00:00; 0,304
15.04.2009 00:00:00; 0,278
16.04.2009 00:00:00; 0,288
17.04.2009 00:00:00; 0,218
18.04.2009 00:00:00; 0,174
19.04.2009 00:00:00; 0,157
20.04.2009 00:00:00; 0,167
21.04.2009 00:00:00; 0,168
22.04.2009 00:00:00; 0,165
23.04.2009 00:00:00; 0,152
24.04.2009 00:00:00; 0,136
25.04.2009 00:00:00; 0,130
26.04.2009 00:00:00; 0,116
27.04.2009 00:00:00; 0,103
28.04.2009 00:00:00; 0,099
29.04.2009 00:00:00; 0,124
30.04.2009 00:00:00; 0,120
01.05.2009 00:00:00; 0,090
02.05.2009 00:00:00; 0,160
03.05.2009 00:00:00; 0,101
04.05.2009 00:00:00; 0,739
05.05.2009 00:00:00; 0,198
06.05.2009 00:00:00; 0,133
07.05.2009 00:00:00; 0,108
08.05.2009 00:00:00; 0,098
09.05.2009 00:00:00; 0,101
10.05.2009 00:00:00; 0,075
11.05.2009 00:00:00; 0,054
12.05.2009 00:00:00; 0,044
13.05.2009 00:00:00; 0,044
14.05.2009 00:00:00; 0,050
15.05.2009 00:00:00; 0,049
16.05.2009 00:00:00; 0,057
17.05.2009 00:00:00; 0,058
18.05.2009 00:00:00; 0,183
19.05.2009 00:00:00; 0,065
20.05.2009 00:00:00; 0,040
21.05.2009 00:00:00; 0,027
22.05.2009 00:00:00; 0,026
23.05.2009 00:00:00; 0,011
24.05.2009 00:00:00; 0,007
25.05.2009 00:00:00; 0,008
26.05.2009 00:00:00; 0,217
27.05.2009 00:00:00; 0,722
28.05.2009 00:00:00; 0,118
29.05.2009 00:00:00; 0,069
30.05.2009 00:00:00; 0,041
31.05.2009 00:00:00; 0,033
01.06.2009 00:00:00; 0,026
02.06.2009 00:00:00; 0,021
03.06.2009 00:00:00; 0,020
04.06.2009 00:00:00; 0,015
05.06.2009 00:00:00; 0,015
06.06.2009 00:00:00; 0,216
07.06.2009 00:00:00; 0,392
08.06.2009 00:00:00; 0,266
09.06.2009 00:00:00; 0,074
10.06.2009 00:00:00; 0,056
11.06.2009 00:00:00; 0,070
12.06.2009 00:00:00; 0,034
13.06.2009 00:00:00; 0,023
14.06.2009 00:00:00; 0,020
15.06.2009 00:00:00; 0,284
16.06.2009 00:00:00; 0,881
17.06.2009 00:00:00; 0,227
18.06.2009 00:00:00; 0,125
19.06.2009 00:00:00;  1,44
20.06.2009 00:00:00; 0,823
21.06.2009 00:00:00; 0,515
22.06.2009 00:00:00;  1,30
23.06.2009 00:00:00;  1,93
24.06.2009 00:00:00; 0,702
25.06.2009 00:00:00; 0,336
26.06.2009 00:00:00; 0,215
27.06.2009 00:00:00; 0,817
28.06.2009 00:00:00; 0,643
29.06.2009 00:00:00; 0,280
30.06.2009 00:00:00; 0,186
01.07.2009 00:00:00; 0,140
02.07.2009 00:00:00; 0,117
03.07.2009 00:00:00; 0,090
04.07.2009 00:00:00; 0,071
05.07.2009 00:00:00; 0,066
06.07.2009 00:00:00; 0,162
07.07.2009 00:00:00; 0,089
08.07.2009 00:00:00; 0,126
09.07.2009 00:00:00; 0,122
10.07.2009 00:00:00; 0,063
11.07.2009 00:00:00; 0,043
12.07.2009 00:00:00; 0,036
13.07.2009 00:00:00; 0,042
14.07.2009 00:00:00; 0,055
15.07.2009 00:00:00; 0,055
16.07.2009 00:00:00; 0,050
17.07.2009 00:00:00; 0,530
18.07.2009 00:00:00;  1,96
19.07.2009 00:00:00; 0,453
20.07.2009 00:00:00; 0,166
21.07.2009 00:00:00; 0,092
22.07.2009 00:00:00; 0,056
23.07.2009 00:00:00; 0,203
24.07.2009 00:00:00; 0,389
25.07.2009 00:00:00; 0,530
26.07.2009 00:00:00; 0,185
27.07.2009 00:00:00; 0,155
28.07.2009 00:00:00; 0,770
29.07.2009 00:00:00; 0,195
30.07.2009 00:00:00; 0,095
31.07.2009 00:00:00; 0,062
01.08.2009 00:00:00; 0,053
02.08.2009 00:00:00; 0,060
03.08.2009 00:00:00; 0,120
04.08.2009 00:00:00; 0,118
05.08.2009 00:00:00; 0,045
06.08.2009 00:00:00; 0,041
07.08.2009 00:00:00; 0,039
08.08.2009 00:00:00; 0,094
09.08.2009 00:00:00; 0,294
10.08.2009 00:00:00; 0,402
11.08.2009 00:00:00; 0,263
12.08.2009 00:00:00; 0,111
13.08.2009 00:00:00; 0,072
14.08.2009 00:00:00; 0,056
15.08.2009 00:00:00; 0,051
16.08.2009 00:00:00; 0,048
17.08.2009 00:00:00; 0,042
18.08.2009 00:00:00; 0,050
19.08.2009 00:00:00; 0,034
20.08.2009 00:00:00; 0,028
21.08.2009 00:00:00; 0,027
22.08.2009 00:00:00; 0,041
23.08.2009 00:00:00; 0,045
24.08.2009 00:00:00; 0,040
25.08.2009 00:00:00; 0,097
26.08.2009 00:00:00; 0,053
27.08.2009 00:00:00; 0,037
28.08.2009 00:00:00; 0,042
29.08.2009 00:00:00; 0,054
30.08.2009 00:00:00; 0,035
31.08.2009 00:00:00; 0,029
01.09.2009 00:00:00; 0,030
02.09.2009 00:00:00; 0,057
03.09.2009 00:00:00; 0,096
04.09.2009 00:00:00; 0,074
05.09.2009 00:00:00; 0,079
06.09.2009 00:00:00; 0,045
07.09.2009 00:00:00; 0,033
08.09.2009 00:00:00; 0,026
09.09.2009 00:00:00; 0,021
10.09.2009 00:00:00; 0,016
11.09.2009 00:00:00; 0,019
12.09.2009 00:00:00; 0,022
13.09.2009 00:00:00; 0,025
14.09.2009 00:00:00; 0,022
15.09.2009 00:00:00; 0,010
16.09.2009 00:00:00; 0,018
17.09.2009 00:00:00; 0,029
18.09.2009 00:00:00; 0,021
19.09.2009 00:00:00; 0,016
20.09.2009 00:00:00; 0,022
21.09.2009 00:00:00; 0,022
22.09.2009 00:00:00; 0,013
23.09.2009 00:00:00; 0,018
24.09.2009 00:00:00; 0,014
25.09.2009 00:00:00; 0,013
26.09.2009 00:00:00; 0,011
27.09.2009 00:00:00; 0,012
28.09.2009 00:00:00; 0,016
29.09.2009 00:00:00; 0,024
30.09.2009 00:00:00; 0,028
01.10.2009 00:00:00; 0,027
02.10.2009 00:00:00; 0,026
03.10.2009 00:00:00; 0,022
04.10.2009 00:00:00; 0,025
05.10.2009 00:00:00; 0,027
06.10.2009 00:00:00; 0,029
07.10.2009 00:00:00; 0,029
08.10.2009 00:00:00; 0,027
09.10.2009 00:00:00; 0,042
10.10.2009 00:00:00; 0,106
11.10.2009 00:00:00; 0,148
12.10.2009 00:00:00; 0,287
13.10.2009 00:00:00; 0,109
14.10.2009 00:00:00; 0,071
15.10.2009 00:00:00; 0,051
16.10.2009 00:00:00; 0,051
17.10.2009 00:00:00;  1,04
18.10.2009 00:00:00; 0,297
19.10.2009 00:00:00; 0,131
20.10.2009 00:00:00; 0,074
21.10.2009 00:00:00; 0,080
22.10.2009 00:00:00; 0,086
23.10.2009 00:00:00; 0,217
24.10.2009 00:00:00; 0,360
25.10.2009 00:00:00; 0,174
26.10.2009 00:00:00; 0,253
27.10.2009 00:00:00; 0,151
28.10.2009 00:00:00; 0,103
29.10.2009 00:00:00; 0,083
30.10.2009 00:00:00; 0,081
31.10.2009 00:00:00; 0,071
01.11.2009 00:00:00; 0,053
02.11.2009 00:00:00; 0,322
03.11.2009 00:00:00; 0,292
04.11.2009 00:00:00; 0,944
05.11.2009 00:00:00; 0,311
06.11.2009 00:00:00; 0,160
07.11.2009 00:00:00; 0,116
08.11.2009 00:00:00; 0,164
09.11.2009 00:00:00; 0,202
10.11.2009 00:00:00; 0,241
11.11.2009 00:00:00; 0,302
12.11.2009 00:00:00; 0,210
13.11.2009 00:00:00; 0,210
14.11.2009 00:00:00; 0,178
15.11.2009 00:00:00; 0,173
16.11.2009 00:00:00; 0,383
17.11.2009 00:00:00; 0,188
18.11.2009 00:00:00; 0,882
19.11.2009 00:00:00; 0,291
20.11.2009 00:00:00; 0,164
21.11.2009 00:00:00; 0,126
22.11.2009 00:00:00; 0,118
23.11.2009 00:00:00; 0,108
24.11.2009 00:00:00; 0,134
25.11.2009 00:00:00; 0,091
26.11.2009 00:00:00; 0,072
27.11.2009 00:00:00; 0,069
28.11.2009 00:00:00; 0,067
29.11.2009 00:00:00; 0,060
30.11.2009 00:00:00; 0,116
01.12.2009 00:00:00; 0,219
02.12.2009 00:00:00; 0,207
03.12.2009 00:00:00; 0,137
04.12.2009 00:00:00; 0,344
05.12.2009 00:00:00; 0,189
06.12.2009 00:00:00; 0,246
07.12.2009 00:00:00;  1,09
08.12.2009 00:00:00;  1,33
09.12.2009 00:00:00; 0,501
10.12.2009 00:00:00; 0,591
11.12.2009 00:00:00; 0,765
12.12.2009 00:00:00; 0,485
13.12.2009 00:00:00; 0,288
14.12.2009 00:00:00; 0,194
15.12.2009 00:00:00; 0,148
16.12.2009 00:00:00; 0,113
17.12.2009 00:00:00; 0,091
18.12.2009 00:00:00; 0,068
19.12.2009 00:00:00; 0,061
20.12.2009 00:00:00; 0,056
21.12.2009 00:00:00; 0,069
22.12.2009 00:00:00; 0,073
23.12.2009 00:00:00; 0,337
24.12.2009 00:00:00; 0,351
25.12.2009 00:00:00; 0,723
26.12.2009 00:00:00; 0,299
27.12.2009 00:00:00; 0,169
28.12.2009 00:00:00; 0,117
29.12.2009 00:00:00; 0,194
30.12.2009 00:00:00;  1,06
31.12.2009 00:00:00; 0,611
01.01.2010 00:00:00; 0,409
02.01.2010 00:00:00; 0,336
03.01.2010 00:00:00; 0,206
04.01.2010 00:00:00; 0,171
05.01.2010 00:00:00; 0,142
06.01.2010 00:00:00; 0,115
07.01.2010 00:00:00; 0,095
08.01.2010 00:00:00; 0,085
09.01.2010 00:00:00; 0,078
10.01.2010 00:00:00; 0,068
11.01.2010 00:00:00; 0,062
12.01.2010 00:00:00; 0,061
13.01.2010 00:00:00; 0,061
14.01.2010 00:00:00; 0,058
15.01.2010 00:00:00; 0,052
16.01.2010 00:00:00; 0,045
17.01.2010 00:00:00; 0,061
18.01.2010 00:00:00; 0,082
19.01.2010 00:00:00; 0,063
20.01.2010 00:00:00; 0,046
21.01.2010 00:00:00; 0,053
22.01.2010 00:00:00; 0,055
23.01.2010 00:00:00; 0,049
24.01.2010 00:00:00; 0,193
25.01.2010 00:00:00; 0,059
26.01.2010 00:00:00; 0,053
27.01.2010 00:00:00; 0,042
28.01.2010 00:00:00; 0,039
29.01.2010 00:00:00; 0,055
30.01.2010 00:00:00; 0,051
31.01.2010 00:00:00; 0,045
01.02.2010 00:00:00; 0,044
02.02.2010 00:00:00; 0,045
03.02.2010 00:00:00; 0,062
04.02.2010 00:00:00; 0,108
05.02.2010 00:00:00; 0,103
06.02.2010 00:00:00; 0,323
07.02.2010 00:00:00; 0,324
08.02.2010 00:00:00; 0,219
09.02.2010 00:00:00; 0,154
10.02.2010 00:00:00; 0,122
11.02.2010 00:00:00; 0,092
12.02.2010 00:00:00; 0,085
13.02.2010 00:00:00; 0,064
14.02.2010 00:00:00; 0,073
15.02.2010 00:00:00; 0,065
16.02.2010 00:00:00; 0,049
17.02.2010 00:00:00; 0,068
18.02.2010 00:00:00; 0,065
19.02.2010 00:00:00; 0,078
20.02.2010 00:00:00; 0,071
21.02.2010 00:00:00; 0,061
22.02.2010 00:00:00; 0,063
23.02.2010 00:00:00; 0,157
24.02.2010 00:00:00; 0,314
25.02.2010 00:00:00; 0,332
26.02.2010 00:00:00; 0,413
27.02.2010 00:00:00; 0,234
28.02.2010 00:00:00; 0,306
01.03.2010 00:00:00; 0,373
02.03.2010 00:00:00; 0,225
03.03.2010 00:00:00; 0,202
04.03.2010 00:00:00; 0,141
05.03.2010 00:00:00; 0,081
06.03.2010 00:00:00; 0,060
07.03.2010 00:00:00; 0,090
08.03.2010 00:00:00; 0,074
09.03.2010 00:00:00; 0,065
10.03.2010 00:00:00; 0,064
11.03.2010 00:00:00; 0,059
12.03.2010 00:00:00; 0,054
13.03.2010 00:00:00; 0,050
14.03.2010 00:00:00; 0,045
15.03.2010 00:00:00; 0,030
16.03.2010 00:00:00; 0,064
17.03.2010 00:00:00; 0,048
18.03.2010 00:00:00; 0,100
19.03.2010 00:00:00; 0,280
20.03.2010 00:00:00; 0,560
21.03.2010 00:00:00;  1,28
22.03.2010 00:00:00; 0,947
23.03.2010 00:00:00; 0,468
24.03.2010 00:00:00; 0,344
25.03.2010 00:00:00; 0,292
26.03.2010 00:00:00; 0,263
27.03.2010 00:00:00; 0,249
28.03.2010 00:00:00; 0,629
29.03.2010 00:00:00; 0,465
30.03.2010 00:00:00; 0,276
31.03.2010 00:00:00; 0,194
01.04.2010 00:00:00; 0,164
02.04.2010 00:00:00; 0,161
03.04.2010 00:00:00; 0,157
04.04.2010 00:00:00; 0,184
05.04.2010 00:00:00; 0,287
06.04.2010 00:00:00; 0,273
07.04.2010 00:00:00; 0,230
08.04.2010 00:00:00; 0,162
09.04.2010 00:00:00; 0,115
10.04.2010 00:00:00; 0,088
11.04.2010 00:00:00; 0,060
12.04.2010 00:00:00; 0,048
13.04.2010 00:00:00; 0,046
14.04.2010 00:00:00; 0,048
15.04.2010 00:00:00; 0,051
16.04.2010 00:00:00; 0,044
17.04.2010 00:00:00; 0,045
18.04.2010 00:00:00; 0,044
19.04.2010 00:00:00; 0,054
20.04.2010 00:00:00; 0,046
21.04.2010 00:00:00; 0,051
22.04.2010 00:00:00; 0,046
23.04.2010 00:00:00; 0,044
24.04.2010 00:00:00; 0,046
25.04.2010 00:00:00; 0,051
26.04.2010 00:00:00; 0,058
27.04.2010 00:00:00; 0,052
28.04.2010 00:00:00; 0,034
29.04.2010 00:00:00; 0,032
30.04.2010 00:00:00; 0,028
01.05.2010 00:00:00; 0,060
02.05.2010 00:00:00; 0,361
03.05.2010 00:00:00; 0,675
04.05.2010 00:00:00; 0,189
05.05.2010 00:00:00; 0,113
06.05.2010 00:00:00; 0,110
07.05.2010 00:00:00; 0,757
08.05.2010 00:00:00; 0,221
09.05.2010 00:00:00; 0,125
10.05.2010 00:00:00; 0,168
11.05.2010 00:00:00; 0,157
12.05.2010 00:00:00; 0,137
13.05.2010 00:00:00;  1,00
14.05.2010 00:00:00; 0,707
15.05.2010 00:00:00; 0,402
16.05.2010 00:00:00; 0,359
17.05.2010 00:00:00; 0,205
18.05.2010 00:00:00; 0,146
19.05.2010 00:00:00; 0,132
20.05.2010 00:00:00; 0,196
21.05.2010 00:00:00; 0,145
22.05.2010 00:00:00; 0,106
