Messstelle:                ;Kremsdorf
29.11.2016 00:00:00;   195
30.11.2016 00:00:00;   194
01.12.2016 00:00:00;   194
02.12.2016 00:00:00;   194
03.12.2016 00:00:00;   195
04.12.2016 00:00:00;   194
05.12.2016 00:00:00;   193
06.12.2016 00:00:00;   193
07.12.2016 00:00:00;   193
08.12.2016 00:00:00;   193
09.12.2016 00:00:00;   192
10.12.2016 00:00:00;   192
11.12.2016 00:00:00;   192
12.12.2016 00:00:00;   194
13.12.2016 00:00:00;   194
14.12.2016 00:00:00;   193
15.12.2016 00:00:00;   192
16.12.2016 00:00:00;   192
17.12.2016 00:00:00;   192
18.12.2016 00:00:00;   192
19.12.2016 00:00:00;   193
20.12.2016 00:00:00;   192
21.12.2016 00:00:00;   192
22.12.2016 00:00:00;   191
23.12.2016 00:00:00;   191
24.12.2016 00:00:00;   192
25.12.2016 00:00:00;   194
26.12.2016 00:00:00;   195
27.12.2016 00:00:00;   199
28.12.2016 00:00:00;   197
29.12.2016 00:00:00;   198
30.12.2016 00:00:00;   196
31.12.2016 00:00:00;   194
01.01.2017 00:00:00;   193
02.01.2017 00:00:00;   193
03.01.2017 00:00:00;   192
04.01.2017 00:00:00;   193
05.01.2017 00:00:00;   194
06.01.2017 00:00:00;   191
07.01.2017 00:00:00;   190
08.01.2017 00:00:00;   191
09.01.2017 00:00:00;   192
10.01.2017 00:00:00;   191
11.01.2017 00:00:00;   191
12.01.2017 00:00:00;   194
13.01.2017 00:00:00;   199
14.01.2017 00:00:00;   198
15.01.2017 00:00:00;   195
16.01.2017 00:00:00;   194
17.01.2017 00:00:00;   193
18.01.2017 00:00:00;   192
19.01.2017 00:00:00;   191
20.01.2017 00:00:00;   190
21.01.2017 00:00:00;   191
22.01.2017 00:00:00;   191
23.01.2017 00:00:00;   190
24.01.2017 00:00:00;   191
25.01.2017 00:00:00;   191
26.01.2017 00:00:00;   191
27.01.2017 00:00:00;   190
28.01.2017 00:00:00;   190
29.01.2017 00:00:00;   190
30.01.2017 00:00:00;   190
31.01.2017 00:00:00;   191
01.02.2017 00:00:00;   195
02.02.2017 00:00:00;   195
03.02.2017 00:00:00;   197
04.02.2017 00:00:00;   200
05.02.2017 00:00:00;   210
06.02.2017 00:00:00;   213
07.02.2017 00:00:00;   221
08.02.2017 00:00:00;   213
09.02.2017 00:00:00;   205
10.02.2017 00:00:00;   201
11.02.2017 00:00:00;   198
12.02.2017 00:00:00;   197
13.02.2017 00:00:00;   196
14.02.2017 00:00:00;   197
15.02.2017 00:00:00;   197
16.02.2017 00:00:00;   197
17.02.2017 00:00:00;   202
18.02.2017 00:00:00;   223
19.02.2017 00:00:00;   217
20.02.2017 00:00:00;   210
21.02.2017 00:00:00;   232
22.02.2017 00:00:00;   275
23.02.2017 00:00:00;   226
24.02.2017 00:00:00;   216
25.02.2017 00:00:00;   211
26.02.2017 00:00:00;   205
27.02.2017 00:00:00;   202
28.02.2017 00:00:00;   201
01.03.2017 00:00:00;   202
02.03.2017 00:00:00;   205
03.03.2017 00:00:00;   203
04.03.2017 00:00:00;   201
05.03.2017 00:00:00;   199
06.03.2017 00:00:00;   198
07.03.2017 00:00:00;   199
08.03.2017 00:00:00;   200
09.03.2017 00:00:00;   206
10.03.2017 00:00:00;   229
11.03.2017 00:00:00;   210
12.03.2017 00:00:00;   204
13.03.2017 00:00:00;   201
14.03.2017 00:00:00;   199
15.03.2017 00:00:00;   198
16.03.2017 00:00:00;   197
17.03.2017 00:00:00;   197
18.03.2017 00:00:00;   217
19.03.2017 00:00:00;   309
20.03.2017 00:00:00;   246
21.03.2017 00:00:00;   220
22.03.2017 00:00:00;   211
23.03.2017 00:00:00;   207
24.03.2017 00:00:00;   204
25.03.2017 00:00:00;   203
26.03.2017 00:00:00;   201
27.03.2017 00:00:00;   200
28.03.2017 00:00:00;   199
29.03.2017 00:00:00;   198
30.03.2017 00:00:00;   198
31.03.2017 00:00:00;   197
01.04.2017 00:00:00;   197
02.04.2017 00:00:00;   196
03.04.2017 00:00:00;   195
04.04.2017 00:00:00;   205
05.04.2017 00:00:00;   198
06.04.2017 00:00:00;   199
07.04.2017 00:00:00;   198
08.04.2017 00:00:00;   200
09.04.2017 00:00:00;   198
10.04.2017 00:00:00;   196
11.04.2017 00:00:00;   196
12.04.2017 00:00:00;   195
13.04.2017 00:00:00;   195
14.04.2017 00:00:00;   194
15.04.2017 00:00:00;   193
16.04.2017 00:00:00;   199
17.04.2017 00:00:00;   203
18.04.2017 00:00:00;   219
19.04.2017 00:00:00;   226
20.04.2017 00:00:00;   213
21.04.2017 00:00:00;   211
22.04.2017 00:00:00;   210
23.04.2017 00:00:00;   224
24.04.2017 00:00:00;   211
25.04.2017 00:00:00;   206
26.04.2017 00:00:00;   205
27.04.2017 00:00:00;   214
28.04.2017 00:00:00;   257
29.04.2017 00:00:00;   241
30.04.2017 00:00:00;   219
01.05.2017 00:00:00;   211
02.05.2017 00:00:00;   211
03.05.2017 00:00:00;   206
04.05.2017 00:00:00;   205
05.05.2017 00:00:00;   212
06.05.2017 00:00:00;   205
07.05.2017 00:00:00;   203
08.05.2017 00:00:00;   218
09.05.2017 00:00:00;   331
10.05.2017 00:00:00;   244
11.05.2017 00:00:00;   221
12.05.2017 00:00:00;   213
13.05.2017 00:00:00;   211
14.05.2017 00:00:00;   207
15.05.2017 00:00:00;   207
16.05.2017 00:00:00;   205
17.05.2017 00:00:00;   202
18.05.2017 00:00:00;   201
19.05.2017 00:00:00;   200
20.05.2017 00:00:00;   199
21.05.2017 00:00:00;   198
22.05.2017 00:00:00;   198
23.05.2017 00:00:00;   197
24.05.2017 00:00:00;   198
25.05.2017 00:00:00;   203
26.05.2017 00:00:00;   198
27.05.2017 00:00:00;   197
28.05.2017 00:00:00;   196
29.05.2017 00:00:00;   196
30.05.2017 00:00:00;   195
31.05.2017 00:00:00;   203
01.06.2017 00:00:00;   197
02.06.2017 00:00:00;   196
03.06.2017 00:00:00;   196
04.06.2017 00:00:00;   195
05.06.2017 00:00:00;   196
06.06.2017 00:00:00;   197
07.06.2017 00:00:00;   200
08.06.2017 00:00:00;   195
09.06.2017 00:00:00;   194
10.06.2017 00:00:00;   199
11.06.2017 00:00:00;   195
12.06.2017 00:00:00;   194
13.06.2017 00:00:00;   193
14.06.2017 00:00:00;   193
15.06.2017 00:00:00;   192
16.06.2017 00:00:00;   194
17.06.2017 00:00:00;   192
18.06.2017 00:00:00;   192
19.06.2017 00:00:00;   192
20.06.2017 00:00:00;   192
21.06.2017 00:00:00;   192
22.06.2017 00:00:00;   191
23.06.2017 00:00:00;   192
24.06.2017 00:00:00;   191
25.06.2017 00:00:00;   192
26.06.2017 00:00:00;   194
27.06.2017 00:00:00;   195
28.06.2017 00:00:00;   198
29.06.2017 00:00:00;   192
30.06.2017 00:00:00;   192
01.07.2017 00:00:00;   193
02.07.2017 00:00:00;   192
03.07.2017 00:00:00;   194
04.07.2017 00:00:00;   193
05.07.2017 00:00:00;   192
06.07.2017 00:00:00;   191
07.07.2017 00:00:00;   191
08.07.2017 00:00:00;   191
09.07.2017 00:00:00;   192
10.07.2017 00:00:00;   193
11.07.2017 00:00:00;   197
12.07.2017 00:00:00;   193
13.07.2017 00:00:00;   198
14.07.2017 00:00:00;   193
15.07.2017 00:00:00;   200
16.07.2017 00:00:00;   198
17.07.2017 00:00:00;   193
18.07.2017 00:00:00;   191
19.07.2017 00:00:00;   190
20.07.2017 00:00:00;   191
21.07.2017 00:00:00;   198
22.07.2017 00:00:00;   191
23.07.2017 00:00:00;   193
24.07.2017 00:00:00;   210
25.07.2017 00:00:00;   209
26.07.2017 00:00:00;   201
27.07.2017 00:00:00;   247
28.07.2017 00:00:00;   208
29.07.2017 00:00:00;   199
30.07.2017 00:00:00;   196
31.07.2017 00:00:00;   194
01.08.2017 00:00:00;   193
02.08.2017 00:00:00;   192
03.08.2017 00:00:00;   191
04.08.2017 00:00:00;   191
05.08.2017 00:00:00;   191
06.08.2017 00:00:00;   224
07.08.2017 00:00:00;   230
08.08.2017 00:00:00;   203
09.08.2017 00:00:00;   197
10.08.2017 00:00:00;   197
11.08.2017 00:00:00;   240
12.08.2017 00:00:00;   222
13.08.2017 00:00:00;   205
14.08.2017 00:00:00;   200
15.08.2017 00:00:00;   197
16.08.2017 00:00:00;   196
17.08.2017 00:00:00;   196
18.08.2017 00:00:00;   195
19.08.2017 00:00:00;   203
20.08.2017 00:00:00;   216
21.08.2017 00:00:00;   202
22.08.2017 00:00:00;   198
23.08.2017 00:00:00;   197
24.08.2017 00:00:00;   195
25.08.2017 00:00:00;   197
26.08.2017 00:00:00;   196
27.08.2017 00:00:00;   195
28.08.2017 00:00:00;   203
29.08.2017 00:00:00;   197
30.08.2017 00:00:00;   195
31.08.2017 00:00:00;   194
01.09.2017 00:00:00;   199
02.09.2017 00:00:00;   212
03.09.2017 00:00:00;   288
04.09.2017 00:00:00;   239
05.09.2017 00:00:00;   212
06.09.2017 00:00:00;   205
07.09.2017 00:00:00;   207
08.09.2017 00:00:00;   202
09.09.2017 00:00:00;   199
10.09.2017 00:00:00;   198
11.09.2017 00:00:00;   197
12.09.2017 00:00:00;   197
13.09.2017 00:00:00;   195
14.09.2017 00:00:00;   194
15.09.2017 00:00:00;   194
16.09.2017 00:00:00;   194
17.09.2017 00:00:00;   195
18.09.2017 00:00:00;   196
19.09.2017 00:00:00;   203
20.09.2017 00:00:00;   234
21.09.2017 00:00:00;   210
22.09.2017 00:00:00;   202
23.09.2017 00:00:00;   199
24.09.2017 00:00:00;   197
25.09.2017 00:00:00;   197
26.09.2017 00:00:00;   196
27.09.2017 00:00:00;   195
28.09.2017 00:00:00;   195
29.09.2017 00:00:00;   194
30.09.2017 00:00:00;   194
01.10.2017 00:00:00;   194
02.10.2017 00:00:00;   194
03.10.2017 00:00:00;   194
04.10.2017 00:00:00;   194
05.10.2017 00:00:00;   193
06.10.2017 00:00:00;   198
07.10.2017 00:00:00;   202
08.10.2017 00:00:00;   198
09.10.2017 00:00:00;   204
10.10.2017 00:00:00;   209
11.10.2017 00:00:00;   202
12.10.2017 00:00:00;   199
13.10.2017 00:00:00;   196
14.10.2017 00:00:00;   195
15.10.2017 00:00:00;   194
16.10.2017 00:00:00;   194
17.10.2017 00:00:00;   194
18.10.2017 00:00:00;   194
19.10.2017 00:00:00;   194
20.10.2017 00:00:00;   194
21.10.2017 00:00:00;   193
22.10.2017 00:00:00;   193
23.10.2017 00:00:00;   193
24.10.2017 00:00:00;   196
25.10.2017 00:00:00;   197
26.10.2017 00:00:00;   194
27.10.2017 00:00:00;   205
28.10.2017 00:00:00;   216
29.10.2017 00:00:00;   215
30.10.2017 00:00:00;   215
31.10.2017 00:00:00;   204
01.11.2017 00:00:00;   201
02.11.2017 00:00:00;   200
03.11.2017 00:00:00;   198
04.11.2017 00:00:00;   197
05.11.2017 00:00:00;   196
06.11.2017 00:00:00;   203
07.11.2017 00:00:00;   213
08.11.2017 00:00:00;   205
09.11.2017 00:00:00;   205
10.11.2017 00:00:00;   202
11.11.2017 00:00:00;   203
12.11.2017 00:00:00;   228
13.11.2017 00:00:00;   237
14.11.2017 00:00:00;   214
15.11.2017 00:00:00;   207
16.11.2017 00:00:00;   204
17.11.2017 00:00:00;   202
18.11.2017 00:00:00;   200
19.11.2017 00:00:00;   201
20.11.2017 00:00:00;   204
21.11.2017 00:00:00;   218
22.11.2017 00:00:00;   221
23.11.2017 00:00:00;   209
24.11.2017 00:00:00;   205
25.11.2017 00:00:00;   203
26.11.2017 00:00:00;   202
27.11.2017 00:00:00;   200
28.11.2017 00:00:00;   200
29.11.2017 00:00:00;   199
30.11.2017 00:00:00;   206
01.12.2017 00:00:00;   209
02.12.2017 00:00:00;   203
03.12.2017 00:00:00;   201
04.12.2017 00:00:00;   201
05.12.2017 00:00:00;   224
06.12.2017 00:00:00;   222
07.12.2017 00:00:00;   210
08.12.2017 00:00:00;   207
09.12.2017 00:00:00;   206
10.12.2017 00:00:00;   203
11.12.2017 00:00:00;   203
12.12.2017 00:00:00;   209
13.12.2017 00:00:00;   209
14.12.2017 00:00:00;   205
15.12.2017 00:00:00;   204
16.12.2017 00:00:00;   202
17.12.2017 00:00:00;   203
18.12.2017 00:00:00;   202
19.12.2017 00:00:00;   201
20.12.2017 00:00:00;   201
21.12.2017 00:00:00;   201
22.12.2017 00:00:00;   246
23.12.2017 00:00:00;   220
24.12.2017 00:00:00;   212
25.12.2017 00:00:00;   207
26.12.2017 00:00:00;   205
27.12.2017 00:00:00;   204
28.12.2017 00:00:00;   206
29.12.2017 00:00:00;   209
30.12.2017 00:00:00;   206
31.12.2017 00:00:00;   244
01.01.2018 00:00:00;   221
02.01.2018 00:00:00;   213
03.01.2018 00:00:00;   234
04.01.2018 00:00:00;   243
05.01.2018 00:00:00;   308
06.01.2018 00:00:00;   236
07.01.2018 00:00:00;   221
08.01.2018 00:00:00;   214
09.01.2018 00:00:00;   211
10.01.2018 00:00:00;   210
11.01.2018 00:00:00;   207
12.01.2018 00:00:00;   205
13.01.2018 00:00:00;   204
14.01.2018 00:00:00;   203
15.01.2018 00:00:00;   202
16.01.2018 00:00:00;   204
17.01.2018 00:00:00;   239
18.01.2018 00:00:00;   225
19.01.2018 00:00:00;   285
20.01.2018 00:00:00;   241
21.01.2018 00:00:00;   233
22.01.2018 00:00:00;   229
23.01.2018 00:00:00;   263
24.01.2018 00:00:00;   252
25.01.2018 00:00:00;   236
26.01.2018 00:00:00;   226
27.01.2018 00:00:00;   220
28.01.2018 00:00:00;   217
29.01.2018 00:00:00;   217
30.01.2018 00:00:00;   215
31.01.2018 00:00:00;   213
01.02.2018 00:00:00;   212
02.02.2018 00:00:00;   211
03.02.2018 00:00:00;   208
04.02.2018 00:00:00;   208
05.02.2018 00:00:00;   206
06.02.2018 00:00:00;   206
07.02.2018 00:00:00;   206
08.02.2018 00:00:00;   205
09.02.2018 00:00:00;   204
10.02.2018 00:00:00;   204
11.02.2018 00:00:00;   204
12.02.2018 00:00:00;   205
13.02.2018 00:00:00;   205
14.02.2018 00:00:00;   203
15.02.2018 00:00:00;   202
16.02.2018 00:00:00;   207
17.02.2018 00:00:00;   213
18.02.2018 00:00:00;   208
19.02.2018 00:00:00;   208
20.02.2018 00:00:00;   206
21.02.2018 00:00:00;   206
22.02.2018 00:00:00;   205
23.02.2018 00:00:00;   204
24.02.2018 00:00:00;   203
25.02.2018 00:00:00;   201
26.02.2018 00:00:00;   201
27.02.2018 00:00:00;   201
28.02.2018 00:00:00;   200
01.03.2018 00:00:00;   199
02.03.2018 00:00:00;   200
03.03.2018 00:00:00;   200
04.03.2018 00:00:00;   199
05.03.2018 00:00:00;   199
06.03.2018 00:00:00;   200
07.03.2018 00:00:00;   201
08.03.2018 00:00:00;   211
09.03.2018 00:00:00;   209
10.03.2018 00:00:00;   207
11.03.2018 00:00:00;   208
12.03.2018 00:00:00;   208
13.03.2018 00:00:00;   206
14.03.2018 00:00:00;   203
15.03.2018 00:00:00;   202
16.03.2018 00:00:00;   202
17.03.2018 00:00:00;   203
18.03.2018 00:00:00;   201
19.03.2018 00:00:00;   200
20.03.2018 00:00:00;   200
21.03.2018 00:00:00;   199
22.03.2018 00:00:00;   200
23.03.2018 00:00:00;   200
24.03.2018 00:00:00;   200
25.03.2018 00:00:00;   199
26.03.2018 00:00:00;   199
27.03.2018 00:00:00;   199
28.03.2018 00:00:00;   202
29.03.2018 00:00:00;   208
30.03.2018 00:00:00;   207
31.03.2018 00:00:00;   204
01.04.2018 00:00:00;   206
02.04.2018 00:00:00;   211
03.04.2018 00:00:00;   206
04.04.2018 00:00:00;   205
05.04.2018 00:00:00;   203
06.04.2018 00:00:00;   203
07.04.2018 00:00:00;   201
08.04.2018 00:00:00;   201
09.04.2018 00:00:00;   200
10.04.2018 00:00:00;   200
11.04.2018 00:00:00;   199
12.04.2018 00:00:00;   200
13.04.2018 00:00:00;   200
14.04.2018 00:00:00;   198
15.04.2018 00:00:00;   198
16.04.2018 00:00:00;   199
17.04.2018 00:00:00;   199
18.04.2018 00:00:00;   199
19.04.2018 00:00:00;   198
20.04.2018 00:00:00;   198
21.04.2018 00:00:00;   198
22.04.2018 00:00:00;   198
23.04.2018 00:00:00;   199
24.04.2018 00:00:00;   202
25.04.2018 00:00:00;   199
26.04.2018 00:00:00;   200
27.04.2018 00:00:00;   199
28.04.2018 00:00:00;   198
29.04.2018 00:00:00;   199
30.04.2018 00:00:00;   198
01.05.2018 00:00:00;   198
02.05.2018 00:00:00;   198
03.05.2018 00:00:00;   200
04.05.2018 00:00:00;   200
05.05.2018 00:00:00;   198
06.05.2018 00:00:00;   198
07.05.2018 00:00:00;   198
08.05.2018 00:00:00;   197
09.05.2018 00:00:00;   197
10.05.2018 00:00:00;   197
11.05.2018 00:00:00;   197
12.05.2018 00:00:00;   197
13.05.2018 00:00:00;   197
14.05.2018 00:00:00;   200
15.05.2018 00:00:00;   199
16.05.2018 00:00:00;   203
17.05.2018 00:00:00;   200
18.05.2018 00:00:00;   198
19.05.2018 00:00:00;   198
20.05.2018 00:00:00;   197
21.05.2018 00:00:00;   197
22.05.2018 00:00:00;   196
23.05.2018 00:00:00;   197
24.05.2018 00:00:00;   197
25.05.2018 00:00:00;   199
26.05.2018 00:00:00;   197
27.05.2018 00:00:00;   196
28.05.2018 00:00:00;   196
29.05.2018 00:00:00;   195
30.05.2018 00:00:00;   195
31.05.2018 00:00:00;   195
01.06.2018 00:00:00;   194
02.06.2018 00:00:00;   196
03.06.2018 00:00:00;   196
04.06.2018 00:00:00;   195
05.06.2018 00:00:00;   194
06.06.2018 00:00:00;   194
07.06.2018 00:00:00;   194
08.06.2018 00:00:00;   194
09.06.2018 00:00:00;   194
10.06.2018 00:00:00;   197
11.06.2018 00:00:00;   195
12.06.2018 00:00:00;   194
13.06.2018 00:00:00;   213
14.06.2018 00:00:00;   245
15.06.2018 00:00:00;   208
16.06.2018 00:00:00;   200
17.06.2018 00:00:00;   198
18.06.2018 00:00:00;   197
19.06.2018 00:00:00;   196
20.06.2018 00:00:00;   195
21.06.2018 00:00:00;   195
22.06.2018 00:00:00;   200
23.06.2018 00:00:00;   196
24.06.2018 00:00:00;   195
25.06.2018 00:00:00;   202
26.06.2018 00:00:00;   198
27.06.2018 00:00:00;   199
28.06.2018 00:00:00;   266
29.06.2018 00:00:00;   286
30.06.2018 00:00:00;   238
01.07.2018 00:00:00;   213
02.07.2018 00:00:00;   206
03.07.2018 00:00:00;   203
04.07.2018 00:00:00;   201
05.07.2018 00:00:00;   199
06.07.2018 00:00:00;   201
07.07.2018 00:00:00;   201
08.07.2018 00:00:00;   198
09.07.2018 00:00:00;   197
10.07.2018 00:00:00;   196
11.07.2018 00:00:00;   196
12.07.2018 00:00:00;   195
13.07.2018 00:00:00;   194
14.07.2018 00:00:00;   193
15.07.2018 00:00:00;   193
16.07.2018 00:00:00;   192
17.07.2018 00:00:00;   192
18.07.2018 00:00:00;   191
19.07.2018 00:00:00;   190
20.07.2018 00:00:00;   190
21.07.2018 00:00:00;   189
22.07.2018 00:00:00;   191
23.07.2018 00:00:00;   191
24.07.2018 00:00:00;   190
25.07.2018 00:00:00;   189
26.07.2018 00:00:00;   194
27.07.2018 00:00:00;   188
28.07.2018 00:00:00;   187
29.07.2018 00:00:00;   188
30.07.2018 00:00:00;   187
31.07.2018 00:00:00;   187
01.08.2018 00:00:00;   187
02.08.2018 00:00:00;   187
03.08.2018 00:00:00;   187
04.08.2018 00:00:00;   187
05.08.2018 00:00:00;   189
06.08.2018 00:00:00;   190
07.08.2018 00:00:00;   186
08.08.2018 00:00:00;   185
09.08.2018 00:00:00;   185
10.08.2018 00:00:00;   185
11.08.2018 00:00:00;   186
12.08.2018 00:00:00;   186
13.08.2018 00:00:00;   187
14.08.2018 00:00:00;   191
15.08.2018 00:00:00;   188
16.08.2018 00:00:00;   188
17.08.2018 00:00:00;   186
18.08.2018 00:00:00;   186
19.08.2018 00:00:00;   185
20.08.2018 00:00:00;   185
21.08.2018 00:00:00;   185
22.08.2018 00:00:00;   186
23.08.2018 00:00:00;   185
24.08.2018 00:00:00;   185
25.08.2018 00:00:00;   186
26.08.2018 00:00:00;   196
27.08.2018 00:00:00;   189
28.08.2018 00:00:00;   187
29.08.2018 00:00:00;   186
30.08.2018 00:00:00;   187
31.08.2018 00:00:00;   188
01.09.2018 00:00:00;   192
02.09.2018 00:00:00;   194
03.09.2018 00:00:00;   189
04.09.2018 00:00:00;   196
05.09.2018 00:00:00;   192
06.09.2018 00:00:00;   189
07.09.2018 00:00:00;   188
08.09.2018 00:00:00;   187
09.09.2018 00:00:00;   187
10.09.2018 00:00:00;   186
11.09.2018 00:00:00;   186
12.09.2018 00:00:00;   186
13.09.2018 00:00:00;   186
14.09.2018 00:00:00;   190
15.09.2018 00:00:00;   187
16.09.2018 00:00:00;   186
17.09.2018 00:00:00;   186
18.09.2018 00:00:00;   186
19.09.2018 00:00:00;   185
20.09.2018 00:00:00;   186
21.09.2018 00:00:00;   185
22.09.2018 00:00:00;   186
23.09.2018 00:00:00;   187
24.09.2018 00:00:00;   196
25.09.2018 00:00:00;   189
26.09.2018 00:00:00;   187
27.09.2018 00:00:00;   187
28.09.2018 00:00:00;   186
29.09.2018 00:00:00;   186
30.09.2018 00:00:00;   185
01.10.2018 00:00:00;   186
02.10.2018 00:00:00;   187
03.10.2018 00:00:00;   186
04.10.2018 00:00:00;   186
05.10.2018 00:00:00;   186
06.10.2018 00:00:00;   186
07.10.2018 00:00:00;   186
08.10.2018 00:00:00;   186
09.10.2018 00:00:00;   186
10.10.2018 00:00:00;   186
11.10.2018 00:00:00;   185
12.10.2018 00:00:00;   185
13.10.2018 00:00:00;   185
14.10.2018 00:00:00;   185
15.10.2018 00:00:00;   185
16.10.2018 00:00:00;   185
17.10.2018 00:00:00;   185
18.10.2018 00:00:00;   185
19.10.2018 00:00:00;   185
20.10.2018 00:00:00;   186
21.10.2018 00:00:00;   185
22.10.2018 00:00:00;   186
23.10.2018 00:00:00;   186
24.10.2018 00:00:00;   186
25.10.2018 00:00:00;   195
26.10.2018 00:00:00;   189
27.10.2018 00:00:00;   188
28.10.2018 00:00:00;   189
29.10.2018 00:00:00;   188
30.10.2018 00:00:00;   188
31.10.2018 00:00:00;   188
01.11.2018 00:00:00;   187
02.11.2018 00:00:00;   186
03.11.2018 00:00:00;   187
04.11.2018 00:00:00;   186
05.11.2018 00:00:00;   186
06.11.2018 00:00:00;   186
07.11.2018 00:00:00;   186
08.11.2018 00:00:00;   186
09.11.2018 00:00:00;   186
10.11.2018 00:00:00;   187
11.11.2018 00:00:00;   186
12.11.2018 00:00:00;   186
13.11.2018 00:00:00;   186
14.11.2018 00:00:00;   186
15.11.2018 00:00:00;   186
16.11.2018 00:00:00;   186
17.11.2018 00:00:00;   186
18.11.2018 00:00:00;   186
19.11.2018 00:00:00;   186
20.11.2018 00:00:00;   186
21.11.2018 00:00:00;   186
22.11.2018 00:00:00;   186
23.11.2018 00:00:00;   186
24.11.2018 00:00:00;   186
25.11.2018 00:00:00;   186
26.11.2018 00:00:00;   191
27.11.2018 00:00:00;   194
28.11.2018 00:00:00;   191
29.11.2018 00:00:00;   189
30.11.2018 00:00:00;   188
01.12.2018 00:00:00;   191
02.12.2018 00:00:00;   196
03.12.2018 00:00:00;   211
04.12.2018 00:00:00;   214
05.12.2018 00:00:00;   204
06.12.2018 00:00:00;   197
07.12.2018 00:00:00;   196
08.12.2018 00:00:00;   200
09.12.2018 00:00:00;   202
10.12.2018 00:00:00;   209
11.12.2018 00:00:00;   208
12.12.2018 00:00:00;   205
13.12.2018 00:00:00;   202
14.12.2018 00:00:00;   198
15.12.2018 00:00:00;   196
16.12.2018 00:00:00;   194
17.12.2018 00:00:00;   193
18.12.2018 00:00:00;   193
19.12.2018 00:00:00;   194
20.12.2018 00:00:00;   193
21.12.2018 00:00:00;   194
22.12.2018 00:00:00;   206
23.12.2018 00:00:00;   250
24.12.2018 00:00:00;   288
25.12.2018 00:00:00;   239
26.12.2018 00:00:00;   214
27.12.2018 00:00:00;   206
28.12.2018 00:00:00;   202
29.12.2018 00:00:00;   199
30.12.2018 00:00:00;   200
31.12.2018 00:00:00;   210
01.01.2019 00:00:00;   215
02.01.2019 00:00:00;   210
03.01.2019 00:00:00;   204
04.01.2019 00:00:00;   201
05.01.2019 00:00:00;   200
06.01.2019 00:00:00;   209
07.01.2019 00:00:00;   219
08.01.2019 00:00:00;   243
09.01.2019 00:00:00;   257
10.01.2019 00:00:00;   224
11.01.2019 00:00:00;   213
12.01.2019 00:00:00;   210
13.01.2019 00:00:00;   248
14.01.2019 00:00:00;   283
15.01.2019 00:00:00;   232
16.01.2019 00:00:00;   217
17.01.2019 00:00:00;   211
18.01.2019 00:00:00;   208
19.01.2019 00:00:00;   205
20.01.2019 00:00:00;   203
21.01.2019 00:00:00;   201
22.01.2019 00:00:00;   200
23.01.2019 00:00:00;   199
24.01.2019 00:00:00;   198
25.01.2019 00:00:00;   196
26.01.2019 00:00:00;   197
27.01.2019 00:00:00;   203
28.01.2019 00:00:00;   207
29.01.2019 00:00:00;   205
30.01.2019 00:00:00;   201
31.01.2019 00:00:00;   199
01.02.2019 00:00:00;   198
02.02.2019 00:00:00;   197
03.02.2019 00:00:00;   208
04.02.2019 00:00:00;   209
05.02.2019 00:00:00;   203
06.02.2019 00:00:00;   201
07.02.2019 00:00:00;   199
08.02.2019 00:00:00;   200
09.02.2019 00:00:00;   203
10.02.2019 00:00:00;   204
11.02.2019 00:00:00;   213
12.02.2019 00:00:00;   209
13.02.2019 00:00:00;   204
14.02.2019 00:00:00;   202
15.02.2019 00:00:00;   200
16.02.2019 00:00:00;   200
17.02.2019 00:00:00;   199
18.02.2019 00:00:00;   199
19.02.2019 00:00:00;   198
20.02.2019 00:00:00;   199
21.02.2019 00:00:00;   200
22.02.2019 00:00:00;   208
23.02.2019 00:00:00;   207
24.02.2019 00:00:00;   200
25.02.2019 00:00:00;   198
26.02.2019 00:00:00;   197
27.02.2019 00:00:00;   198
28.02.2019 00:00:00;   197
01.03.2019 00:00:00;   200
02.03.2019 00:00:00;   200
03.03.2019 00:00:00;   197
04.03.2019 00:00:00;   197
05.03.2019 00:00:00;   197
06.03.2019 00:00:00;   199
07.03.2019 00:00:00;   198
08.03.2019 00:00:00;   198
09.03.2019 00:00:00;   196
10.03.2019 00:00:00;   199
11.03.2019 00:00:00;   207
12.03.2019 00:00:00;   203
13.03.2019 00:00:00;   201
14.03.2019 00:00:00;   199
15.03.2019 00:00:00;   203
16.03.2019 00:00:00;   216
17.03.2019 00:00:00;   207
18.03.2019 00:00:00;   202
19.03.2019 00:00:00;   199
20.03.2019 00:00:00;   198
21.03.2019 00:00:00;   196
22.03.2019 00:00:00;   196
23.03.2019 00:00:00;   196
24.03.2019 00:00:00;   196
25.03.2019 00:00:00;   197
26.03.2019 00:00:00;   196
27.03.2019 00:00:00;   195
28.03.2019 00:00:00;   194
29.03.2019 00:00:00;   194
30.03.2019 00:00:00;   194
31.03.2019 00:00:00;   194
01.04.2019 00:00:00;   194
02.04.2019 00:00:00;   193
03.04.2019 00:00:00;   193
04.04.2019 00:00:00;   193
05.04.2019 00:00:00;   192
06.04.2019 00:00:00;   192
07.04.2019 00:00:00;   192
08.04.2019 00:00:00;   192
09.04.2019 00:00:00;   192
10.04.2019 00:00:00;   192
11.04.2019 00:00:00;   192
12.04.2019 00:00:00;   191
13.04.2019 00:00:00;   191
14.04.2019 00:00:00;   190
15.04.2019 00:00:00;   191
16.04.2019 00:00:00;   190
17.04.2019 00:00:00;   190
18.04.2019 00:00:00;   190
19.04.2019 00:00:00;   190
20.04.2019 00:00:00;   190
