Messstelle:                ;Oberkappel
01.03.2017 00:00:00;   146
02.03.2017 00:00:00;   181
03.03.2017 00:00:00;   151
04.03.2017 00:00:00;   143
05.03.2017 00:00:00;   141
06.03.2017 00:00:00;   141
07.03.2017 00:00:00;   142
08.03.2017 00:00:00;   140
09.03.2017 00:00:00;   148
10.03.2017 00:00:00;   158
11.03.2017 00:00:00;   142
12.03.2017 00:00:00;   138
13.03.2017 00:00:00;   136
14.03.2017 00:00:00;   134
15.03.2017 00:00:00;   133
16.03.2017 00:00:00;   132
17.03.2017 00:00:00;   132
18.03.2017 00:00:00;   153
19.03.2017 00:00:00;   201
20.03.2017 00:00:00;   164
21.03.2017 00:00:00;   150
22.03.2017 00:00:00;   146
23.03.2017 00:00:00;   143
24.03.2017 00:00:00;   141
25.03.2017 00:00:00;   138
26.03.2017 00:00:00;   137
27.03.2017 00:00:00;   135
28.03.2017 00:00:00;   134
29.03.2017 00:00:00;   133
30.03.2017 00:00:00;   133
31.03.2017 00:00:00;   132
01.04.2017 00:00:00;   131
02.04.2017 00:00:00;   131
03.04.2017 00:00:00;   130
04.04.2017 00:00:00;   131
05.04.2017 00:00:00;   127
06.04.2017 00:00:00;   128
07.04.2017 00:00:00;   125
08.04.2017 00:00:00;   126
09.04.2017 00:00:00;   125
10.04.2017 00:00:00;   124
11.04.2017 00:00:00;   126
12.04.2017 00:00:00;   123
13.04.2017 00:00:00;   124
14.04.2017 00:00:00;   124
15.04.2017 00:00:00;   122
16.04.2017 00:00:00;   124
17.04.2017 00:00:00;   128
18.04.2017 00:00:00;   132
19.04.2017 00:00:00;   127
20.04.2017 00:00:00;   124
21.04.2017 00:00:00;   122
22.04.2017 00:00:00;   123
23.04.2017 00:00:00;   124
24.04.2017 00:00:00;   122
25.04.2017 00:00:00;   121
26.04.2017 00:00:00;   124
27.04.2017 00:00:00;   131
28.04.2017 00:00:00;   148
29.04.2017 00:00:00;   149
30.04.2017 00:00:00;   136
01.05.2017 00:00:00;   131
02.05.2017 00:00:00;   129
03.05.2017 00:00:00;   126
04.05.2017 00:00:00;   140
05.05.2017 00:00:00;   145
06.05.2017 00:00:00;   137
07.05.2017 00:00:00;   132
08.05.2017 00:00:00;   156
09.05.2017 00:00:00;   168
10.05.2017 00:00:00;   142
11.05.2017 00:00:00;   136
12.05.2017 00:00:00;   134
13.05.2017 00:00:00;   133
14.05.2017 00:00:00;   130
15.05.2017 00:00:00;   129
16.05.2017 00:00:00;   129
17.05.2017 00:00:00;   129
18.05.2017 00:00:00;   128
19.05.2017 00:00:00;   127
20.05.2017 00:00:00;   129
21.05.2017 00:00:00;   125
22.05.2017 00:00:00;   125
23.05.2017 00:00:00;   124
24.05.2017 00:00:00;   124
25.05.2017 00:00:00;   124
26.05.2017 00:00:00;   120
27.05.2017 00:00:00;   121
28.05.2017 00:00:00;   121
29.05.2017 00:00:00;   123
30.05.2017 00:00:00;   123
31.05.2017 00:00:00;   124
01.06.2017 00:00:00;   121
02.06.2017 00:00:00;   120
03.06.2017 00:00:00;   120
04.06.2017 00:00:00;   121
05.06.2017 00:00:00;   123
06.06.2017 00:00:00;   128
07.06.2017 00:00:00;   127
08.06.2017 00:00:00;   122
09.06.2017 00:00:00;   120
10.06.2017 00:00:00;   123
11.06.2017 00:00:00;   120
12.06.2017 00:00:00;   120
13.06.2017 00:00:00;   121
14.06.2017 00:00:00;   120
15.06.2017 00:00:00;   119
16.06.2017 00:00:00;   121
17.06.2017 00:00:00;   120
18.06.2017 00:00:00;   119
19.06.2017 00:00:00;   116
20.06.2017 00:00:00;   113
21.06.2017 00:00:00;   114
22.06.2017 00:00:00;   113
23.06.2017 00:00:00;   116
24.06.2017 00:00:00;   114
25.06.2017 00:00:00;   113
26.06.2017 00:00:00;   113
27.06.2017 00:00:00;   113
28.06.2017 00:00:00;   113
29.06.2017 00:00:00;   116
30.06.2017 00:00:00;   117
01.07.2017 00:00:00;   114
02.07.2017 00:00:00;   115
03.07.2017 00:00:00;   114
04.07.2017 00:00:00;   112
05.07.2017 00:00:00;   111
06.07.2017 00:00:00;   111
07.07.2017 00:00:00;   111
08.07.2017 00:00:00;   110
09.07.2017 00:00:00;   110
10.07.2017 00:00:00;   111
11.07.2017 00:00:00;   126
12.07.2017 00:00:00;   118
13.07.2017 00:00:00;   116
14.07.2017 00:00:00;   113
15.07.2017 00:00:00;   115
16.07.2017 00:00:00;   114
17.07.2017 00:00:00;   113
18.07.2017 00:00:00;   113
19.07.2017 00:00:00;   114
20.07.2017 00:00:00;   113
21.07.2017 00:00:00;   113
22.07.2017 00:00:00;   113
23.07.2017 00:00:00;   113
24.07.2017 00:00:00;   118
25.07.2017 00:00:00;   118
26.07.2017 00:00:00;   139
27.07.2017 00:00:00;   136
28.07.2017 00:00:00;   123
29.07.2017 00:00:00;   117
30.07.2017 00:00:00;   115
31.07.2017 00:00:00;   114
01.08.2017 00:00:00;   112
02.08.2017 00:00:00;   113
03.08.2017 00:00:00;   111
04.08.2017 00:00:00;   112
05.08.2017 00:00:00;   111
06.08.2017 00:00:00;   117
07.08.2017 00:00:00;   115
08.08.2017 00:00:00;   112
09.08.2017 00:00:00;   114
10.08.2017 00:00:00;   114
11.08.2017 00:00:00;   124
12.08.2017 00:00:00;   122
13.08.2017 00:00:00;   117
14.08.2017 00:00:00;   114
15.08.2017 00:00:00;   113
16.08.2017 00:00:00;   114
17.08.2017 00:00:00;   112
18.08.2017 00:00:00;   111
19.08.2017 00:00:00;   114
20.08.2017 00:00:00;   112
21.08.2017 00:00:00;   114
22.08.2017 00:00:00;   113
23.08.2017 00:00:00;   110
24.08.2017 00:00:00;   111
25.08.2017 00:00:00;   111
26.08.2017 00:00:00;   111
27.08.2017 00:00:00;   111
28.08.2017 00:00:00;   116
29.08.2017 00:00:00;   114
30.08.2017 00:00:00;   112
31.08.2017 00:00:00;   111
01.09.2017 00:00:00;   118
02.09.2017 00:00:00;   117
03.09.2017 00:00:00;   119
04.09.2017 00:00:00;   119
05.09.2017 00:00:00;   115
06.09.2017 00:00:00;   113
07.09.2017 00:00:00;   114
08.09.2017 00:00:00;   112
09.09.2017 00:00:00;   111
10.09.2017 00:00:00;   113
11.09.2017 00:00:00;   112
12.09.2017 00:00:00;   114
13.09.2017 00:00:00;   114
14.09.2017 00:00:00;   115
15.09.2017 00:00:00;   114
16.09.2017 00:00:00;   113
17.09.2017 00:00:00;   115
18.09.2017 00:00:00;   116
19.09.2017 00:00:00;   114
20.09.2017 00:00:00;   114
21.09.2017 00:00:00;   112
22.09.2017 00:00:00;   112
23.09.2017 00:00:00;   112
24.09.2017 00:00:00;   109
25.09.2017 00:00:00;   106
26.09.2017 00:00:00;   109
27.09.2017 00:00:00;   110
28.09.2017 00:00:00;   110
29.09.2017 00:00:00;   112
30.09.2017 00:00:00;   111
01.10.2017 00:00:00;   110
02.10.2017 00:00:00;   112
03.10.2017 00:00:00;   124
04.10.2017 00:00:00;   120
05.10.2017 00:00:00;   114
06.10.2017 00:00:00;   116
07.10.2017 00:00:00;   126
08.10.2017 00:00:00;   135
09.10.2017 00:00:00;   142
10.10.2017 00:00:00;   128
11.10.2017 00:00:00;   125
12.10.2017 00:00:00;   121
13.10.2017 00:00:00;   118
14.10.2017 00:00:00;   117
15.10.2017 00:00:00;   115
16.10.2017 00:00:00;   114
17.10.2017 00:00:00;   113
18.10.2017 00:00:00;   113
19.10.2017 00:00:00;   113
20.10.2017 00:00:00;   112
21.10.2017 00:00:00;   113
22.10.2017 00:00:00;   116
23.10.2017 00:00:00;   121
24.10.2017 00:00:00;   123
25.10.2017 00:00:00;   121
26.10.2017 00:00:00;   118
27.10.2017 00:00:00;   119
28.10.2017 00:00:00;   122
29.10.2017 00:00:00;   165
30.10.2017 00:00:00;   141
31.10.2017 00:00:00;   130
01.11.2017 00:00:00;   126
02.11.2017 00:00:00;   122
03.11.2017 00:00:00;   121
04.11.2017 00:00:00;   119
05.11.2017 00:00:00;   118
06.11.2017 00:00:00;   121
07.11.2017 00:00:00;   120
08.11.2017 00:00:00;   120
09.11.2017 00:00:00;   121
10.11.2017 00:00:00;   120
11.11.2017 00:00:00;   136
12.11.2017 00:00:00;   179
13.11.2017 00:00:00;   162
14.11.2017 00:00:00;   136
15.11.2017 00:00:00;   131
16.11.2017 00:00:00;   129
17.11.2017 00:00:00;   127
18.11.2017 00:00:00;   126
19.11.2017 00:00:00;   128
20.11.2017 00:00:00;   135
21.11.2017 00:00:00;   151
22.11.2017 00:00:00;   154
23.11.2017 00:00:00;   145
24.11.2017 00:00:00;   141
25.11.2017 00:00:00;   140
26.11.2017 00:00:00;   141
27.11.2017 00:00:00;   134
28.11.2017 00:00:00;   133
29.11.2017 00:00:00;   133
30.11.2017 00:00:00;   133
01.12.2017 00:00:00;   131
02.12.2017 00:00:00;   129
03.12.2017 00:00:00;   127
04.12.2017 00:00:00;   127
05.12.2017 00:00:00;   127
06.12.2017 00:00:00;   127
07.12.2017 00:00:00;   126
08.12.2017 00:00:00;   132
09.12.2017 00:00:00;   133
10.12.2017 00:00:00;   131
11.12.2017 00:00:00;   133
12.12.2017 00:00:00;   145
13.12.2017 00:00:00;   139
14.12.2017 00:00:00;   137
15.12.2017 00:00:00;   137
16.12.2017 00:00:00;   134
17.12.2017 00:00:00;   132
18.12.2017 00:00:00;   131
19.12.2017 00:00:00;   129
20.12.2017 00:00:00;   129
21.12.2017 00:00:00;   128
22.12.2017 00:00:00;   132
23.12.2017 00:00:00;   142
24.12.2017 00:00:00;   166
25.12.2017 00:00:00;   153
26.12.2017 00:00:00;   143
27.12.2017 00:00:00;   139
28.12.2017 00:00:00;   137
29.12.2017 00:00:00;   135
30.12.2017 00:00:00;   134
31.12.2017 00:00:00;   180
01.01.2018 00:00:00;   159
02.01.2018 00:00:00;   155
03.01.2018 00:00:00;   166
04.01.2018 00:00:00;   180
05.01.2018 00:00:00;   209
06.01.2018 00:00:00;   179
07.01.2018 00:00:00;   164
08.01.2018 00:00:00;   162
09.01.2018 00:00:00;   159
10.01.2018 00:00:00;   157
11.01.2018 00:00:00;   153
12.01.2018 00:00:00;   149
13.01.2018 00:00:00;   148
14.01.2018 00:00:00;   146
15.01.2018 00:00:00;   144
16.01.2018 00:00:00;   146
17.01.2018 00:00:00;   149
18.01.2018 00:00:00;   146
19.01.2018 00:00:00;   161
20.01.2018 00:00:00;   148
21.01.2018 00:00:00;   145
22.01.2018 00:00:00;   142
23.01.2018 00:00:00;   141
24.01.2018 00:00:00;   144
25.01.2018 00:00:00;   146
26.01.2018 00:00:00;   145
27.01.2018 00:00:00;   144
28.01.2018 00:00:00;   145
29.01.2018 00:00:00;   156
30.01.2018 00:00:00;   181
31.01.2018 00:00:00;   163
01.02.2018 00:00:00;   165
02.02.2018 00:00:00;   159
03.02.2018 00:00:00;   150
04.02.2018 00:00:00;   146
05.02.2018 00:00:00;   143
06.02.2018 00:00:00;   142
07.02.2018 00:00:00;   143
08.02.2018 00:00:00;   142
09.02.2018 00:00:00;   141
10.02.2018 00:00:00;   140
11.02.2018 00:00:00;   139
12.02.2018 00:00:00;   140
13.02.2018 00:00:00;   138
14.02.2018 00:00:00;   135
15.02.2018 00:00:00;   133
16.02.2018 00:00:00;   134
17.02.2018 00:00:00;   132
18.02.2018 00:00:00;   133
19.02.2018 00:00:00;   132
20.02.2018 00:00:00;   132
21.02.2018 00:00:00;   130
22.02.2018 00:00:00;   130
23.02.2018 00:00:00;   129
24.02.2018 00:00:00;   129
25.02.2018 00:00:00;   126
26.02.2018 00:00:00;   124
27.02.2018 00:00:00;   124
28.02.2018 00:00:00;   123
01.03.2018 00:00:00;   124
02.03.2018 00:00:00;   127
03.03.2018 00:00:00;   128
04.03.2018 00:00:00;   130
05.03.2018 00:00:00;   129
06.03.2018 00:00:00;   132
07.03.2018 00:00:00;   134
08.03.2018 00:00:00;   137
09.03.2018 00:00:00;   136
10.03.2018 00:00:00;   137
11.03.2018 00:00:00;   139
12.03.2018 00:00:00;   163
13.03.2018 00:00:00;   159
14.03.2018 00:00:00;   148
15.03.2018 00:00:00;   142
16.03.2018 00:00:00;   140
17.03.2018 00:00:00;   139
18.03.2018 00:00:00;   136
19.03.2018 00:00:00;   134
20.03.2018 00:00:00;   133
21.03.2018 00:00:00;   133
22.03.2018 00:00:00;   132
23.03.2018 00:00:00;   132
24.03.2018 00:00:00;   132
25.03.2018 00:00:00;   131
26.03.2018 00:00:00;   134
27.03.2018 00:00:00;   134
28.03.2018 00:00:00;   134
29.03.2018 00:00:00;   156
30.03.2018 00:00:00;   139
31.03.2018 00:00:00;   130
01.04.2018 00:00:00;   129
02.04.2018 00:00:00;   130
03.04.2018 00:00:00;   128
04.04.2018 00:00:00;   126
05.04.2018 00:00:00;   125
06.04.2018 00:00:00;   125
07.04.2018 00:00:00;   125
08.04.2018 00:00:00;   123
09.04.2018 00:00:00;   124
10.04.2018 00:00:00;   124
11.04.2018 00:00:00;   123
12.04.2018 00:00:00;   122
13.04.2018 00:00:00;   122
14.04.2018 00:00:00;   121
15.04.2018 00:00:00;   120
16.04.2018 00:00:00;   121
17.04.2018 00:00:00;   121
18.04.2018 00:00:00;   119
19.04.2018 00:00:00;   117
20.04.2018 00:00:00;   118
21.04.2018 00:00:00;   118
22.04.2018 00:00:00;   117
23.04.2018 00:00:00;   117
24.04.2018 00:00:00;   118
25.04.2018 00:00:00;   118
26.04.2018 00:00:00;   118
27.04.2018 00:00:00;   116
28.04.2018 00:00:00;   116
29.04.2018 00:00:00;   115
30.04.2018 00:00:00;   115
01.05.2018 00:00:00;   115
02.05.2018 00:00:00;   115
03.05.2018 00:00:00;   114
04.05.2018 00:00:00;   115
05.05.2018 00:00:00;   114
06.05.2018 00:00:00;   114
07.05.2018 00:00:00;   116
08.05.2018 00:00:00;   114
09.05.2018 00:00:00;   114
10.05.2018 00:00:00;   113
11.05.2018 00:00:00;   113
12.05.2018 00:00:00;   113
13.05.2018 00:00:00;   115
14.05.2018 00:00:00;   114
15.05.2018 00:00:00;   112
16.05.2018 00:00:00;   116
17.05.2018 00:00:00;   117
18.05.2018 00:00:00;   114
19.05.2018 00:00:00;   114
20.05.2018 00:00:00;   113
21.05.2018 00:00:00;   112
22.05.2018 00:00:00;   112
23.05.2018 00:00:00;   112
24.05.2018 00:00:00;   112
25.05.2018 00:00:00;   124
26.05.2018 00:00:00;   118
27.05.2018 00:00:00;   112
28.05.2018 00:00:00;   111
29.05.2018 00:00:00;   110
30.05.2018 00:00:00;   110
31.05.2018 00:00:00;   113
01.06.2018 00:00:00;   113
02.06.2018 00:00:00;   111
03.06.2018 00:00:00;   109
04.06.2018 00:00:00;   109
05.06.2018 00:00:00;   110
06.06.2018 00:00:00;   109
07.06.2018 00:00:00;   111
08.06.2018 00:00:00;   113
09.06.2018 00:00:00;   113
10.06.2018 00:00:00;   113
11.06.2018 00:00:00;   112
12.06.2018 00:00:00;   115
13.06.2018 00:00:00;   125
14.06.2018 00:00:00;   117
15.06.2018 00:00:00;   115
16.06.2018 00:00:00;   114
17.06.2018 00:00:00;   114
18.06.2018 00:00:00;   114
19.06.2018 00:00:00;   114
20.06.2018 00:00:00;   114
21.06.2018 00:00:00;   114
22.06.2018 00:00:00;   112
23.06.2018 00:00:00;   112
24.06.2018 00:00:00;   112
25.06.2018 00:00:00;   114
26.06.2018 00:00:00;   112
27.06.2018 00:00:00;   111
28.06.2018 00:00:00;   112
29.06.2018 00:00:00;   116
30.06.2018 00:00:00;   114
01.07.2018 00:00:00;   112
02.07.2018 00:00:00;   115
03.07.2018 00:00:00;   113
04.07.2018 00:00:00;   114
05.07.2018 00:00:00;   112
06.07.2018 00:00:00;   112
07.07.2018 00:00:00;   114
08.07.2018 00:00:00;   114
09.07.2018 00:00:00;   111
10.07.2018 00:00:00;   112
11.07.2018 00:00:00;   113
12.07.2018 00:00:00;   111
13.07.2018 00:00:00;   111
14.07.2018 00:00:00;   112
15.07.2018 00:00:00;   111
16.07.2018 00:00:00;   110
17.07.2018 00:00:00;   108
18.07.2018 00:00:00;   108
19.07.2018 00:00:00;   108
20.07.2018 00:00:00;   108
21.07.2018 00:00:00;   109
22.07.2018 00:00:00;   116
23.07.2018 00:00:00;   116
24.07.2018 00:00:00;   113
25.07.2018 00:00:00;   112
26.07.2018 00:00:00;   113
27.07.2018 00:00:00;   112
28.07.2018 00:00:00;   110
29.07.2018 00:00:00;   109
30.07.2018 00:00:00;   108
31.07.2018 00:00:00;   108
01.08.2018 00:00:00;   107
02.08.2018 00:00:00;   108
03.08.2018 00:00:00;   110
04.08.2018 00:00:00;   110
05.08.2018 00:00:00;   112
06.08.2018 00:00:00;   109
07.08.2018 00:00:00;   108
08.08.2018 00:00:00;   107
09.08.2018 00:00:00;   107
10.08.2018 00:00:00;   109
11.08.2018 00:00:00;   111
12.08.2018 00:00:00;   108
13.08.2018 00:00:00;   107
14.08.2018 00:00:00;   110
15.08.2018 00:00:00;   108
16.08.2018 00:00:00;   107
17.08.2018 00:00:00;   106
18.08.2018 00:00:00;   106
19.08.2018 00:00:00;   106
20.08.2018 00:00:00;   106
21.08.2018 00:00:00;   106
22.08.2018 00:00:00;   106
23.08.2018 00:00:00;   106
24.08.2018 00:00:00;   106
25.08.2018 00:00:00;   106
26.08.2018 00:00:00;   114
27.08.2018 00:00:00;   109
28.08.2018 00:00:00;   107
29.08.2018 00:00:00;   106
30.08.2018 00:00:00;   106
31.08.2018 00:00:00;   108
01.09.2018 00:00:00;   113
02.09.2018 00:00:00;   117
03.09.2018 00:00:00;   125
04.09.2018 00:00:00;   131
05.09.2018 00:00:00;   117
06.09.2018 00:00:00;   112
07.09.2018 00:00:00;   110
08.09.2018 00:00:00;   112
09.09.2018 00:00:00;   110
10.09.2018 00:00:00;   108
11.09.2018 00:00:00;   108
12.09.2018 00:00:00;   108
13.09.2018 00:00:00;   107
14.09.2018 00:00:00;   118
15.09.2018 00:00:00;   115
16.09.2018 00:00:00;   110
17.09.2018 00:00:00;   108
18.09.2018 00:00:00;   108
19.09.2018 00:00:00;   110
20.09.2018 00:00:00;   108
21.09.2018 00:00:00;   108
22.09.2018 00:00:00;   108
23.09.2018 00:00:00;   110
24.09.2018 00:00:00;   116
25.09.2018 00:00:00;   110
26.09.2018 00:00:00;   109
27.09.2018 00:00:00;   108
28.09.2018 00:00:00;   107
29.09.2018 00:00:00;   107
30.09.2018 00:00:00;   107
01.10.2018 00:00:00;   107
02.10.2018 00:00:00;   107
03.10.2018 00:00:00;   107
04.10.2018 00:00:00;   107
05.10.2018 00:00:00;   106
06.10.2018 00:00:00;   107
07.10.2018 00:00:00;   108
08.10.2018 00:00:00;   108
09.10.2018 00:00:00;   106
10.10.2018 00:00:00;   106
11.10.2018 00:00:00;   105
12.10.2018 00:00:00;   105
13.10.2018 00:00:00;   106
14.10.2018 00:00:00;   106
15.10.2018 00:00:00;   106
16.10.2018 00:00:00;   106
17.10.2018 00:00:00;   106
18.10.2018 00:00:00;   106
19.10.2018 00:00:00;   106
20.10.2018 00:00:00;   106
21.10.2018 00:00:00;   107
22.10.2018 00:00:00;   106
23.10.2018 00:00:00;   106
24.10.2018 00:00:00;   114
25.10.2018 00:00:00;   114
26.10.2018 00:00:00;   110
27.10.2018 00:00:00;   113
28.10.2018 00:00:00;   121
29.10.2018 00:00:00;   113
30.10.2018 00:00:00;   110
31.10.2018 00:00:00;   109
01.11.2018 00:00:00;   108
02.11.2018 00:00:00;   108
03.11.2018 00:00:00;   111
04.11.2018 00:00:00;   109
05.11.2018 00:00:00;   109
06.11.2018 00:00:00;   108
07.11.2018 00:00:00;   107
08.11.2018 00:00:00;   108
09.11.2018 00:00:00;   107
10.11.2018 00:00:00;   107
11.11.2018 00:00:00;   107
12.11.2018 00:00:00;   107
13.11.2018 00:00:00;   107
14.11.2018 00:00:00;   107
15.11.2018 00:00:00;   107
16.11.2018 00:00:00;   111
17.11.2018 00:00:00;   112
18.11.2018 00:00:00;   104
19.11.2018 00:00:00;   104
20.11.2018 00:00:00;   105
21.11.2018 00:00:00;   105
22.11.2018 00:00:00;   107
23.11.2018 00:00:00;   108
24.11.2018 00:00:00;   108
25.11.2018 00:00:00;   108
26.11.2018 00:00:00;   112
27.11.2018 00:00:00;   113
28.11.2018 00:00:00;   111
29.11.2018 00:00:00;   110
30.11.2018 00:00:00;   110
01.12.2018 00:00:00;   111
02.12.2018 00:00:00;   114
03.12.2018 00:00:00;   155
04.12.2018 00:00:00;   162
05.12.2018 00:00:00;   135
06.12.2018 00:00:00;   125
07.12.2018 00:00:00;   123
08.12.2018 00:00:00;   125
09.12.2018 00:00:00;   140
10.12.2018 00:00:00;   154
11.12.2018 00:00:00;   134
12.12.2018 00:00:00;   128
13.12.2018 00:00:00;   125
14.12.2018 00:00:00;   122
15.12.2018 00:00:00;   121
16.12.2018 00:00:00;   118
17.12.2018 00:00:00;   117
18.12.2018 00:00:00;   118
19.12.2018 00:00:00;   118
20.12.2018 00:00:00;   117
21.12.2018 00:00:00;   121
22.12.2018 00:00:00;   204
23.12.2018 00:00:00;   172
24.12.2018 00:00:00;   210
25.12.2018 00:00:00;   157
26.12.2018 00:00:00;   145
27.12.2018 00:00:00;   140
28.12.2018 00:00:00;   137
29.12.2018 00:00:00;   136
30.12.2018 00:00:00;   132
31.12.2018 00:00:00;   135
01.01.2019 00:00:00;   134
02.01.2019 00:00:00;   144
03.01.2019 00:00:00;   133
04.01.2019 00:00:00;   129
05.01.2019 00:00:00;   128
06.01.2019 00:00:00;   126
07.01.2019 00:00:00;   126
08.01.2019 00:00:00;   130
09.01.2019 00:00:00;   140
10.01.2019 00:00:00;   131
11.01.2019 00:00:00;   127
12.01.2019 00:00:00;   125
13.01.2019 00:00:00;   127
14.01.2019 00:00:00;   141
15.01.2019 00:00:00;   134
16.01.2019 00:00:00;   130
17.01.2019 00:00:00;   127
18.01.2019 00:00:00;   127
19.01.2019 00:00:00;   125
20.01.2019 00:00:00;   124
21.01.2019 00:00:00;   122
22.01.2019 00:00:00;   123
23.01.2019 00:00:00;   122
24.01.2019 00:00:00;   121
25.01.2019 00:00:00;   120
26.01.2019 00:00:00;   120
27.01.2019 00:00:00;   120
28.01.2019 00:00:00;   120
29.01.2019 00:00:00;   120
30.01.2019 00:00:00;   120
31.01.2019 00:00:00;   119
01.02.2019 00:00:00;   119
02.02.2019 00:00:00;   119
03.02.2019 00:00:00;   122
04.02.2019 00:00:00;   121
05.02.2019 00:00:00;   120
06.02.2019 00:00:00;   120
07.02.2019 00:00:00;   120
08.02.2019 00:00:00;   120
09.02.2019 00:00:00;   119
10.02.2019 00:00:00;   120
11.02.2019 00:00:00;   125
12.02.2019 00:00:00;   123
13.02.2019 00:00:00;   122
14.02.2019 00:00:00;   121
15.02.2019 00:00:00;   121
16.02.2019 00:00:00;   121
17.02.2019 00:00:00;   121
18.02.2019 00:00:00;   121
19.02.2019 00:00:00;   122
20.02.2019 00:00:00;   124
21.02.2019 00:00:00;   124
22.02.2019 00:00:00;   131
23.02.2019 00:00:00;   136
24.02.2019 00:00:00;   132
25.02.2019 00:00:00;   128
26.02.2019 00:00:00;   128
27.02.2019 00:00:00;   131
28.02.2019 00:00:00;   135
01.03.2019 00:00:00;   160
02.03.2019 00:00:00;   193
03.03.2019 00:00:00;   178
04.03.2019 00:00:00;   177
05.03.2019 00:00:00;   181
06.03.2019 00:00:00;   177
07.03.2019 00:00:00;   173
08.03.2019 00:00:00;   176
09.03.2019 00:00:00;   172
10.03.2019 00:00:00;   212
11.03.2019 00:00:00;   188
12.03.2019 00:00:00;   167
13.03.2019 00:00:00;   162
14.03.2019 00:00:00;   165
15.03.2019 00:00:00;   201
16.03.2019 00:00:00;   269
17.03.2019 00:00:00;   200
18.03.2019 00:00:00;   190
19.03.2019 00:00:00;   177
20.03.2019 00:00:00;   168
21.03.2019 00:00:00;   163
22.03.2019 00:00:00;   160
23.03.2019 00:00:00;   158
24.03.2019 00:00:00;   155
25.03.2019 00:00:00;   153
26.03.2019 00:00:00;   150
27.03.2019 00:00:00;   148
28.03.2019 00:00:00;   146
29.03.2019 00:00:00;   144
30.03.2019 00:00:00;   143
31.03.2019 00:00:00;   141
01.04.2019 00:00:00;   140
02.04.2019 00:00:00;   138
03.04.2019 00:00:00;   137
04.04.2019 00:00:00;   136
05.04.2019 00:00:00;   135
06.04.2019 00:00:00;   134
07.04.2019 00:00:00;   133
08.04.2019 00:00:00;   133
09.04.2019 00:00:00;   132
10.04.2019 00:00:00;   132
11.04.2019 00:00:00;   131
12.04.2019 00:00:00;   130
13.04.2019 00:00:00;   129
14.04.2019 00:00:00;   129
15.04.2019 00:00:00;   129
16.04.2019 00:00:00;   128
17.04.2019 00:00:00;   127
18.04.2019 00:00:00;   126
19.04.2019 00:00:00;   125
20.04.2019 00:00:00;   125
21.04.2019 00:00:00;   125
22.04.2019 00:00:00;   124
23.04.2019 00:00:00;   125
24.04.2019 00:00:00;   124
25.04.2019 00:00:00;   123
26.04.2019 00:00:00;   123
27.04.2019 00:00:00;   123
28.04.2019 00:00:00;   123
29.04.2019 00:00:00;   123
30.04.2019 00:00:00;   125
01.05.2019 00:00:00;   123
02.05.2019 00:00:00;   122
03.05.2019 00:00:00;   129
04.05.2019 00:00:00;   129
05.05.2019 00:00:00;   128
06.05.2019 00:00:00;   124
07.05.2019 00:00:00;   122
08.05.2019 00:00:00;   121
09.05.2019 00:00:00;   124
10.05.2019 00:00:00;   124
11.05.2019 00:00:00;   125
12.05.2019 00:00:00;   129
13.05.2019 00:00:00;   126
14.05.2019 00:00:00;   122
15.05.2019 00:00:00;   121
16.05.2019 00:00:00;   122
17.05.2019 00:00:00;   121
18.05.2019 00:00:00;   120
19.05.2019 00:00:00;   119
20.05.2019 00:00:00;   121
21.05.2019 00:00:00;   152
22.05.2019 00:00:00;   159
23.05.2019 00:00:00;   138
24.05.2019 00:00:00;   129
25.05.2019 00:00:00;   126
26.05.2019 00:00:00;   123
27.05.2019 00:00:00;   125
28.05.2019 00:00:00;   136
29.05.2019 00:00:00;   145
30.05.2019 00:00:00;   135
31.05.2019 00:00:00;   129
01.06.2019 00:00:00;   126
02.06.2019 00:00:00;   124
03.06.2019 00:00:00;   123
04.06.2019 00:00:00;   122
05.06.2019 00:00:00;   121
06.06.2019 00:00:00;   122
07.06.2019 00:00:00;   121
08.06.2019 00:00:00;   119
09.06.2019 00:00:00;   118
10.06.2019 00:00:00;   118
11.06.2019 00:00:00;   118
12.06.2019 00:00:00;   117
13.06.2019 00:00:00;   117
14.06.2019 00:00:00;   116
15.06.2019 00:00:00;   116
16.06.2019 00:00:00;   118
17.06.2019 00:00:00;   117
18.06.2019 00:00:00;   116
19.06.2019 00:00:00;   115
20.06.2019 00:00:00;   115
21.06.2019 00:00:00;   116
22.06.2019 00:00:00;   119
23.06.2019 00:00:00;   138
24.06.2019 00:00:00;   121
25.06.2019 00:00:00;   116
26.06.2019 00:00:00;   115
27.06.2019 00:00:00;   114
28.06.2019 00:00:00;   114
29.06.2019 00:00:00;   114
30.06.2019 00:00:00;   113
01.07.2019 00:00:00;   113
02.07.2019 00:00:00;   117
03.07.2019 00:00:00;   116
04.07.2019 00:00:00;   115
05.07.2019 00:00:00;   115
06.07.2019 00:00:00;   115
07.07.2019 00:00:00;   116
08.07.2019 00:00:00;   116
09.07.2019 00:00:00;   115
10.07.2019 00:00:00;   115
11.07.2019 00:00:00;   115
12.07.2019 00:00:00;   116
13.07.2019 00:00:00;   142
14.07.2019 00:00:00;   129
15.07.2019 00:00:00;   126
16.07.2019 00:00:00;   118
17.07.2019 00:00:00;   116
18.07.2019 00:00:00;   115
19.07.2019 00:00:00;   114
20.07.2019 00:00:00;   114
21.07.2019 00:00:00;   115
22.07.2019 00:00:00;   115
