Messstelle:                ;Mitterbach (Brücke)
15.01.2016 00:00:00;    62
16.01.2016 00:00:00;    62
17.01.2016 00:00:00;    60
18.01.2016 00:00:00;    62
19.01.2016 00:00:00;    60
20.01.2016 00:00:00;    60
21.01.2016 00:00:00;    60
22.01.2016 00:00:00;    60
23.01.2016 00:00:00;    60
24.01.2016 00:00:00;    61
25.01.2016 00:00:00;    63
26.01.2016 00:00:00;    69
27.01.2016 00:00:00;    71
28.01.2016 00:00:00;    73
29.01.2016 00:00:00;    77
30.01.2016 00:00:00;    78
31.01.2016 00:00:00;    77
01.02.2016 00:00:00;    97
02.02.2016 00:00:00;   104
03.02.2016 00:00:00;    92
04.02.2016 00:00:00;    85
05.02.2016 00:00:00;    81
06.02.2016 00:00:00;    77
07.02.2016 00:00:00;    75
08.02.2016 00:00:00;    74
09.02.2016 00:00:00;    73
10.02.2016 00:00:00;    74
11.02.2016 00:00:00;    73
12.02.2016 00:00:00;    71
13.02.2016 00:00:00;    70
14.02.2016 00:00:00;    69
15.02.2016 00:00:00;    69
16.02.2016 00:00:00;    68
17.02.2016 00:00:00;    68
18.02.2016 00:00:00;    67
19.02.2016 00:00:00;    68
20.02.2016 00:00:00;    67
21.02.2016 00:00:00;    81
22.02.2016 00:00:00;    96
23.02.2016 00:00:00;    92
24.02.2016 00:00:00;    86
25.02.2016 00:00:00;    81
26.02.2016 00:00:00;    78
27.02.2016 00:00:00;    76
28.02.2016 00:00:00;    74
29.02.2016 00:00:00;    73
01.03.2016 00:00:00;    73
02.03.2016 00:00:00;    72
03.03.2016 00:00:00;    71
04.03.2016 00:00:00;    71
05.03.2016 00:00:00;    70
06.03.2016 00:00:00;    69
07.03.2016 00:00:00;    69
08.03.2016 00:00:00;    69
09.03.2016 00:00:00;    68
10.03.2016 00:00:00;    68
11.03.2016 00:00:00;    68
12.03.2016 00:00:00;    68
13.03.2016 00:00:00;    68
14.03.2016 00:00:00;    67
15.03.2016 00:00:00;    67
16.03.2016 00:00:00;    67
17.03.2016 00:00:00;    66
18.03.2016 00:00:00;    66
19.03.2016 00:00:00;    67
20.03.2016 00:00:00;    67
21.03.2016 00:00:00;    69
22.03.2016 00:00:00;    69
23.03.2016 00:00:00;    69
24.03.2016 00:00:00;    68
25.03.2016 00:00:00;    67
26.03.2016 00:00:00;    67
27.03.2016 00:00:00;    67
28.03.2016 00:00:00;    68
29.03.2016 00:00:00;    71
30.03.2016 00:00:00;    73
31.03.2016 00:00:00;    74
01.04.2016 00:00:00;    78
02.04.2016 00:00:00;    80
03.04.2016 00:00:00;    80
04.04.2016 00:00:00;    80
05.04.2016 00:00:00;    80
06.04.2016 00:00:00;    80
07.04.2016 00:00:00;    79
08.04.2016 00:00:00;    79
09.04.2016 00:00:00;    77
10.04.2016 00:00:00;    75
11.04.2016 00:00:00;    74
12.04.2016 00:00:00;    74
13.04.2016 00:00:00;    73
14.04.2016 00:00:00;    75
15.04.2016 00:00:00;    75
16.04.2016 00:00:00;    72
17.04.2016 00:00:00;    74
18.04.2016 00:00:00;    73
19.04.2016 00:00:00;    72
20.04.2016 00:00:00;    70
21.04.2016 00:00:00;    70
22.04.2016 00:00:00;    70
23.04.2016 00:00:00;    70
24.04.2016 00:00:00;    70
25.04.2016 00:00:00;    68
26.04.2016 00:00:00;    66
27.04.2016 00:00:00;    67
28.04.2016 00:00:00;    66
29.04.2016 00:00:00;    66
30.04.2016 00:00:00;    66
01.05.2016 00:00:00;    67
02.05.2016 00:00:00;    70
03.05.2016 00:00:00;    72
04.05.2016 00:00:00;    86
05.05.2016 00:00:00;    86
06.05.2016 00:00:00;    79
07.05.2016 00:00:00;    76
08.05.2016 00:00:00;    74
09.05.2016 00:00:00;    72
10.05.2016 00:00:00;    70
11.05.2016 00:00:00;    69
12.05.2016 00:00:00;    68
13.05.2016 00:00:00;    72
14.05.2016 00:00:00;    80
15.05.2016 00:00:00;    82
16.05.2016 00:00:00;    74
17.05.2016 00:00:00;    70
18.05.2016 00:00:00;    71
19.05.2016 00:00:00;    72
20.05.2016 00:00:00;    79
21.05.2016 00:00:00;    77
22.05.2016 00:00:00;    74
23.05.2016 00:00:00;    72
24.05.2016 00:00:00;    70
25.05.2016 00:00:00;    70
26.05.2016 00:00:00;    69
27.05.2016 00:00:00;    68
28.05.2016 00:00:00;    70
29.05.2016 00:00:00;    72
30.05.2016 00:00:00;    71
31.05.2016 00:00:00;    69
01.06.2016 00:00:00;    69
02.06.2016 00:00:00;    68
03.06.2016 00:00:00;    67
04.06.2016 00:00:00;    67
05.06.2016 00:00:00;    68
06.06.2016 00:00:00;    68
07.06.2016 00:00:00;    67
08.06.2016 00:00:00;    66
09.06.2016 00:00:00;    65
10.06.2016 00:00:00;    66
11.06.2016 00:00:00;    65
12.06.2016 00:00:00;    65
13.06.2016 00:00:00;    65
14.06.2016 00:00:00;    65
15.06.2016 00:00:00;    69
16.06.2016 00:00:00;    69
17.06.2016 00:00:00;    68
18.06.2016 00:00:00;    67
19.06.2016 00:00:00;    66
20.06.2016 00:00:00;    75
21.06.2016 00:00:00;    80
22.06.2016 00:00:00;    74
23.06.2016 00:00:00;    71
24.06.2016 00:00:00;    68
25.06.2016 00:00:00;    67
26.06.2016 00:00:00;    66
27.06.2016 00:00:00;    70
28.06.2016 00:00:00;    69
29.06.2016 00:00:00;    68
30.06.2016 00:00:00;    67
01.07.2016 00:00:00;    67
02.07.2016 00:00:00;    67
03.07.2016 00:00:00;    71
04.07.2016 00:00:00;    71
05.07.2016 00:00:00;    69
06.07.2016 00:00:00;    67
07.07.2016 00:00:00;    66
08.07.2016 00:00:00;    65
09.07.2016 00:00:00;    65
10.07.2016 00:00:00;    65
11.07.2016 00:00:00;    65
12.07.2016 00:00:00;    68
13.07.2016 00:00:00;    77
14.07.2016 00:00:00;    90
15.07.2016 00:00:00;    84
16.07.2016 00:00:00;    75
17.07.2016 00:00:00;    73
18.07.2016 00:00:00;    82
19.07.2016 00:00:00;    89
20.07.2016 00:00:00;    81
21.07.2016 00:00:00;    72
22.07.2016 00:00:00;    72
23.07.2016 00:00:00;    71
24.07.2016 00:00:00;    69
25.07.2016 00:00:00;    68
26.07.2016 00:00:00;    68
27.07.2016 00:00:00;    69
28.07.2016 00:00:00;    72
29.07.2016 00:00:00;    71
30.07.2016 00:00:00;    69
31.07.2016 00:00:00;    69
01.08.2016 00:00:00;    70
02.08.2016 00:00:00;    69
03.08.2016 00:00:00;    68
04.08.2016 00:00:00;    67
05.08.2016 00:00:00;    69
06.08.2016 00:00:00;    75
07.08.2016 00:00:00;    74
08.08.2016 00:00:00;    71
09.08.2016 00:00:00;    69
10.08.2016 00:00:00;    80
11.08.2016 00:00:00;    83
12.08.2016 00:00:00;    76
13.08.2016 00:00:00;    75
14.08.2016 00:00:00;    74
15.08.2016 00:00:00;    71
16.08.2016 00:00:00;    70
17.08.2016 00:00:00;    69
18.08.2016 00:00:00;    68
19.08.2016 00:00:00;    68
20.08.2016 00:00:00;    67
21.08.2016 00:00:00;    73
22.08.2016 00:00:00;    75
23.08.2016 00:00:00;    72
24.08.2016 00:00:00;    70
25.08.2016 00:00:00;    68
26.08.2016 00:00:00;    68
27.08.2016 00:00:00;    67
28.08.2016 00:00:00;    67
29.08.2016 00:00:00;    67
30.08.2016 00:00:00;    67
31.08.2016 00:00:00;    66
01.09.2016 00:00:00;    66
02.09.2016 00:00:00;    65
03.09.2016 00:00:00;    65
04.09.2016 00:00:00;    65
05.09.2016 00:00:00;    67
06.09.2016 00:00:00;    83
07.09.2016 00:00:00;    85
08.09.2016 00:00:00;    76
09.09.2016 00:00:00;    72
10.09.2016 00:00:00;    70
11.09.2016 00:00:00;    68
12.09.2016 00:00:00;    68
13.09.2016 00:00:00;    67
14.09.2016 00:00:00;    67
15.09.2016 00:00:00;    66
16.09.2016 00:00:00;    66
17.09.2016 00:00:00;    66
18.09.2016 00:00:00;    66
19.09.2016 00:00:00;    66
20.09.2016 00:00:00;    72
21.09.2016 00:00:00;    71
22.09.2016 00:00:00;    68
23.09.2016 00:00:00;    67
24.09.2016 00:00:00;    66
25.09.2016 00:00:00;    65
26.09.2016 00:00:00;    65
27.09.2016 00:00:00;    65
28.09.2016 00:00:00;    64
29.09.2016 00:00:00;    64
30.09.2016 00:00:00;    64
01.10.2016 00:00:00;    64
02.10.2016 00:00:00;    64
03.10.2016 00:00:00;    65
04.10.2016 00:00:00;    77
05.10.2016 00:00:00;    87
06.10.2016 00:00:00;    80
07.10.2016 00:00:00;    76
08.10.2016 00:00:00;    76
09.10.2016 00:00:00;    76
10.10.2016 00:00:00;    75
11.10.2016 00:00:00;    74
12.10.2016 00:00:00;    73
13.10.2016 00:00:00;    71
14.10.2016 00:00:00;    73
15.10.2016 00:00:00;    77
16.10.2016 00:00:00;    76
17.10.2016 00:00:00;    73
18.10.2016 00:00:00;    73
19.10.2016 00:00:00;    74
20.10.2016 00:00:00;    82
21.10.2016 00:00:00;    80
22.10.2016 00:00:00;    77
23.10.2016 00:00:00;    75
24.10.2016 00:00:00;    73
25.10.2016 00:00:00;    72
26.10.2016 00:00:00;    72
27.10.2016 00:00:00;    71
28.10.2016 00:00:00;    70
29.10.2016 00:00:00;    69
30.10.2016 00:00:00;    72
31.10.2016 00:00:00;    71
01.11.2016 00:00:00;    72
02.11.2016 00:00:00;    71
03.11.2016 00:00:00;    71
04.11.2016 00:00:00;    71
05.11.2016 00:00:00;    70
06.11.2016 00:00:00;    71
07.11.2016 00:00:00;    73
08.11.2016 00:00:00;    73
09.11.2016 00:00:00;    72
10.11.2016 00:00:00;    71
11.11.2016 00:00:00;    69
12.11.2016 00:00:00;    69
13.11.2016 00:00:00;    67
14.11.2016 00:00:00;    66
15.11.2016 00:00:00;    66
16.11.2016 00:00:00;    68
17.11.2016 00:00:00;    76
18.11.2016 00:00:00;    78
19.11.2016 00:00:00;    77
20.11.2016 00:00:00;    76
21.11.2016 00:00:00;    74
22.11.2016 00:00:00;    73
23.11.2016 00:00:00;    71
24.11.2016 00:00:00;    70
25.11.2016 00:00:00;    69
26.11.2016 00:00:00;    68
27.11.2016 00:00:00;    68
28.11.2016 00:00:00;    67
29.11.2016 00:00:00;    66
30.11.2016 00:00:00;    66
01.12.2016 00:00:00;    65
02.12.2016 00:00:00;    66
03.12.2016 00:00:00;    66
04.12.2016 00:00:00;    65
05.12.2016 00:00:00;    65
06.12.2016 00:00:00;    65
07.12.2016 00:00:00;    65
08.12.2016 00:00:00;    65
09.12.2016 00:00:00;    65
10.12.2016 00:00:00;    65
11.12.2016 00:00:00;    65
12.12.2016 00:00:00;    68
13.12.2016 00:00:00;    68
14.12.2016 00:00:00;    67
15.12.2016 00:00:00;    67
16.12.2016 00:00:00;    66
17.12.2016 00:00:00;    66
18.12.2016 00:00:00;    66
19.12.2016 00:00:00;    66
20.12.2016 00:00:00;    65
21.12.2016 00:00:00;    65
22.12.2016 00:00:00;    65
23.12.2016 00:00:00;    65
24.12.2016 00:00:00;    65
25.12.2016 00:00:00;    67
26.12.2016 00:00:00;    71
27.12.2016 00:00:00;    79
28.12.2016 00:00:00;    79
29.12.2016 00:00:00;    76
30.12.2016 00:00:00;    73
31.12.2016 00:00:00;    70
01.01.2017 00:00:00;    69
02.01.2017 00:00:00;    68
03.01.2017 00:00:00;    67
04.01.2017 00:00:00;    66
05.01.2017 00:00:00;    68
06.01.2017 00:00:00;    66
07.01.2017 00:00:00;    65
08.01.2017 00:00:00;    66
09.01.2017 00:00:00;    66
10.01.2017 00:00:00;    65
11.01.2017 00:00:00;    64
12.01.2017 00:00:00;    65
13.01.2017 00:00:00;    65
14.01.2017 00:00:00;    66
15.01.2017 00:00:00;    66
16.01.2017 00:00:00;    65
17.01.2017 00:00:00;    65
18.01.2017 00:00:00;    65
19.01.2017 00:00:00;    64
20.01.2017 00:00:00;    64
21.01.2017 00:00:00;    64
22.01.2017 00:00:00;    64
23.01.2017 00:00:00;    64
24.01.2017 00:00:00;    64
25.01.2017 00:00:00;    64
26.01.2017 00:00:00;    64
27.01.2017 00:00:00;    64
28.01.2017 00:00:00;    63
29.01.2017 00:00:00;    64
30.01.2017 00:00:00;    64
31.01.2017 00:00:00;    64
01.02.2017 00:00:00;    64
02.02.2017 00:00:00;    65
03.02.2017 00:00:00;    65
04.02.2017 00:00:00;    67
05.02.2017 00:00:00;    67
06.02.2017 00:00:00;    68
07.02.2017 00:00:00;    67
08.02.2017 00:00:00;    66
09.02.2017 00:00:00;    66
10.02.2017 00:00:00;    65
11.02.2017 00:00:00;    65
12.02.2017 00:00:00;    64
13.02.2017 00:00:00;    64
14.02.2017 00:00:00;    64
15.02.2017 00:00:00;    64
16.02.2017 00:00:00;    65
17.02.2017 00:00:00;    66
18.02.2017 00:00:00;    66
19.02.2017 00:00:00;    65
20.02.2017 00:00:00;    65
21.02.2017 00:00:00;    70
22.02.2017 00:00:00;    91
23.02.2017 00:00:00;    95
24.02.2017 00:00:00;    91
25.02.2017 00:00:00;    85
26.02.2017 00:00:00;    80
27.02.2017 00:00:00;    77
28.02.2017 00:00:00;    76
01.03.2017 00:00:00;    75
02.03.2017 00:00:00;    74
03.03.2017 00:00:00;    73
04.03.2017 00:00:00;    74
05.03.2017 00:00:00;    75
06.03.2017 00:00:00;    76
07.03.2017 00:00:00;    75
08.03.2017 00:00:00;    74
09.03.2017 00:00:00;    73
10.03.2017 00:00:00;    76
11.03.2017 00:00:00;    76
12.03.2017 00:00:00;    74
13.03.2017 00:00:00;    73
14.03.2017 00:00:00;    72
15.03.2017 00:00:00;    72
16.03.2017 00:00:00;    73
17.03.2017 00:00:00;    75
18.03.2017 00:00:00;    87
19.03.2017 00:00:00;   109
20.03.2017 00:00:00;   110
21.03.2017 00:00:00;   104
22.03.2017 00:00:00;    99
23.03.2017 00:00:00;    94
24.03.2017 00:00:00;    91
25.03.2017 00:00:00;    88
26.03.2017 00:00:00;    86
27.03.2017 00:00:00;    84
28.03.2017 00:00:00;    82
29.03.2017 00:00:00;    81
30.03.2017 00:00:00;    81
31.03.2017 00:00:00;    81
01.04.2017 00:00:00;    83
02.04.2017 00:00:00;    83
03.04.2017 00:00:00;    82
04.04.2017 00:00:00;    81
05.04.2017 00:00:00;    79
06.04.2017 00:00:00;    78
07.04.2017 00:00:00;    77
08.04.2017 00:00:00;    78
09.04.2017 00:00:00;    79
10.04.2017 00:00:00;    78
11.04.2017 00:00:00;    77
12.04.2017 00:00:00;    75
13.04.2017 00:00:00;    75
14.04.2017 00:00:00;    74
15.04.2017 00:00:00;    73
16.04.2017 00:00:00;    77
17.04.2017 00:00:00;    77
18.04.2017 00:00:00;    77
19.04.2017 00:00:00;    77
20.04.2017 00:00:00;    75
21.04.2017 00:00:00;    73
22.04.2017 00:00:00;    72
23.04.2017 00:00:00;    74
24.04.2017 00:00:00;    74
25.04.2017 00:00:00;    79
26.04.2017 00:00:00;    89
27.04.2017 00:00:00;    93
28.04.2017 00:00:00;    88
29.04.2017 00:00:00;    83
30.04.2017 00:00:00;    79
01.05.2017 00:00:00;    80
02.05.2017 00:00:00;    87
03.05.2017 00:00:00;    87
04.05.2017 00:00:00;    87
05.05.2017 00:00:00;    87
06.05.2017 00:00:00;    85
07.05.2017 00:00:00;    87
08.05.2017 00:00:00;    92
09.05.2017 00:00:00;    95
10.05.2017 00:00:00;    86
11.05.2017 00:00:00;    82
12.05.2017 00:00:00;    82
13.05.2017 00:00:00;    83
14.05.2017 00:00:00;    81
15.05.2017 00:00:00;    84
16.05.2017 00:00:00;    81
17.05.2017 00:00:00;    78
18.05.2017 00:00:00;    77
19.05.2017 00:00:00;    76
20.05.2017 00:00:00;    75
21.05.2017 00:00:00;    75
22.05.2017 00:00:00;    75
23.05.2017 00:00:00;    73
24.05.2017 00:00:00;    73
25.05.2017 00:00:00;    78
26.05.2017 00:00:00;    77
27.05.2017 00:00:00;    74
28.05.2017 00:00:00;    72
29.05.2017 00:00:00;    71
30.05.2017 00:00:00;    70
31.05.2017 00:00:00;    70
01.06.2017 00:00:00;    69
02.06.2017 00:00:00;    70
03.06.2017 00:00:00;    71
04.06.2017 00:00:00;    70
05.06.2017 00:00:00;    69
06.06.2017 00:00:00;    69
07.06.2017 00:00:00;    69
08.06.2017 00:00:00;    68
09.06.2017 00:00:00;    68
10.06.2017 00:00:00;    69
11.06.2017 00:00:00;    69
12.06.2017 00:00:00;    68
13.06.2017 00:00:00;    67
14.06.2017 00:00:00;    67
15.06.2017 00:00:00;    66
16.06.2017 00:00:00;    67
17.06.2017 00:00:00;    67
18.06.2017 00:00:00;    66
19.06.2017 00:00:00;    66
20.06.2017 00:00:00;    66
21.06.2017 00:00:00;    65
22.06.2017 00:00:00;    65
23.06.2017 00:00:00;    66
24.06.2017 00:00:00;    65
25.06.2017 00:00:00;    66
26.06.2017 00:00:00;    66
27.06.2017 00:00:00;    65
28.06.2017 00:00:00;    64
29.06.2017 00:00:00;    64
30.06.2017 00:00:00;    63
01.07.2017 00:00:00;    63
02.07.2017 00:00:00;    63
03.07.2017 00:00:00;    64
04.07.2017 00:00:00;    65
05.07.2017 00:00:00;    64
06.07.2017 00:00:00;    64
07.07.2017 00:00:00;    63
08.07.2017 00:00:00;    63
09.07.2017 00:00:00;    63
10.07.2017 00:00:00;    64
11.07.2017 00:00:00;    64
12.07.2017 00:00:00;    63
13.07.2017 00:00:00;    64
14.07.2017 00:00:00;    63
15.07.2017 00:00:00;    66
16.07.2017 00:00:00;    69
17.07.2017 00:00:00;    68
18.07.2017 00:00:00;    66
19.07.2017 00:00:00;    66
20.07.2017 00:00:00;    66
21.07.2017 00:00:00;    73
22.07.2017 00:00:00;    71
23.07.2017 00:00:00;    69
24.07.2017 00:00:00;    75
25.07.2017 00:00:00;    81
26.07.2017 00:00:00;    76
27.07.2017 00:00:00;    88
28.07.2017 00:00:00;    85
29.07.2017 00:00:00;    77
30.07.2017 00:00:00;    73
31.07.2017 00:00:00;    70
01.08.2017 00:00:00;    69
02.08.2017 00:00:00;    68
03.08.2017 00:00:00;    67
04.08.2017 00:00:00;    67
05.08.2017 00:00:00;    67
06.08.2017 00:00:00;    71
07.08.2017 00:00:00;    78
08.08.2017 00:00:00;    74
09.08.2017 00:00:00;    71
10.08.2017 00:00:00;    70
11.08.2017 00:00:00;    69
12.08.2017 00:00:00;    68
13.08.2017 00:00:00;    67
14.08.2017 00:00:00;    67
15.08.2017 00:00:00;    67
16.08.2017 00:00:00;    67
17.08.2017 00:00:00;    67
18.08.2017 00:00:00;    66
19.08.2017 00:00:00;    68
20.08.2017 00:00:00;    73
21.08.2017 00:00:00;    72
22.08.2017 00:00:00;    70
23.08.2017 00:00:00;    68
24.08.2017 00:00:00;    67
25.08.2017 00:00:00;    67
26.08.2017 00:00:00;    66
27.08.2017 00:00:00;    66
28.08.2017 00:00:00;    67
29.08.2017 00:00:00;    67
30.08.2017 00:00:00;    66
31.08.2017 00:00:00;    68
01.09.2017 00:00:00;    76
02.09.2017 00:00:00;    81
03.09.2017 00:00:00;    92
04.09.2017 00:00:00;    97
05.09.2017 00:00:00;    81
06.09.2017 00:00:00;    76
07.09.2017 00:00:00;    75
08.09.2017 00:00:00;    73
09.09.2017 00:00:00;    71
10.09.2017 00:00:00;    71
11.09.2017 00:00:00;    70
12.09.2017 00:00:00;    70
13.09.2017 00:00:00;    70
14.09.2017 00:00:00;    69
15.09.2017 00:00:00;    67
16.09.2017 00:00:00;    67
17.09.2017 00:00:00;    67
18.09.2017 00:00:00;    67
19.09.2017 00:00:00;    74
20.09.2017 00:00:00;   105
21.09.2017 00:00:00;   101
22.09.2017 00:00:00;    85
23.09.2017 00:00:00;    78
24.09.2017 00:00:00;    76
25.09.2017 00:00:00;    74
26.09.2017 00:00:00;    72
27.09.2017 00:00:00;    72
28.09.2017 00:00:00;    71
29.09.2017 00:00:00;    70
30.09.2017 00:00:00;    70
01.10.2017 00:00:00;    70
02.10.2017 00:00:00;    69
03.10.2017 00:00:00;    70
04.10.2017 00:00:00;    69
05.10.2017 00:00:00;    69
06.10.2017 00:00:00;    73
07.10.2017 00:00:00;    81
08.10.2017 00:00:00;    83
09.10.2017 00:00:00;    93
10.10.2017 00:00:00;    92
11.10.2017 00:00:00;    78
12.10.2017 00:00:00;    76
13.10.2017 00:00:00;    74
14.10.2017 00:00:00;    72
15.10.2017 00:00:00;    71
16.10.2017 00:00:00;    70
17.10.2017 00:00:00;    69
18.10.2017 00:00:00;    69
19.10.2017 00:00:00;    69
20.10.2017 00:00:00;    68
21.10.2017 00:00:00;    68
22.10.2017 00:00:00;    68
23.10.2017 00:00:00;    72
24.10.2017 00:00:00;    82
25.10.2017 00:00:00;    83
26.10.2017 00:00:00;    79
27.10.2017 00:00:00;    82
28.10.2017 00:00:00;    91
29.10.2017 00:00:00;    94
30.10.2017 00:00:00;    95
31.10.2017 00:00:00;    85
01.11.2017 00:00:00;    77
02.11.2017 00:00:00;    78
03.11.2017 00:00:00;    79
04.11.2017 00:00:00;    77
05.11.2017 00:00:00;    76
06.11.2017 00:00:00;    79
07.11.2017 00:00:00;    80
08.11.2017 00:00:00;    81
09.11.2017 00:00:00;    81
10.11.2017 00:00:00;    80
11.11.2017 00:00:00;    79
12.11.2017 00:00:00;    80
13.11.2017 00:00:00;    82
14.11.2017 00:00:00;    80
15.11.2017 00:00:00;    78
16.11.2017 00:00:00;    76
17.11.2017 00:00:00;    75
18.11.2017 00:00:00;    74
19.11.2017 00:00:00;    73
20.11.2017 00:00:00;    73
21.11.2017 00:00:00;    75
22.11.2017 00:00:00;    78
23.11.2017 00:00:00;    80
24.11.2017 00:00:00;    80
25.11.2017 00:00:00;    80
26.11.2017 00:00:00;    80
27.11.2017 00:00:00;    78
28.11.2017 00:00:00;    77
29.11.2017 00:00:00;    76
30.11.2017 00:00:00;    75
01.12.2017 00:00:00;    74
02.12.2017 00:00:00;    73
03.12.2017 00:00:00;    72
04.12.2017 00:00:00;    71
05.12.2017 00:00:00;    72
06.12.2017 00:00:00;    71
07.12.2017 00:00:00;    71
08.12.2017 00:00:00;    71
09.12.2017 00:00:00;    70
10.12.2017 00:00:00;    70
11.12.2017 00:00:00;    70
12.12.2017 00:00:00;    72
13.12.2017 00:00:00;    73
14.12.2017 00:00:00;    72
15.12.2017 00:00:00;    72
16.12.2017 00:00:00;    71
17.12.2017 00:00:00;    70
18.12.2017 00:00:00;    70
19.12.2017 00:00:00;    69
20.12.2017 00:00:00;    69
21.12.2017 00:00:00;    69
22.12.2017 00:00:00;    71
23.12.2017 00:00:00;    71
24.12.2017 00:00:00;    71
25.12.2017 00:00:00;    71
26.12.2017 00:00:00;    71
27.12.2017 00:00:00;    72
28.12.2017 00:00:00;    73
29.12.2017 00:00:00;    72
30.12.2017 00:00:00;    72
31.12.2017 00:00:00;    80
01.01.2018 00:00:00;    85
02.01.2018 00:00:00;    83
03.01.2018 00:00:00;    81
04.01.2018 00:00:00;    80
05.01.2018 00:00:00;    87
06.01.2018 00:00:00;    87
07.01.2018 00:00:00;    85
08.01.2018 00:00:00;    83
09.01.2018 00:00:00;    83
10.01.2018 00:00:00;    84
11.01.2018 00:00:00;    82
12.01.2018 00:00:00;    81
13.01.2018 00:00:00;    79
14.01.2018 00:00:00;    77
15.01.2018 00:00:00;    76
16.01.2018 00:00:00;    75
17.01.2018 00:00:00;    75
18.01.2018 00:00:00;    74
19.01.2018 00:00:00;    75
20.01.2018 00:00:00;    74
21.01.2018 00:00:00;    73
22.01.2018 00:00:00;    73
23.01.2018 00:00:00;    73
24.01.2018 00:00:00;    72
25.01.2018 00:00:00;    72
26.01.2018 00:00:00;    73
27.01.2018 00:00:00;    73
28.01.2018 00:00:00;    72
29.01.2018 00:00:00;    73
30.01.2018 00:00:00;    77
31.01.2018 00:00:00;    78
01.02.2018 00:00:00;    77
02.02.2018 00:00:00;    76
03.02.2018 00:00:00;    75
04.02.2018 00:00:00;    74
05.02.2018 00:00:00;    73
06.02.2018 00:00:00;    72
07.02.2018 00:00:00;    72
08.02.2018 00:00:00;    72
09.02.2018 00:00:00;    71
10.02.2018 00:00:00;    71
11.02.2018 00:00:00;    70
12.02.2018 00:00:00;    70
13.02.2018 00:00:00;    70
14.02.2018 00:00:00;    70
15.02.2018 00:00:00;    70
16.02.2018 00:00:00;    70
17.02.2018 00:00:00;    69
18.02.2018 00:00:00;    69
19.02.2018 00:00:00;    69
20.02.2018 00:00:00;    69
21.02.2018 00:00:00;    69
22.02.2018 00:00:00;    68
23.02.2018 00:00:00;    68
24.02.2018 00:00:00;    68
25.02.2018 00:00:00;    67
26.02.2018 00:00:00;    67
27.02.2018 00:00:00;    67
28.02.2018 00:00:00;    67
01.03.2018 00:00:00;    67
02.03.2018 00:00:00;    66
03.03.2018 00:00:00;    66
04.03.2018 00:00:00;    66
05.03.2018 00:00:00;    66
06.03.2018 00:00:00;    66
07.03.2018 00:00:00;    66
08.03.2018 00:00:00;    67
09.03.2018 00:00:00;    67
10.03.2018 00:00:00;    67
11.03.2018 00:00:00;    69
12.03.2018 00:00:00;    74
13.03.2018 00:00:00;    78
14.03.2018 00:00:00;    79
15.03.2018 00:00:00;    78
16.03.2018 00:00:00;    77
17.03.2018 00:00:00;    76
18.03.2018 00:00:00;    76
19.03.2018 00:00:00;    74
20.03.2018 00:00:00;    73
21.03.2018 00:00:00;    72
22.03.2018 00:00:00;    71
23.03.2018 00:00:00;    70
24.03.2018 00:00:00;    70
25.03.2018 00:00:00;    69
26.03.2018 00:00:00;    69
27.03.2018 00:00:00;    69
28.03.2018 00:00:00;    69
29.03.2018 00:00:00;    69
30.03.2018 00:00:00;    70
31.03.2018 00:00:00;    72
01.04.2018 00:00:00;    76
02.04.2018 00:00:00;    76
03.04.2018 00:00:00;    76
04.04.2018 00:00:00;    78
05.04.2018 00:00:00;    83
06.04.2018 00:00:00;    84
07.04.2018 00:00:00;    84
08.04.2018 00:00:00;    84
09.04.2018 00:00:00;    88
10.04.2018 00:00:00;    90
11.04.2018 00:00:00;    89
12.04.2018 00:00:00;    91
13.04.2018 00:00:00;    95
14.04.2018 00:00:00;    94
15.04.2018 00:00:00;    90
16.04.2018 00:00:00;    91
17.04.2018 00:00:00;    90
18.04.2018 00:00:00;    88
19.04.2018 00:00:00;    86
20.04.2018 00:00:00;    84
21.04.2018 00:00:00;    85
22.04.2018 00:00:00;    85
23.04.2018 00:00:00;    83
24.04.2018 00:00:00;    83
25.04.2018 00:00:00;    82
26.04.2018 00:00:00;    81
27.04.2018 00:00:00;    78
28.04.2018 00:00:00;    76
29.04.2018 00:00:00;    76
30.04.2018 00:00:00;    76
01.05.2018 00:00:00;    75
02.05.2018 00:00:00;    72
03.05.2018 00:00:00;    74
04.05.2018 00:00:00;    73
05.05.2018 00:00:00;    75
06.05.2018 00:00:00;    76
07.05.2018 00:00:00;    73
08.05.2018 00:00:00;    71
09.05.2018 00:00:00;    70
10.05.2018 00:00:00;    69
11.05.2018 00:00:00;    68
12.05.2018 00:00:00;    68
13.05.2018 00:00:00;    68
14.05.2018 00:00:00;    67
15.05.2018 00:00:00;    70
16.05.2018 00:00:00;    73
17.05.2018 00:00:00;    72
18.05.2018 00:00:00;    70
19.05.2018 00:00:00;    69
20.05.2018 00:00:00;    68
21.05.2018 00:00:00;    68
22.05.2018 00:00:00;    67
23.05.2018 00:00:00;    67
24.05.2018 00:00:00;    67
25.05.2018 00:00:00;    67
26.05.2018 00:00:00;    67
27.05.2018 00:00:00;    66
28.05.2018 00:00:00;    66
29.05.2018 00:00:00;    65
30.05.2018 00:00:00;    65
31.05.2018 00:00:00;    67
01.06.2018 00:00:00;    68
02.06.2018 00:00:00;    67
03.06.2018 00:00:00;    67
04.06.2018 00:00:00;    66
05.06.2018 00:00:00;    66
