Messstelle:                ;Kleinstetteldorf
21.08.2012 00:00:00;   167
22.08.2012 00:00:00;   167
23.08.2012 00:00:00;   167
24.08.2012 00:00:00;   168
25.08.2012 00:00:00;   168
26.08.2012 00:00:00;   170
27.08.2012 00:00:00;   168
28.08.2012 00:00:00;   168
29.08.2012 00:00:00;   168
30.08.2012 00:00:00;   168
31.08.2012 00:00:00;   169
01.09.2012 00:00:00;   174
02.09.2012 00:00:00;   170
03.09.2012 00:00:00;   170
04.09.2012 00:00:00;   170
05.09.2012 00:00:00;   170
06.09.2012 00:00:00;   170
07.09.2012 00:00:00;   170
08.09.2012 00:00:00;   170
09.09.2012 00:00:00;   169
10.09.2012 00:00:00;   169
11.09.2012 00:00:00;   168
12.09.2012 00:00:00;   168
13.09.2012 00:00:00;   168
14.09.2012 00:00:00;   166
15.09.2012 00:00:00;   165
16.09.2012 00:00:00;   164
17.09.2012 00:00:00;   165
18.09.2012 00:00:00;   166
19.09.2012 00:00:00;   166
20.09.2012 00:00:00;   165
21.09.2012 00:00:00;   165
22.09.2012 00:00:00;   166
23.09.2012 00:00:00;   165
24.09.2012 00:00:00;   165
25.09.2012 00:00:00;   165
26.09.2012 00:00:00;   165
27.09.2012 00:00:00;   166
28.09.2012 00:00:00;   165
29.09.2012 00:00:00;   165
30.09.2012 00:00:00;   165
01.10.2012 00:00:00;   165
02.10.2012 00:00:00;   165
03.10.2012 00:00:00;   165
04.10.2012 00:00:00;   166
05.10.2012 00:00:00;   166
06.10.2012 00:00:00;   165
07.10.2012 00:00:00;   167
08.10.2012 00:00:00;   167
09.10.2012 00:00:00;   167
10.10.2012 00:00:00;   167
11.10.2012 00:00:00;   166
12.10.2012 00:00:00;   166
13.10.2012 00:00:00;   166
14.10.2012 00:00:00;   166
15.10.2012 00:00:00;   166
16.10.2012 00:00:00;   168
17.10.2012 00:00:00;   167
18.10.2012 00:00:00;   166
19.10.2012 00:00:00;   166
20.10.2012 00:00:00;   166
21.10.2012 00:00:00;   166
22.10.2012 00:00:00;   166
23.10.2012 00:00:00;   167
24.10.2012 00:00:00;   167
25.10.2012 00:00:00;   167
26.10.2012 00:00:00;   167
27.10.2012 00:00:00;   167
28.10.2012 00:00:00;   167
29.10.2012 00:00:00;   167
30.10.2012 00:00:00;   167
31.10.2012 00:00:00;   167
01.11.2012 00:00:00;   167
02.11.2012 00:00:00;   168
03.11.2012 00:00:00;   168
04.11.2012 00:00:00;   168
05.11.2012 00:00:00;   169
06.11.2012 00:00:00;   168
07.11.2012 00:00:00;   167
08.11.2012 00:00:00;   167
09.11.2012 00:00:00;   167
10.11.2012 00:00:00;   167
11.11.2012 00:00:00;   167
12.11.2012 00:00:00;   166
13.11.2012 00:00:00;   166
14.11.2012 00:00:00;   166
15.11.2012 00:00:00;   166
16.11.2012 00:00:00;   166
17.11.2012 00:00:00;   166
18.11.2012 00:00:00;   166
19.11.2012 00:00:00;   167
20.11.2012 00:00:00;   167
21.11.2012 00:00:00;   167
22.11.2012 00:00:00;   167
23.11.2012 00:00:00;   167
24.11.2012 00:00:00;   167
25.11.2012 00:00:00;   167
26.11.2012 00:00:00;   167
27.11.2012 00:00:00;   167
28.11.2012 00:00:00;   167
29.11.2012 00:00:00;   167
30.11.2012 00:00:00;   167
01.12.2012 00:00:00;   167
02.12.2012 00:00:00;   167
03.12.2012 00:00:00;   168
04.12.2012 00:00:00;   168
05.12.2012 00:00:00;   168
06.12.2012 00:00:00;   168
07.12.2012 00:00:00;   168
08.12.2012 00:00:00;   168
09.12.2012 00:00:00;   168
10.12.2012 00:00:00;   168
11.12.2012 00:00:00;   167
12.12.2012 00:00:00;   167
13.12.2012 00:00:00;   167
14.12.2012 00:00:00;   167
15.12.2012 00:00:00;   168
16.12.2012 00:00:00;   170
17.12.2012 00:00:00;   170
18.12.2012 00:00:00;   170
19.12.2012 00:00:00;   170
20.12.2012 00:00:00;   169
21.12.2012 00:00:00;   170
22.12.2012 00:00:00;   170
23.12.2012 00:00:00;   170
24.12.2012 00:00:00;   170
25.12.2012 00:00:00;   170
26.12.2012 00:00:00;   170
27.12.2012 00:00:00;   170
28.12.2012 00:00:00;   171
29.12.2012 00:00:00;   170
30.12.2012 00:00:00;   170
31.12.2012 00:00:00;   169
01.01.2013 00:00:00;   168
02.01.2013 00:00:00;   168
03.01.2013 00:00:00;   167
04.01.2013 00:00:00;   168
05.01.2013 00:00:00;   168
06.01.2013 00:00:00;   167
07.01.2013 00:00:00;   168
08.01.2013 00:00:00;   169
09.01.2013 00:00:00;   168
10.01.2013 00:00:00;   169
11.01.2013 00:00:00;   169
12.01.2013 00:00:00;   168
13.01.2013 00:00:00;   168
14.01.2013 00:00:00;   168
15.01.2013 00:00:00;   168
16.01.2013 00:00:00;   168
17.01.2013 00:00:00;   168
18.01.2013 00:00:00;   168
19.01.2013 00:00:00;   168
20.01.2013 00:00:00;   168
21.01.2013 00:00:00;   168
22.01.2013 00:00:00;   168
23.01.2013 00:00:00;   168
24.01.2013 00:00:00;   167
25.01.2013 00:00:00;   167
26.01.2013 00:00:00;   168
27.01.2013 00:00:00;   169
28.01.2013 00:00:00;   170
29.01.2013 00:00:00;   169
30.01.2013 00:00:00;   173
31.01.2013 00:00:00;   176
01.02.2013 00:00:00;   175
02.02.2013 00:00:00;   175
03.02.2013 00:00:00;   173
04.02.2013 00:00:00;   173
05.02.2013 00:00:00;   172
06.02.2013 00:00:00;   172
07.02.2013 00:00:00;   171
08.02.2013 00:00:00;   171
09.02.2013 00:00:00;   171
10.02.2013 00:00:00;   170
11.02.2013 00:00:00;   170
12.02.2013 00:00:00;   170
13.02.2013 00:00:00;   170
14.02.2013 00:00:00;   170
15.02.2013 00:00:00;   170
16.02.2013 00:00:00;   170
17.02.2013 00:00:00;   170
18.02.2013 00:00:00;   170
19.02.2013 00:00:00;   170
20.02.2013 00:00:00;   170
21.02.2013 00:00:00;   170
22.02.2013 00:00:00;   170
23.02.2013 00:00:00;   171
24.02.2013 00:00:00;   170
25.02.2013 00:00:00;   170
26.02.2013 00:00:00;   172
27.02.2013 00:00:00;   173
28.02.2013 00:00:00;   175
01.03.2013 00:00:00;   177
02.03.2013 00:00:00;   176
03.03.2013 00:00:00;   175
04.03.2013 00:00:00;   173
05.03.2013 00:00:00;   173
06.03.2013 00:00:00;   172
07.03.2013 00:00:00;   172
08.03.2013 00:00:00;   171
09.03.2013 00:00:00;   171
10.03.2013 00:00:00;   170
11.03.2013 00:00:00;   170
12.03.2013 00:00:00;   169
13.03.2013 00:00:00;   170
14.03.2013 00:00:00;   170
15.03.2013 00:00:00;   170
16.03.2013 00:00:00;   170
17.03.2013 00:00:00;   170
18.03.2013 00:00:00;   170
19.03.2013 00:00:00;   170
20.03.2013 00:00:00;   169
21.03.2013 00:00:00;   169
22.03.2013 00:00:00;   169
23.03.2013 00:00:00;   169
24.03.2013 00:00:00;   169
25.03.2013 00:00:00;   169
26.03.2013 00:00:00;   169
27.03.2013 00:00:00;   169
28.03.2013 00:00:00;   169
29.03.2013 00:00:00;   170
30.03.2013 00:00:00;   170
31.03.2013 00:00:00;   172
01.04.2013 00:00:00;   172
02.04.2013 00:00:00;   173
03.04.2013 00:00:00;   173
04.04.2013 00:00:00;   173
05.04.2013 00:00:00;   173
06.04.2013 00:00:00;   173
07.04.2013 00:00:00;   172
08.04.2013 00:00:00;   171
09.04.2013 00:00:00;   171
10.04.2013 00:00:00;   171
11.04.2013 00:00:00;   170
12.04.2013 00:00:00;   170
13.04.2013 00:00:00;   170
14.04.2013 00:00:00;   170
15.04.2013 00:00:00;   169
16.04.2013 00:00:00;   169
17.04.2013 00:00:00;   169
18.04.2013 00:00:00;   169
19.04.2013 00:00:00;   170
20.04.2013 00:00:00;   170
21.04.2013 00:00:00;   169
22.04.2013 00:00:00;   169
23.04.2013 00:00:00;   168
24.04.2013 00:00:00;   169
25.04.2013 00:00:00;   169
26.04.2013 00:00:00;   168
27.04.2013 00:00:00;   168
28.04.2013 00:00:00;   168
29.04.2013 00:00:00;   168
30.04.2013 00:00:00;   168
01.05.2013 00:00:00;   168
02.05.2013 00:00:00;   168
03.05.2013 00:00:00;   168
04.05.2013 00:00:00;   168
05.05.2013 00:00:00;   168
06.05.2013 00:00:00;   167
07.05.2013 00:00:00;   168
08.05.2013 00:00:00;   168
09.05.2013 00:00:00;   167
10.05.2013 00:00:00;   168
11.05.2013 00:00:00;   170
12.05.2013 00:00:00;   171
13.05.2013 00:00:00;   171
14.05.2013 00:00:00;   170
15.05.2013 00:00:00;   169
16.05.2013 00:00:00;   168
17.05.2013 00:00:00;   168
18.05.2013 00:00:00;   167
19.05.2013 00:00:00;   166
20.05.2013 00:00:00;   166
21.05.2013 00:00:00;   167
22.05.2013 00:00:00;   167
23.05.2013 00:00:00;   167
24.05.2013 00:00:00;   166
25.05.2013 00:00:00;   166
26.05.2013 00:00:00;   167
27.05.2013 00:00:00;   166
28.05.2013 00:00:00;   167
29.05.2013 00:00:00;   167
30.05.2013 00:00:00;   169
31.05.2013 00:00:00;   170
01.06.2013 00:00:00;   169
02.06.2013 00:00:00;   168
03.06.2013 00:00:00;   169
04.06.2013 00:00:00;   175
05.06.2013 00:00:00;   174
06.06.2013 00:00:00;   172
07.06.2013 00:00:00;   171
08.06.2013 00:00:00;   170
09.06.2013 00:00:00;   170
10.06.2013 00:00:00;   170
11.06.2013 00:00:00;   202
12.06.2013 00:00:00;   181
13.06.2013 00:00:00;   176
14.06.2013 00:00:00;   174
15.06.2013 00:00:00;   172
16.06.2013 00:00:00;   171
17.06.2013 00:00:00;   170
18.06.2013 00:00:00;   170
19.06.2013 00:00:00;   170
20.06.2013 00:00:00;   169
21.06.2013 00:00:00;   169
22.06.2013 00:00:00;   168
23.06.2013 00:00:00;   168
24.06.2013 00:00:00;   179
25.06.2013 00:00:00;   189
26.06.2013 00:00:00;   178
27.06.2013 00:00:00;   175
28.06.2013 00:00:00;   173
29.06.2013 00:00:00;   172
30.06.2013 00:00:00;   171
01.07.2013 00:00:00;   170
02.07.2013 00:00:00;   169
03.07.2013 00:00:00;   169
04.07.2013 00:00:00;   169
05.07.2013 00:00:00;   168
06.07.2013 00:00:00;   168
07.07.2013 00:00:00;   168
08.07.2013 00:00:00;   167
09.07.2013 00:00:00;   167
10.07.2013 00:00:00;   167
11.07.2013 00:00:00;   169
12.07.2013 00:00:00;   167
13.07.2013 00:00:00;   167
14.07.2013 00:00:00;   167
15.07.2013 00:00:00;   167
16.07.2013 00:00:00;   166
17.07.2013 00:00:00;   166
18.07.2013 00:00:00;   167
19.07.2013 00:00:00;   167
20.07.2013 00:00:00;   166
21.07.2013 00:00:00;   166
22.07.2013 00:00:00;   166
23.07.2013 00:00:00;   166
24.07.2013 00:00:00;   166
25.07.2013 00:00:00;   165
26.07.2013 00:00:00;   165
27.07.2013 00:00:00;   165
28.07.2013 00:00:00;   165
29.07.2013 00:00:00;   165
30.07.2013 00:00:00;   165
31.07.2013 00:00:00;   165
01.08.2013 00:00:00;   165
02.08.2013 00:00:00;   165
03.08.2013 00:00:00;   165
04.08.2013 00:00:00;   165
05.08.2013 00:00:00;   166
06.08.2013 00:00:00;   165
07.08.2013 00:00:00;   165
08.08.2013 00:00:00;   165
09.08.2013 00:00:00;   164
10.08.2013 00:00:00;   168
11.08.2013 00:00:00;   165
12.08.2013 00:00:00;   165
13.08.2013 00:00:00;   166
14.08.2013 00:00:00;   166
15.08.2013 00:00:00;   165
16.08.2013 00:00:00;   165
17.08.2013 00:00:00;   165
18.08.2013 00:00:00;   165
19.08.2013 00:00:00;   165
20.08.2013 00:00:00;   167
21.08.2013 00:00:00;   165
22.08.2013 00:00:00;   165
23.08.2013 00:00:00;   165
24.08.2013 00:00:00;   165
25.08.2013 00:00:00;   167
26.08.2013 00:00:00;   167
27.08.2013 00:00:00;   168
28.08.2013 00:00:00;   167
29.08.2013 00:00:00;   167
30.08.2013 00:00:00;   166
31.08.2013 00:00:00;   166
01.09.2013 00:00:00;   166
02.09.2013 00:00:00;   165
03.09.2013 00:00:00;   165
04.09.2013 00:00:00;   165
05.09.2013 00:00:00;   165
06.09.2013 00:00:00;   166
07.09.2013 00:00:00;   165
08.09.2013 00:00:00;   165
09.09.2013 00:00:00;   166
10.09.2013 00:00:00;   166
11.09.2013 00:00:00;   166
12.09.2013 00:00:00;   166
13.09.2013 00:00:00;   166
14.09.2013 00:00:00;   167
15.09.2013 00:00:00;   166
16.09.2013 00:00:00;   167
17.09.2013 00:00:00;   172
18.09.2013 00:00:00;   169
19.09.2013 00:00:00;   168
20.09.2013 00:00:00;   167
21.09.2013 00:00:00;   168
22.09.2013 00:00:00;   167
23.09.2013 00:00:00;   166
24.09.2013 00:00:00;   166
25.09.2013 00:00:00;   166
26.09.2013 00:00:00;   166
27.09.2013 00:00:00;   166
28.09.2013 00:00:00;   166
29.09.2013 00:00:00;   166
30.09.2013 00:00:00;   166
01.10.2013 00:00:00;   166
02.10.2013 00:00:00;   166
03.10.2013 00:00:00;   166
04.10.2013 00:00:00;   166
05.10.2013 00:00:00;   166
06.10.2013 00:00:00;   166
07.10.2013 00:00:00;   166
08.10.2013 00:00:00;   166
09.10.2013 00:00:00;   166
10.10.2013 00:00:00;   166
11.10.2013 00:00:00;   167
12.10.2013 00:00:00;   167
13.10.2013 00:00:00;   166
14.10.2013 00:00:00;   166
15.10.2013 00:00:00;   166
16.10.2013 00:00:00;   167
17.10.2013 00:00:00;   167
18.10.2013 00:00:00;   167
19.10.2013 00:00:00;   167
20.10.2013 00:00:00;   166
21.10.2013 00:00:00;   166
22.10.2013 00:00:00;   166
23.10.2013 00:00:00;   166
24.10.2013 00:00:00;   167
25.10.2013 00:00:00;   167
26.10.2013 00:00:00;   167
27.10.2013 00:00:00;   167
28.10.2013 00:00:00;   167
29.10.2013 00:00:00;   167
30.10.2013 00:00:00;   167
31.10.2013 00:00:00;   167
01.11.2013 00:00:00;   167
02.11.2013 00:00:00;   167
03.11.2013 00:00:00;   167
04.11.2013 00:00:00;   168
05.11.2013 00:00:00;   168
06.11.2013 00:00:00;   167
07.11.2013 00:00:00;   167
08.11.2013 00:00:00;   167
09.11.2013 00:00:00;   167
10.11.2013 00:00:00;   167
11.11.2013 00:00:00;   168
12.11.2013 00:00:00;   168
13.11.2013 00:00:00;   167
14.11.2013 00:00:00;   167
15.11.2013 00:00:00;   167
16.11.2013 00:00:00;   167
17.11.2013 00:00:00;   167
18.11.2013 00:00:00;   167
19.11.2013 00:00:00;   167
20.11.2013 00:00:00;   167
21.11.2013 00:00:00;   167
22.11.2013 00:00:00;   167
23.11.2013 00:00:00;   167
24.11.2013 00:00:00;   167
25.11.2013 00:00:00;   166
26.11.2013 00:00:00;   167
27.11.2013 00:00:00;   167
28.11.2013 00:00:00;   167
29.11.2013 00:00:00;   167
30.11.2013 00:00:00;   167
01.12.2013 00:00:00;   167
02.12.2013 00:00:00;   167
03.12.2013 00:00:00;   167
04.12.2013 00:00:00;   167
05.12.2013 00:00:00;   167
06.12.2013 00:00:00;   167
07.12.2013 00:00:00;   167
08.12.2013 00:00:00;   167
09.12.2013 00:00:00;   167
10.12.2013 00:00:00;   167
11.12.2013 00:00:00;   167
12.12.2013 00:00:00;   167
13.12.2013 00:00:00;   167
14.12.2013 00:00:00;   167
15.12.2013 00:00:00;   167
16.12.2013 00:00:00;   167
17.12.2013 00:00:00;   167
18.12.2013 00:00:00;   167
19.12.2013 00:00:00;   167
20.12.2013 00:00:00;   167
21.12.2013 00:00:00;   167
22.12.2013 00:00:00;   167
23.12.2013 00:00:00;   167
24.12.2013 00:00:00;   166
25.12.2013 00:00:00;   166
26.12.2013 00:00:00;   166
27.12.2013 00:00:00;   166
28.12.2013 00:00:00;   166
29.12.2013 00:00:00;   166
30.12.2013 00:00:00;   166
31.12.2013 00:00:00;   166
01.01.2014 00:00:00;   166
02.01.2014 00:00:00;   166
03.01.2014 00:00:00;   166
04.01.2014 00:00:00;   166
05.01.2014 00:00:00;   166
06.01.2014 00:00:00;   167
07.01.2014 00:00:00;   167
08.01.2014 00:00:00;   167
09.01.2014 00:00:00;   166
10.01.2014 00:00:00;   166
11.01.2014 00:00:00;   166
12.01.2014 00:00:00;   166
13.01.2014 00:00:00;   166
14.01.2014 00:00:00;   166
15.01.2014 00:00:00;   166
16.01.2014 00:00:00;   166
17.01.2014 00:00:00;   166
18.01.2014 00:00:00;   166
19.01.2014 00:00:00;   166
20.01.2014 00:00:00;   166
21.01.2014 00:00:00;   166
22.01.2014 00:00:00;   167
23.01.2014 00:00:00;   166
24.01.2014 00:00:00;   166
25.01.2014 00:00:00;   165
26.01.2014 00:00:00;   166
27.01.2014 00:00:00;   166
28.01.2014 00:00:00;   166
29.01.2014 00:00:00;   166
30.01.2014 00:00:00;   166
31.01.2014 00:00:00;   166
01.02.2014 00:00:00;   166
02.02.2014 00:00:00;   166
03.02.2014 00:00:00;   166
04.02.2014 00:00:00;   166
05.02.2014 00:00:00;   166
06.02.2014 00:00:00;   166
07.02.2014 00:00:00;   166
08.02.2014 00:00:00;   166
09.02.2014 00:00:00;   167
10.02.2014 00:00:00;   167
11.02.2014 00:00:00;   167
12.02.2014 00:00:00;   167
13.02.2014 00:00:00;   167
14.02.2014 00:00:00;   167
15.02.2014 00:00:00;   167
16.02.2014 00:00:00;   167
17.02.2014 00:00:00;   167
18.02.2014 00:00:00;   167
19.02.2014 00:00:00;   167
20.02.2014 00:00:00;   167
21.02.2014 00:00:00;   168
22.02.2014 00:00:00;   168
23.02.2014 00:00:00;   168
24.02.2014 00:00:00;   168
25.02.2014 00:00:00;   168
26.02.2014 00:00:00;   168
27.02.2014 00:00:00;   168
28.02.2014 00:00:00;   168
01.03.2014 00:00:00;   168
02.03.2014 00:00:00;   168
03.03.2014 00:00:00;   168
04.03.2014 00:00:00;   168
05.03.2014 00:00:00;   167
06.03.2014 00:00:00;   167
07.03.2014 00:00:00;   167
08.03.2014 00:00:00;   167
09.03.2014 00:00:00;   166
10.03.2014 00:00:00;   166
11.03.2014 00:00:00;   166
12.03.2014 00:00:00;   166
13.03.2014 00:00:00;   166
14.03.2014 00:00:00;   166
15.03.2014 00:00:00;   166
16.03.2014 00:00:00;   166
17.03.2014 00:00:00;   166
18.03.2014 00:00:00;   166
19.03.2014 00:00:00;   166
20.03.2014 00:00:00;   166
21.03.2014 00:00:00;   166
22.03.2014 00:00:00;   166
23.03.2014 00:00:00;   166
24.03.2014 00:00:00;   166
25.03.2014 00:00:00;   166
26.03.2014 00:00:00;   166
27.03.2014 00:00:00;   166
28.03.2014 00:00:00;   167
29.03.2014 00:00:00;   167
30.03.2014 00:00:00;   167
31.03.2014 00:00:00;   167
01.04.2014 00:00:00;   167
02.04.2014 00:00:00;   166
03.04.2014 00:00:00;   166
04.04.2014 00:00:00;   166
05.04.2014 00:00:00;   166
06.04.2014 00:00:00;   166
07.04.2014 00:00:00;   166
08.04.2014 00:00:00;   166
09.04.2014 00:00:00;   166
10.04.2014 00:00:00;   166
11.04.2014 00:00:00;   166
12.04.2014 00:00:00;   166
13.04.2014 00:00:00;   166
14.04.2014 00:00:00;   166
15.04.2014 00:00:00;   166
16.04.2014 00:00:00;   166
17.04.2014 00:00:00;   166
18.04.2014 00:00:00;   166
19.04.2014 00:00:00;   166
20.04.2014 00:00:00;   166
21.04.2014 00:00:00;   165
22.04.2014 00:00:00;   166
23.04.2014 00:00:00;   165
24.04.2014 00:00:00;   164
25.04.2014 00:00:00;   163
26.04.2014 00:00:00;   165
27.04.2014 00:00:00;   164
28.04.2014 00:00:00;   163
29.04.2014 00:00:00;   164
30.04.2014 00:00:00;   165
01.05.2014 00:00:00;   166
02.05.2014 00:00:00;   167
03.05.2014 00:00:00;   167
04.05.2014 00:00:00;   166
05.05.2014 00:00:00;   166
06.05.2014 00:00:00;   165
07.05.2014 00:00:00;   165
08.05.2014 00:00:00;   165
09.05.2014 00:00:00;   163
10.05.2014 00:00:00;   162
11.05.2014 00:00:00;   164
12.05.2014 00:00:00;   165
13.05.2014 00:00:00;   165
14.05.2014 00:00:00;   164
15.05.2014 00:00:00;   164
16.05.2014 00:00:00;   167
17.05.2014 00:00:00;   170
18.05.2014 00:00:00;   171
19.05.2014 00:00:00;   170
20.05.2014 00:00:00;   169
21.05.2014 00:00:00;   167
22.05.2014 00:00:00;   167
23.05.2014 00:00:00;   167
24.05.2014 00:00:00;   166
25.05.2014 00:00:00;   167
26.05.2014 00:00:00;   166
27.05.2014 00:00:00;   166
28.05.2014 00:00:00;   166
29.05.2014 00:00:00;   167
30.05.2014 00:00:00;   168
31.05.2014 00:00:00;   166
01.06.2014 00:00:00;   166
02.06.2014 00:00:00;   165
03.06.2014 00:00:00;   165
04.06.2014 00:00:00;   165
05.06.2014 00:00:00;   164
06.06.2014 00:00:00;   164
07.06.2014 00:00:00;   164
08.06.2014 00:00:00;   164
09.06.2014 00:00:00;   163
10.06.2014 00:00:00;   164
11.06.2014 00:00:00;   166
12.06.2014 00:00:00;   166
13.06.2014 00:00:00;   165
14.06.2014 00:00:00;   164
15.06.2014 00:00:00;   164
16.06.2014 00:00:00;   164
17.06.2014 00:00:00;   165
18.06.2014 00:00:00;   164
19.06.2014 00:00:00;   164
20.06.2014 00:00:00;   164
21.06.2014 00:00:00;   164
22.06.2014 00:00:00;   164
23.06.2014 00:00:00;   164
24.06.2014 00:00:00;   164
25.06.2014 00:00:00;   165
26.06.2014 00:00:00;   165
27.06.2014 00:00:00;   165
28.06.2014 00:00:00;   164
29.06.2014 00:00:00;   165
30.06.2014 00:00:00;   169
01.07.2014 00:00:00;   165
02.07.2014 00:00:00;   165
03.07.2014 00:00:00;   165
04.07.2014 00:00:00;   164
05.07.2014 00:00:00;   164
06.07.2014 00:00:00;   164
07.07.2014 00:00:00;   164
08.07.2014 00:00:00;   164
09.07.2014 00:00:00;   163
10.07.2014 00:00:00;   163
11.07.2014 00:00:00;   171
12.07.2014 00:00:00;   169
13.07.2014 00:00:00;   167
14.07.2014 00:00:00;   166
15.07.2014 00:00:00;   166
16.07.2014 00:00:00;   165
17.07.2014 00:00:00;   165
18.07.2014 00:00:00;   165
19.07.2014 00:00:00;   165
20.07.2014 00:00:00;   164
21.07.2014 00:00:00;   164
22.07.2014 00:00:00;   166
23.07.2014 00:00:00;   165
24.07.2014 00:00:00;   165
25.07.2014 00:00:00;   165
26.07.2014 00:00:00;   164
27.07.2014 00:00:00;   165
28.07.2014 00:00:00;   165
29.07.2014 00:00:00;   165
30.07.2014 00:00:00;   171
31.07.2014 00:00:00;   216
01.08.2014 00:00:00;   178
02.08.2014 00:00:00;   174
03.08.2014 00:00:00;   172
04.08.2014 00:00:00;   170
05.08.2014 00:00:00;   176
06.08.2014 00:00:00;   173
07.08.2014 00:00:00;   171
08.08.2014 00:00:00;   169
09.08.2014 00:00:00;   169
10.08.2014 00:00:00;   167
11.08.2014 00:00:00;   167
12.08.2014 00:00:00;   167
13.08.2014 00:00:00;   168
14.08.2014 00:00:00;   168
15.08.2014 00:00:00;   167
16.08.2014 00:00:00;   167
17.08.2014 00:00:00;   166
18.08.2014 00:00:00;   166
19.08.2014 00:00:00;   167
20.08.2014 00:00:00;   167
21.08.2014 00:00:00;   170
22.08.2014 00:00:00;   169
23.08.2014 00:00:00;   173
24.08.2014 00:00:00;   174
25.08.2014 00:00:00;   171
26.08.2014 00:00:00;   170
27.08.2014 00:00:00;   172
28.08.2014 00:00:00;   170
29.08.2014 00:00:00;   170
30.08.2014 00:00:00;   170
31.08.2014 00:00:00;   171
01.09.2014 00:00:00;   187
02.09.2014 00:00:00;   205
03.09.2014 00:00:00;   187
04.09.2014 00:00:00;   181
05.09.2014 00:00:00;   178
06.09.2014 00:00:00;   176
07.09.2014 00:00:00;   174
08.09.2014 00:00:00;   174
09.09.2014 00:00:00;   173
10.09.2014 00:00:00;   173
11.09.2014 00:00:00;   174
12.09.2014 00:00:00;   184
13.09.2014 00:00:00;   189
14.09.2014 00:00:00;   186
15.09.2014 00:00:00;   181
16.09.2014 00:00:00;   179
17.09.2014 00:00:00;   177
18.09.2014 00:00:00;   176
19.09.2014 00:00:00;   175
20.09.2014 00:00:00;   176
21.09.2014 00:00:00;   181
22.09.2014 00:00:00;   178
23.09.2014 00:00:00;   176
24.09.2014 00:00:00;   175
25.09.2014 00:00:00;   174
26.09.2014 00:00:00;   173
27.09.2014 00:00:00;   173
28.09.2014 00:00:00;   172
29.09.2014 00:00:00;   172
30.09.2014 00:00:00;   172
01.10.2014 00:00:00;   172
02.10.2014 00:00:00;   176
03.10.2014 00:00:00;   174
04.10.2014 00:00:00;   173
05.10.2014 00:00:00;   173
06.10.2014 00:00:00;   173
07.10.2014 00:00:00;   172
08.10.2014 00:00:00;   172
09.10.2014 00:00:00;   172
10.10.2014 00:00:00;   171
11.10.2014 00:00:00;   171
12.10.2014 00:00:00;   171
13.10.2014 00:00:00;   171
14.10.2014 00:00:00;   171
15.10.2014 00:00:00;   171
16.10.2014 00:00:00;   171
17.10.2014 00:00:00;   172
18.10.2014 00:00:00;   171
19.10.2014 00:00:00;   171
20.10.2014 00:00:00;   171
21.10.2014 00:00:00;   172
22.10.2014 00:00:00;   173
23.10.2014 00:00:00;   172
24.10.2014 00:00:00;   172
25.10.2014 00:00:00;   171
26.10.2014 00:00:00;   171
27.10.2014 00:00:00;   171
28.10.2014 00:00:00;   171
29.10.2014 00:00:00;   170
30.10.2014 00:00:00;   171
31.10.2014 00:00:00;   170
01.11.2014 00:00:00;   170
02.11.2014 00:00:00;   170
03.11.2014 00:00:00;   170
04.11.2014 00:00:00;   170
05.11.2014 00:00:00;   170
06.11.2014 00:00:00;   170
07.11.2014 00:00:00;   170
08.11.2014 00:00:00;   170
09.11.2014 00:00:00;   170
10.11.2014 00:00:00;   170
11.11.2014 00:00:00;   170
12.11.2014 00:00:00;   170
13.11.2014 00:00:00;   170
14.11.2014 00:00:00;   169
15.11.2014 00:00:00;   169
16.11.2014 00:00:00;   169
17.11.2014 00:00:00;   169
18.11.2014 00:00:00;   170
19.11.2014 00:00:00;   170
20.11.2014 00:00:00;   170
21.11.2014 00:00:00;   169
22.11.2014 00:00:00;   169
23.11.2014 00:00:00;   169
24.11.2014 00:00:00;   169
25.11.2014 00:00:00;   169
26.11.2014 00:00:00;   169
27.11.2014 00:00:00;   169
28.11.2014 00:00:00;   169
29.11.2014 00:00:00;   169
30.11.2014 00:00:00;   169
01.12.2014 00:00:00;   172
02.12.2014 00:00:00;   174
03.12.2014 00:00:00;   173
04.12.2014 00:00:00;   172
05.12.2014 00:00:00;   172
06.12.2014 00:00:00;   172
07.12.2014 00:00:00;   172
08.12.2014 00:00:00;   173
09.12.2014 00:00:00;   173
10.12.2014 00:00:00;   172
11.12.2014 00:00:00;   171
12.12.2014 00:00:00;   171
13.12.2014 00:00:00;   170
14.12.2014 00:00:00;   170
15.12.2014 00:00:00;   170
16.12.2014 00:00:00;   170
17.12.2014 00:00:00;   170
18.12.2014 00:00:00;   170
19.12.2014 00:00:00;   170
20.12.2014 00:00:00;   170
21.12.2014 00:00:00;   170
22.12.2014 00:00:00;   170
23.12.2014 00:00:00;   170
24.12.2014 00:00:00;   170
25.12.2014 00:00:00;   170
26.12.2014 00:00:00;   170
27.12.2014 00:00:00;   170
28.12.2014 00:00:00;   169
29.12.2014 00:00:00;   169
30.12.2014 00:00:00;   169
31.12.2014 00:00:00;   169
01.01.2015 00:00:00;   169
02.01.2015 00:00:00;   169
03.01.2015 00:00:00;   169
04.01.2015 00:00:00;   170
05.01.2015 00:00:00;   170
06.01.2015 00:00:00;   170
07.01.2015 00:00:00;   170
08.01.2015 00:00:00;   169
09.01.2015 00:00:00;   169
10.01.2015 00:00:00;   170
